cal_date,shipper_group,hub_name,total_orders,total_orders_kpi,first_mile_canceled_order,pu_success_ontime,pu_success_late,pending_pu_not_due,pending_pu_late,first_attempt_ontime,first_attempt_late,first_mile_cancelled_rate,first_attempt_ontime_rate_kpi,pu_success_ontime_rate
2/7/2021,Shopee,HCM - District 10 - SOU - DP,377,370,32,259,86,0,0,365,5,0.0849,0.9865,0.687
2/6/2021,Non-Shopee,HCM - District 10 - SOU - DP,30,30,0,26,4,0,0,30,0,0.00E+00,1,0.8667
2/6/2021,Shopee,HCM - District 10 - SOU - DP,789,780,27,722,40,0,0,776,4,0.0342,0.9949,0.9151
2/5/2021,Non-Shopee,HCM - District 10 - SOU - DP,143,143,2,133,8,0,0,139,4,0.014,0.972,0.9301
2/5/2021,Shopee,HCM - District 10 - SOU - DP,1209,1198,34,1133,42,0,0,1198,0,0.0281,1,0.9371
2/4/2021,Non-Shopee,HCM - District 10 - SOU - DP,88,87,2,73,13,0,0,86,1,0.0227,0.9885,0.8295
2/4/2021,Shopee,HCM - District 10 - SOU - DP,1408,1399,24,1331,53,0,0,1397,2,0.017,0.9986,0.9453
2/3/2021,Non-Shopee,HCM - District 10 - SOU - DP,153,150,4,136,13,0,0,150,0,0.0261,1,0.8889
2/3/2021,Shopee,HCM - District 10 - SOU - DP,1618,1602,38,1496,84,0,0,1600,2,0.0235,0.9988,0.9246
2/2/2021,Non-Shopee,HCM - District 10 - SOU - DP,111,108,7,95,9,0,0,108,0,0.0631,1,0.8559
2/2/2021,Shopee,HCM - District 10 - SOU - DP,1660,1639,37,1508,115,0,0,1637,2,0.0223,0.9988,0.9084
2/1/2021,Non-Shopee,HCM - District 10 - SOU - DP,182,179,8,151,23,0,0,176,3,0.044,0.9832,0.8297
2/1/2021,Shopee,HCM - District 10 - SOU - DP,1851,1822,56,1657,138,0,0,1812,10,0.0303,0.9945,0.8952
1/31/2021,Non-Shopee,HCM - District 10 - SOU - DP,58,57,1,55,2,0,0,56,1,0.0172,0.9825,0.9483
1/31/2021,Shopee,HCM - District 10 - SOU - DP,1229,1207,51,936,242,0,0,1193,14,0.0415,0.9884,0.7616
1/30/2021,Non-Shopee,HCM - District 10 - SOU - DP,121,116,8,96,17,0,0,115,1,0.0661,0.9914,0.7934
1/30/2021,Shopee,HCM - District 10 - SOU - DP,1339,1324,32,1204,103,0,0,1323,1,0.0239,0.9992,0.8992
1/29/2021,Non-Shopee,HCM - District 10 - SOU - DP,139,138,2,126,11,0,0,135,3,0.0144,0.9783,0.9065
1/29/2021,Shopee,HCM - District 10 - SOU - DP,1539,1531,22,1427,90,0,0,1528,3,0.0143,0.998,0.9272
1/28/2021,Non-Shopee,HCM - District 10 - SOU - DP,113,112,3,99,11,0,0,108,4,0.0265,0.9643,0.8761
1/28/2021,Shopee,HCM - District 10 - SOU - DP,2403,2396,50,2271,82,0,0,2389,7,0.0208,0.9971,0.9451
1/27/2021,Non-Shopee,HCM - District 10 - SOU - DP,138,135,5,124,9,0,0,135,0,0.0362,1,0.8986
1/27/2021,Shopee,HCM - District 10 - SOU - DP,2676,2654,47,2483,146,0,0,2654,0,0.0176,1,0.9279
1/26/2021,Non-Shopee,HCM - District 10 - SOU - DP,164,156,9,131,24,0,0,152,4,0.0549,0.9744,0.7988
1/26/2021,Shopee,HCM - District 10 - SOU - DP,1402,1394,23,1290,89,0,0,1391,3,0.0164,0.9978,0.9201
1/25/2021,Non-Shopee,HCM - District 10 - SOU - DP,146,141,8,110,28,0,0,139,2,0.0548,0.9858,0.7534
1/25/2021,Shopee,HCM - District 10 - SOU - DP,1799,1788,28,1639,132,0,0,1775,13,0.0156,0.9927,0.9111
1/24/2021,Non-Shopee,HCM - District 10 - SOU - DP,40,38,3,30,7,0,0,36,2,0.075,0.9474,0.75
1/24/2021,Shopee,HCM - District 10 - SOU - DP,834,827,19,661,154,0,0,826,1,0.0228,0.9988,0.7926
1/23/2021,Non-Shopee,HCM - District 10 - SOU - DP,88,85,4,62,22,0,0,85,0,0.0455,1,0.7045
1/23/2021,Shopee,HCM - District 10 - SOU - DP,1164,1159,18,1040,106,0,0,1159,0,0.0155,1,0.8935
1/22/2021,Non-Shopee,HCM - District 10 - SOU - DP,96,96,0,81,15,0,0,95,1,0.00E+00,0.9896,0.8438
1/22/2021,Shopee,HCM - District 10 - SOU - DP,1342,1335,18,1247,77,0,0,1334,1,0.0134,0.9993,0.9292
1/21/2021,Non-Shopee,HCM - District 10 - SOU - DP,99,99,3,83,13,0,0,99,0,0.0303,1,0.8384
1/21/2021,Shopee,HCM - District 10 - SOU - DP,1260,1251,15,1166,79,0,0,1250,1,0.0119,0.9992,0.9254
1/20/2021,Non-Shopee,HCM - District 10 - SOU - DP,108,105,5,87,16,0,0,102,3,0.0463,0.9714,0.8056
1/20/2021,Shopee,HCM - District 10 - SOU - DP,1236,1229,15,1167,53,0,1,1229,0,0.0121,1,0.9442
1/19/2021,Non-Shopee,HCM - District 10 - SOU - DP,171,168,3,153,15,0,0,166,2,0.0175,0.9881,0.8947
1/19/2021,Shopee,HCM - District 10 - SOU - DP,1463,1451,29,1341,93,0,0,1451,0,0.0198,1,0.9166
1/18/2021,Non-Shopee,HCM - District 10 - SOU - DP,192,189,4,166,22,0,0,187,2,0.0208,0.9894,0.8646
1/18/2021,Shopee,HCM - District 10 - SOU - DP,1710,1701,26,1577,107,0,0,1678,23,0.0152,0.9865,0.9222
1/17/2021,Non-Shopee,HCM - District 10 - SOU - DP,39,39,0,34,5,0,0,37,2,0.00E+00,0.9487,0.8718
1/17/2021,Shopee,HCM - District 10 - SOU - DP,960,950,17,806,137,0,0,938,12,0.0177,0.9874,0.8396
1/16/2021,Non-Shopee,HCM - District 10 - SOU - DP,73,72,4,56,13,0,0,72,0,0.0548,1,0.7671
1/16/2021,Shopee,HCM - District 10 - SOU - DP,1133,1128,16,1006,111,0,0,1120,8,0.0141,0.9929,0.8879
1/15/2021,Non-Shopee,HCM - District 10 - SOU - DP,104,104,2,86,16,0,0,102,2,0.0192,0.9808,0.8269
1/15/2021,Shopee,HCM - District 10 - SOU - DP,1235,1225,27,1154,54,0,0,1225,0,0.0219,1,0.9344
1/14/2021,Non-Shopee,HCM - District 10 - SOU - DP,134,131,5,103,26,0,0,130,1,0.0373,0.9924,0.7687
1/14/2021,Shopee,HCM - District 10 - SOU - DP,1179,1163,25,1090,47,0,17,1162,1,0.0212,0.9991,0.9245
1/13/2021,Non-Shopee,HCM - District 10 - SOU - DP,187,185,3,163,21,0,0,184,1,0.016,0.9946,0.8717
1/13/2021,Shopee,HCM - District 10 - SOU - DP,1280,1262,27,1198,55,0,0,1262,0,0.0211,1,0.9359
1/12/2021,Non-Shopee,HCM - District 10 - SOU - DP,121,120,1,97,23,0,0,119,1,0.0083,0.9917,0.8017
1/12/2021,Shopee,HCM - District 10 - SOU - DP,1158,1145,22,1072,64,0,0,1144,1,0.019,0.9991,0.9257
1/11/2021,Non-Shopee,HCM - District 10 - SOU - DP,199,198,3,181,15,0,0,194,4,0.0151,0.9798,0.9095
1/11/2021,Shopee,HCM - District 10 - SOU - DP,1898,1883,25,1720,153,0,0,1880,3,0.0132,0.9984,0.9062
1/10/2021,Non-Shopee,HCM - District 10 - SOU - DP,57,55,2,49,6,0,0,54,1,0.0351,0.9818,0.8596
1/10/2021,Shopee,HCM - District 10 - SOU - DP,850,841,19,659,172,0,0,841,0,0.0224,1,0.7753
1/9/2021,Non-Shopee,HCM - District 10 - SOU - DP,86,83,7,71,8,0,0,82,1,0.0814,0.988,0.8256
1/9/2021,Shopee,HCM - District 10 - SOU - DP,1137,1128,22,1005,110,0,0,1128,0,0.0193,1,0.8839
1/8/2021,Non-Shopee,HCM - District 10 - SOU - DP,161,160,3,149,9,0,0,159,1,0.0186,0.9938,0.9255
1/8/2021,Shopee,HCM - District 10 - SOU - DP,1328,1321,24,1201,103,0,0,1319,2,0.0181,0.9985,0.9044
1/7/2021,Non-Shopee,HCM - District 10 - SOU - DP,195,190,5,176,14,0,0,184,6,0.0256,0.9684,0.9026
1/7/2021,Shopee,HCM - District 10 - SOU - DP,1050,1043,12,980,58,0,0,1037,6,0.0114,0.9942,0.9333
1/6/2021,Non-Shopee,HCM - District 10 - SOU - DP,233,231,5,212,16,0,0,227,4,0.0215,0.9827,0.9099
1/6/2021,Shopee,HCM - District 10 - SOU - DP,1345,1336,20,1251,74,0,0,1328,8,0.0149,0.994,0.9301
1/5/2021,Non-Shopee,HCM - District 10 - SOU - DP,238,236,4,224,10,0,0,234,2,0.0168,0.9915,0.9412
1/5/2021,Shopee,HCM - District 10 - SOU - DP,1313,1306,17,1209,87,0,0,1290,16,0.0129,0.9877,0.9208
1/4/2021,Non-Shopee,HCM - District 10 - SOU - DP,219,217,2,205,12,0,0,215,2,0.0091,0.9908,0.9361
1/4/2021,Shopee,HCM - District 10 - SOU - DP,1682,1674,24,1540,118,0,0,1671,3,0.0143,0.9982,0.9156
1/3/2021,Non-Shopee,HCM - District 10 - SOU - DP,60,59,3,50,7,0,0,58,1,0.05,0.9831,0.8333
1/3/2021,Shopee,HCM - District 10 - SOU - DP,896,886,30,671,195,0,0,880,6,0.0335,0.9932,0.7489
1/2/2021,Non-Shopee,HCM - District 10 - SOU - DP,120,118,3,75,42,0,0,113,5,0.025,0.9576,0.625
1/2/2021,Shopee,HCM - District 10 - SOU - DP,1022,1015,15,928,79,0,0,1006,9,0.0147,0.9911,0.908
1/1/2021,Non-Shopee,HCM - District 10 - SOU - DP,9,9,2,3,4,0,0,7,2,0.2222,0.7778,0.3333
1/1/2021,Shopee,HCM - District 10 - SOU - DP,786,772,19,722,45,0,0,751,21,0.0242,0.9728,0.9186
7/31/2021,Shopee,HCM - District 7 - SOU - DP,13,10,2,0,7,0,3,0,10,0.1538,0.00E+00,0.00E+00
7/30/2021,Shopee,HCM - District 7 - SOU - DP,6,6,0,0,5,0,1,0,6,0.00E+00,0.00E+00,0.00E+00
7/29/2021,Non-Shopee,HCM - District 7 - SOU - DP,1,1,0,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00
7/29/2021,Shopee,HCM - District 7 - SOU - DP,4,4,0,0,1,0,3,0,4,0.00E+00,0.00E+00,0.00E+00
7/28/2021,Non-Shopee,HCM - District 7 - SOU - DP,2,2,0,0,2,0,0,0,2,0.00E+00,0.00E+00,0.00E+00
7/28/2021,Shopee,HCM - District 7 - SOU - DP,6,6,0,0,1,0,5,0,6,0.00E+00,0.00E+00,0.00E+00
7/27/2021,Shopee,HCM - District 7 - SOU - DP,5,5,0,0,2,0,3,0,5,0.00E+00,0.00E+00,0.00E+00
7/26/2021,Non-Shopee,HCM - District 7 - SOU - DP,1,1,0,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00
7/26/2021,Shopee,HCM - District 7 - SOU - DP,8,7,1,0,1,0,6,0,7,0.125,0.00E+00,0.00E+00
7/25/2021,Non-Shopee,HCM - District 7 - SOU - DP,2,2,0,0,2,0,0,0,2,0.00E+00,0.00E+00,0.00E+00
7/25/2021,Shopee,HCM - District 7 - SOU - DP,8,7,1,0,0,0,7,0,7,0.125,0.00E+00,0.00E+00
7/24/2021,Non-Shopee,HCM - District 7 - SOU - DP,12,12,0,11,1,0,0,11,1,0.00E+00,0.9167,0.9167
7/24/2021,Shopee,HCM - District 7 - SOU - DP,156,156,1,145,3,0,7,146,10,0.0064,0.9359,0.9295
7/23/2021,Non-Shopee,HCM - District 7 - SOU - DP,42,42,0,31,11,0,0,32,10,0.00E+00,0.7619,0.7381
7/23/2021,Shopee,HCM - District 7 - SOU - DP,404,404,3,233,159,0,9,265,139,0.0074,0.6559,0.5767
7/22/2021,Non-Shopee,HCM - District 7 - SOU - DP,18,17,1,2,15,0,0,2,15,0.0556,0.1176,0.1111
7/22/2021,Shopee,HCM - District 7 - SOU - DP,587,583,7,428,150,0,2,436,147,0.0119,0.7479,0.7291
7/21/2021,Non-Shopee,HCM - District 7 - SOU - DP,39,39,1,22,16,0,0,25,14,0.0256,0.641,0.5641
7/21/2021,Shopee,HCM - District 7 - SOU - DP,1170,1159,28,883,250,0,9,923,236,0.0239,0.7964,0.7547
7/20/2021,Non-Shopee,HCM - District 7 - SOU - DP,56,56,11,31,13,0,1,50,6,0.1964,0.8929,0.5536
7/20/2021,Shopee,HCM - District 7 - SOU - DP,965,964,83,772,91,0,19,889,75,0.086,0.9222,0.8
7/19/2021,Non-Shopee,HCM - District 7 - SOU - DP,69,69,3,32,33,0,1,66,3,0.0435,0.9565,0.4638
7/19/2021,Shopee,HCM - District 7 - SOU - DP,2199,2198,127,1878,187,0,7,2152,46,0.0578,0.9791,0.854
7/18/2021,Non-Shopee,HCM - District 7 - SOU - DP,22,22,1,17,4,0,0,22,0,0.0455,1,0.7727
7/18/2021,Shopee,HCM - District 7 - SOU - DP,639,638,41,364,231,0,3,632,6,0.0642,0.9906,0.5696
7/17/2021,Non-Shopee,HCM - District 7 - SOU - DP,35,34,4,24,7,0,0,34,0,0.1143,1,0.6857
7/17/2021,Shopee,HCM - District 7 - SOU - DP,1126,1122,40,993,90,0,3,1113,9,0.0355,0.992,0.8819
7/16/2021,Non-Shopee,HCM - District 7 - SOU - DP,38,36,2,24,12,0,0,34,2,0.0526,0.9444,0.6316
7/16/2021,Shopee,HCM - District 7 - SOU - DP,1765,1759,87,1562,110,0,6,1754,5,0.0493,0.9972,0.885
7/15/2021,Non-Shopee,HCM - District 7 - SOU - DP,60,60,5,16,39,0,0,42,18,0.0833,0.7,0.2667
7/15/2021,Shopee,HCM - District 7 - SOU - DP,2126,2121,72,1718,333,0,3,2012,109,0.0339,0.9486,0.8081
7/14/2021,Non-Shopee,HCM - District 7 - SOU - DP,99,97,13,63,23,0,0,91,6,0.1313,0.9381,0.6364
7/14/2021,Shopee,HCM - District 7 - SOU - DP,1324,1316,39,1202,81,0,2,1288,28,0.0295,0.9787,0.9079
7/13/2021,Non-Shopee,HCM - District 7 - SOU - DP,76,76,3,56,17,0,0,76,0,0.0395,1,0.7368
7/13/2021,Shopee,HCM - District 7 - SOU - DP,1554,1552,22,1446,85,0,1,1549,3,0.0142,0.9981,0.9305
7/12/2021,Non-Shopee,HCM - District 7 - SOU - DP,110,110,3,98,9,0,0,108,2,0.0273,0.9818,0.8909
7/12/2021,Shopee,HCM - District 7 - SOU - DP,1443,1441,21,1270,152,0,0,1367,74,0.0146,0.9486,0.8801
7/11/2021,Non-Shopee,HCM - District 7 - SOU - DP,40,40,2,34,4,0,0,38,2,0.05,0.95,0.85
7/11/2021,Shopee,HCM - District 7 - SOU - DP,638,636,20,535,82,0,1,600,36,0.0313,0.9434,0.8386
7/10/2021,Non-Shopee,HCM - District 7 - SOU - DP,73,71,4,47,22,0,0,49,22,0.0548,0.6901,0.6438
7/10/2021,Shopee,HCM - District 7 - SOU - DP,981,976,46,790,145,0,0,875,101,0.0469,0.8965,0.8053
7/9/2021,Non-Shopee,HCM - District 7 - SOU - DP,89,89,4,74,11,0,0,87,2,0.0449,0.9775,0.8315
7/9/2021,Shopee,HCM - District 7 - SOU - DP,711,710,20,595,96,0,0,661,49,0.0281,0.931,0.8368
7/8/2021,Non-Shopee,HCM - District 7 - SOU - DP,135,135,6,88,40,0,1,110,25,0.0444,0.8148,0.6519
7/8/2021,Shopee,HCM - District 7 - SOU - DP,1693,1679,42,1453,198,0,0,1548,131,0.0248,0.922,0.8582
7/7/2021,Non-Shopee,HCM - District 7 - SOU - DP,117,117,2,40,75,0,0,90,27,0.0171,0.7692,0.3419
7/7/2021,Shopee,HCM - District 7 - SOU - DP,4015,3978,66,3416,533,0,0,3623,355,0.0164,0.9108,0.8508
7/6/2021,Non-Shopee,HCM - District 7 - SOU - DP,84,84,4,61,19,0,0,80,4,0.0476,0.9524,0.7262
7/6/2021,Shopee,HCM - District 7 - SOU - DP,806,801,22,705,79,0,0,739,62,0.0273,0.9226,0.8747
7/5/2021,Non-Shopee,HCM - District 7 - SOU - DP,136,135,6,102,28,0,0,133,2,0.0441,0.9852,0.75
7/5/2021,Shopee,HCM - District 7 - SOU - DP,1289,1281,23,1160,106,0,0,1222,59,0.0178,0.9539,0.8999
7/4/2021,Non-Shopee,HCM - District 7 - SOU - DP,35,26,9,21,5,0,0,25,1,0.2571,0.9615,0.6
7/4/2021,Shopee,HCM - District 7 - SOU - DP,654,650,12,496,146,0,0,624,26,0.0183,0.96,0.7584
7/3/2021,Non-Shopee,HCM - District 7 - SOU - DP,88,88,1,74,13,0,0,87,1,0.0114,0.9886,0.8409
7/3/2021,Shopee,HCM - District 7 - SOU - DP,816,813,12,727,77,0,0,812,1,0.0147,0.9988,0.8909
7/2/2021,Non-Shopee,HCM - District 7 - SOU - DP,143,143,5,117,21,0,0,138,5,0.035,0.965,0.8182
7/2/2021,Shopee,HCM - District 7 - SOU - DP,876,872,10,792,74,0,0,858,14,0.0114,0.9839,0.9041
7/1/2021,Non-Shopee,HCM - District 7 - SOU - DP,100,100,1,81,18,0,0,100,0,0.01,1,0.81
7/1/2021,Shopee,HCM - District 7 - SOU - DP,639,635,6,574,59,0,0,632,3,0.0094,0.9953,0.8983
6/30/2021,Non-Shopee,HCM - District 7 - SOU - DP,108,108,2,94,12,0,0,105,3,0.0185,0.9722,0.8704
6/30/2021,Shopee,HCM - District 7 - SOU - DP,492,489,10,447,35,0,0,473,16,0.0203,0.9673,0.9085
6/29/2021,Non-Shopee,HCM - District 7 - SOU - DP,102,98,5,85,12,0,0,96,2,0.049,0.9796,0.8333
6/29/2021,Shopee,HCM - District 7 - SOU - DP,460,459,9,419,32,0,0,437,22,0.0196,0.9521,0.9109
6/28/2021,Non-Shopee,HCM - District 7 - SOU - DP,125,125,3,96,26,0,0,124,1,0.024,0.992,0.768
6/28/2021,Shopee,HCM - District 7 - SOU - DP,794,793,6,684,104,0,0,719,74,0.0076,0.9067,0.8615
6/27/2021,Non-Shopee,HCM - District 7 - SOU - DP,15,15,0,12,3,0,0,15,0,0.00E+00,1,0.8
6/27/2021,Shopee,HCM - District 7 - SOU - DP,438,436,10,328,100,0,0,416,20,0.0228,0.9541,0.7489
6/26/2021,Non-Shopee,HCM - District 7 - SOU - DP,71,70,4,55,12,0,0,68,2,0.0563,0.9714,0.7746
6/26/2021,Shopee,HCM - District 7 - SOU - DP,758,752,10,672,76,0,0,725,27,0.0132,0.9641,0.8865
6/25/2021,Non-Shopee,HCM - District 7 - SOU - DP,96,96,4,84,8,0,0,94,2,0.0417,0.9792,0.875
6/25/2021,Shopee,HCM - District 7 - SOU - DP,894,888,17,760,117,0,0,826,62,0.019,0.9302,0.8501
6/24/2021,Non-Shopee,HCM - District 7 - SOU - DP,126,124,5,99,22,0,0,115,9,0.0397,0.9274,0.7857
6/24/2021,Shopee,HCM - District 7 - SOU - DP,605,603,11,532,62,0,0,578,25,0.0182,0.9585,0.8793
6/23/2021,Non-Shopee,HCM - District 7 - SOU - DP,122,122,1,94,27,0,0,114,8,0.0082,0.9344,0.7705
6/23/2021,Shopee,HCM - District 7 - SOU - DP,830,826,11,730,89,0,0,785,41,0.0133,0.9504,0.8795
6/22/2021,Non-Shopee,HCM - District 7 - SOU - DP,102,102,3,80,19,0,0,92,10,0.0294,0.902,0.7843
6/22/2021,Shopee,HCM - District 7 - SOU - DP,907,902,11,791,105,0,0,839,63,0.0121,0.9302,0.8721
6/21/2021,Non-Shopee,HCM - District 7 - SOU - DP,159,159,2,112,45,0,0,148,11,0.0126,0.9308,0.7044
6/21/2021,Shopee,HCM - District 7 - SOU - DP,1341,1331,24,1153,164,0,0,1214,117,0.0179,0.9121,0.8598
6/20/2021,Non-Shopee,HCM - District 7 - SOU - DP,29,29,1,18,10,0,0,20,9,0.0345,0.6897,0.6207
6/20/2021,Shopee,HCM - District 7 - SOU - DP,920,917,11,677,232,0,0,830,87,0.012,0.9051,0.7359
6/19/2021,Non-Shopee,HCM - District 7 - SOU - DP,126,125,3,111,12,0,0,125,0,0.0238,1,0.881
6/19/2021,Shopee,HCM - District 7 - SOU - DP,1074,1062,24,906,144,0,0,1019,43,0.0223,0.9595,0.8436
6/18/2021,Non-Shopee,HCM - District 7 - SOU - DP,121,103,22,78,21,0,0,96,7,0.1818,0.932,0.6446
6/18/2021,Shopee,HCM - District 7 - SOU - DP,1313,1306,13,1114,186,0,0,1164,142,0.0099,0.8913,0.8484
6/17/2021,Non-Shopee,HCM - District 7 - SOU - DP,139,139,2,111,26,0,0,126,13,0.0144,0.9065,0.7986
6/17/2021,Shopee,HCM - District 7 - SOU - DP,1205,1192,26,951,228,0,0,1067,125,0.0216,0.8951,0.7892
6/16/2021,Non-Shopee,HCM - District 7 - SOU - DP,119,119,1,107,11,0,0,115,4,0.0084,0.9664,0.8992
6/16/2021,Shopee,HCM - District 7 - SOU - DP,2050,2041,75,1609,366,0,0,1864,177,0.0366,0.9133,0.7849
6/15/2021,Non-Shopee,HCM - District 7 - SOU - DP,124,124,2,101,21,0,0,111,13,0.0161,0.8952,0.8145
6/15/2021,Shopee,HCM - District 7 - SOU - DP,2015,1985,49,1569,397,0,0,1693,292,0.0243,0.8529,0.7787
6/14/2021,Non-Shopee,HCM - District 7 - SOU - DP,218,217,2,175,41,0,0,209,8,0.0092,0.9631,0.8028
6/14/2021,Shopee,HCM - District 7 - SOU - DP,1305,1297,15,1037,253,0,0,1110,187,0.0115,0.8558,0.7946
6/13/2021,Non-Shopee,HCM - District 7 - SOU - DP,31,31,0,25,6,0,0,26,5,0.00E+00,0.8387,0.8065
6/13/2021,Shopee,HCM - District 7 - SOU - DP,979,970,27,783,169,0,0,871,99,0.0276,0.8979,0.7998
6/12/2021,Non-Shopee,HCM - District 7 - SOU - DP,107,107,0,98,9,0,0,99,8,0.00E+00,0.9252,0.9159
6/12/2021,Shopee,HCM - District 7 - SOU - DP,1214,1206,22,1011,181,0,0,1113,93,0.0181,0.9229,0.8328
6/11/2021,Non-Shopee,HCM - District 7 - SOU - DP,130,130,0,107,23,0,0,115,15,0.00E+00,0.8846,0.8231
6/11/2021,Shopee,HCM - District 7 - SOU - DP,972,968,17,787,168,0,0,900,68,0.0175,0.9298,0.8097
6/10/2021,Non-Shopee,HCM - District 7 - SOU - DP,118,118,2,96,20,0,0,110,8,0.0169,0.9322,0.8136
6/10/2021,Shopee,HCM - District 7 - SOU - DP,1185,1180,14,1007,164,0,0,1143,37,0.0118,0.9686,0.8498
6/9/2021,Non-Shopee,HCM - District 7 - SOU - DP,79,78,1,63,15,0,0,77,1,0.0127,0.9872,0.7975
6/9/2021,Shopee,HCM - District 7 - SOU - DP,931,924,24,809,98,0,0,899,25,0.0258,0.9729,0.869
6/8/2021,Non-Shopee,HCM - District 7 - SOU - DP,107,107,0,88,19,0,0,98,9,0.00E+00,0.9159,0.8224
6/8/2021,Shopee,HCM - District 7 - SOU - DP,1186,1179,20,1058,108,0,0,1162,17,0.0169,0.9856,0.8921
6/7/2021,Non-Shopee,HCM - District 7 - SOU - DP,170,166,5,133,32,0,0,162,4,0.0294,0.9759,0.7824
6/7/2021,Shopee,HCM - District 7 - SOU - DP,3175,3163,29,2729,417,0,0,2904,259,0.0091,0.9181,0.8595
6/6/2021,Non-Shopee,HCM - District 7 - SOU - DP,77,75,2,53,22,0,0,70,5,0.026,0.9333,0.6883
6/6/2021,Shopee,HCM - District 7 - SOU - DP,4242,4227,39,3933,270,0,0,4220,7,0.0092,0.9983,0.9272
6/5/2021,Non-Shopee,HCM - District 7 - SOU - DP,55,54,3,42,10,0,0,54,0,0.0545,1,0.7636
6/5/2021,Shopee,HCM - District 7 - SOU - DP,1193,1190,9,1144,40,0,0,1190,0,0.0075,1,0.9589
6/4/2021,Non-Shopee,HCM - District 7 - SOU - DP,114,114,0,112,2,0,0,114,0,0.00E+00,1,0.9825
6/4/2021,Shopee,HCM - District 7 - SOU - DP,932,927,10,894,28,0,0,927,0,0.0107,1,0.9592
6/3/2021,Non-Shopee,HCM - District 7 - SOU - DP,112,111,2,108,2,0,0,111,0,0.0179,1,0.9643
6/3/2021,Shopee,HCM - District 7 - SOU - DP,1038,1035,13,991,34,0,0,1035,0,0.0125,1,0.9547
6/2/2021,Non-Shopee,HCM - District 7 - SOU - DP,97,97,3,80,14,0,0,97,0,0.0309,1,0.8247
6/2/2021,Shopee,HCM - District 7 - SOU - DP,1214,1212,10,1143,61,0,0,1212,0,0.0082,1,0.9415
6/1/2021,Non-Shopee,HCM - District 7 - SOU - DP,111,110,1,103,7,0,0,110,0,0.009,1,0.9279
6/1/2021,Shopee,HCM - District 7 - SOU - DP,1233,1227,20,1166,47,0,0,1214,13,0.0162,0.9894,0.9457
5/31/2021,Non-Shopee,HCM - District 7 - SOU - DP,173,173,1,147,25,0,0,173,0,0.0058,1,0.8497
5/31/2021,Shopee,HCM - District 7 - SOU - DP,1405,1403,12,1339,54,0,0,1401,2,0.0085,0.9986,0.953
5/30/2021,Non-Shopee,HCM - District 7 - SOU - DP,35,35,0,32,3,0,0,35,0,0.00E+00,1,0.9143
5/30/2021,Shopee,HCM - District 7 - SOU - DP,834,832,13,738,83,0,0,831,1,0.0156,0.9988,0.8849
5/29/2021,Non-Shopee,HCM - District 7 - SOU - DP,119,117,3,98,18,0,0,117,0,0.0252,1,0.8235
5/29/2021,Shopee,HCM - District 7 - SOU - DP,1105,1103,11,1042,52,0,0,1103,0,0.01,1,0.943
5/28/2021,Non-Shopee,HCM - District 7 - SOU - DP,130,130,8,111,11,0,0,130,0,0.0615,1,0.8538
5/28/2021,Shopee,HCM - District 7 - SOU - DP,1283,1279,13,1234,36,0,0,1278,1,0.0101,0.9992,0.9618
5/27/2021,Non-Shopee,HCM - District 7 - SOU - DP,109,108,3,95,11,0,0,108,0,0.0275,1,0.8716
5/27/2021,Shopee,HCM - District 7 - SOU - DP,739,737,5,709,25,0,0,737,0,0.0068,1,0.9594
5/26/2021,Non-Shopee,HCM - District 7 - SOU - DP,127,127,3,108,16,0,0,127,0,0.0236,1,0.8504
5/26/2021,Shopee,HCM - District 7 - SOU - DP,891,884,12,836,43,0,0,870,14,0.0135,0.9842,0.9383
5/25/2021,Non-Shopee,HCM - District 7 - SOU - DP,106,103,5,76,25,0,0,97,6,0.0472,0.9417,0.717
5/25/2021,Shopee,HCM - District 7 - SOU - DP,1032,1027,9,914,109,0,0,976,51,0.0087,0.9503,0.8857
5/24/2021,Non-Shopee,HCM - District 7 - SOU - DP,136,136,3,108,25,0,0,132,4,0.0221,0.9706,0.7941
5/24/2021,Shopee,HCM - District 7 - SOU - DP,1760,1750,18,1560,182,0,0,1680,70,0.0102,0.96,0.8864
5/23/2021,Non-Shopee,HCM - District 7 - SOU - DP,37,37,1,35,1,0,0,37,0,0.027,1,0.9459
5/23/2021,Shopee,HCM - District 7 - SOU - DP,645,641,7,571,67,0,0,639,2,0.0109,0.9969,0.8853
5/22/2021,Non-Shopee,HCM - District 7 - SOU - DP,56,55,1,37,18,0,0,55,0,0.0179,1,0.6607
5/22/2021,Shopee,HCM - District 7 - SOU - DP,775,770,22,683,70,0,0,765,5,0.0284,0.9935,0.8813
5/21/2021,Non-Shopee,HCM - District 7 - SOU - DP,101,100,6,80,15,0,0,100,0,0.0594,1,0.7921
5/21/2021,Shopee,HCM - District 7 - SOU - DP,890,888,8,841,41,0,0,888,0,0.009,1,0.9449
5/20/2021,Non-Shopee,HCM - District 7 - SOU - DP,157,153,11,132,14,0,0,152,1,0.0701,0.9935,0.8408
5/20/2021,Shopee,HCM - District 7 - SOU - DP,1031,1028,12,968,51,0,0,1027,1,0.0116,0.999,0.9389
5/19/2021,Non-Shopee,HCM - District 7 - SOU - DP,101,101,3,84,14,0,0,101,0,0.0297,1,0.8317
