cal_date,shipper_group,hub_name,total_orders,total_orders_kpi,first_mile_canceled_order,pu_success_ontime,pu_success_late,pending_pu_not_due,pending_pu_late,first_attempt_ontime,first_attempt_late,first_mile_cancelled_rate,first_attempt_ontime_rate_kpi,pu_success_ontime_rate
2/20/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,197,196,2,28,167,0,0,196,0,0.0102,1,0.1421
2/20/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1220,1214,28,985,207,0,0,1213,1,0.023,0.9992,0.8074
2/19/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,223,223,3,21,199,0,0,223,0,0.0135,1,0.0942
2/19/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1499,1494,35,1208,256,0,0,1493,1,0.0233,0.9993,0.8059
2/18/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,347,346,1,71,275,0,0,173,173,0.0029,0.5,0.2046
2/18/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1570,1559,54,1291,225,0,0,1538,21,0.0344,0.9865,0.8223
2/17/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,217,217,4,10,203,0,0,160,57,0.0184,0.7373,0.0461
2/17/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1376,1367,62,1004,310,0,0,1315,52,0.0451,0.962,0.7297
2/16/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,4,4,0,1,3,0,0,4,0,0.00E+00,1,0.25
2/16/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,896,874,41,661,194,0,0,815,59,0.0458,0.9325,0.7377
2/15/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,298,294,9,250,39,0,0,293,1,0.0302,0.9966,0.8389
2/14/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,1,1,0,1,0,0,0,1,0,0.00E+00,1,1
2/14/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,253,243,23,209,21,0,0,243,0,0.0909,1,0.8261
2/13/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,74,72,6,65,3,0,0,72,0,0.0811,1,0.8784
2/12/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,48,47,2,37,9,0,0,47,0,0.0417,1,0.7708
2/11/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,1,1,0,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00
2/11/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,41,41,2,36,3,0,0,41,0,0.0488,1,0.878
2/10/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,1,1,0,1,0,0,0,1,0,0.00E+00,1,1
2/10/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,64,63,1,55,8,0,0,63,0,0.0156,1,0.8594
2/9/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,3,3,0,0,3,0,0,0,3,0.00E+00,0.00E+00,0.00E+00
2/9/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,73,66,13,14,46,0,0,26,40,0.1781,0.3939,0.1918
2/8/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,12,12,6,2,4,0,0,11,1,0.5,0.9167,0.1667
2/8/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,168,163,79,47,42,0,0,155,8,0.4702,0.9509,0.2798
2/7/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,2,2,2,0,0,0,0,2,0,1,1,0.00E+00
2/7/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,293,285,107,114,72,0,0,217,68,0.3652,0.7614,0.3891
2/6/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,11,11,1,8,2,0,0,11,0,0.0909,1,0.7273
2/6/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,666,664,60,515,91,0,0,663,1,0.0901,0.9985,0.7733
2/5/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,25,23,7,14,4,0,0,20,3,0.28,0.8696,0.56
2/5/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1315,1305,43,1145,127,0,0,1305,0,0.0327,1,0.8707
2/4/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,43,41,5,32,6,0,0,37,4,0.1163,0.9024,0.7442
2/4/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1629,1619,26,1511,92,0,0,1600,19,0.016,0.9883,0.9276
2/3/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,49,49,0,46,3,0,0,48,1,0.00E+00,0.9796,0.9388
2/3/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,2040,2026,38,1857,145,0,0,2026,0,0.0186,1,0.9103
2/2/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,80,79,4,70,6,0,0,77,2,0.05,0.9747,0.875
2/2/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,2620,2605,46,2330,244,0,0,2600,5,0.0176,0.9981,0.8893
2/1/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,98,97,2,88,8,0,0,97,0,0.0204,1,0.898
2/1/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,2545,2529,39,2284,222,0,0,2529,0,0.0153,1,0.8974
1/31/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,51,49,3,47,1,0,0,49,0,0.0588,1,0.9216
1/31/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1611,1604,23,1180,408,0,0,1601,3,0.0143,0.9981,0.7325
1/30/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,39,39,0,29,10,0,0,38,1,0.00E+00,0.9744,0.7436
1/30/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1731,1724,33,1454,244,0,0,1722,2,0.0191,0.9988,0.84
1/29/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,62,59,5,44,13,0,0,55,4,0.0806,0.9322,0.7097
1/29/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1837,1828,30,1582,225,0,0,1827,1,0.0163,0.9995,0.8612
1/28/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,193,193,2,179,12,0,0,193,0,0.0104,1,0.9275
1/28/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,2707,2698,45,2362,299,0,1,2697,1,0.0166,0.9996,0.8726
1/27/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,208,207,2,179,27,0,0,203,4,0.0096,0.9807,0.8606
1/27/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,3540,3526,37,3283,220,0,0,3524,2,0.0105,0.9994,0.9274
1/26/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,231,231,0,188,43,0,0,226,5,0.00E+00,0.9784,0.8139
1/26/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1813,1804,27,1598,188,0,0,1799,5,0.0149,0.9972,0.8814
1/25/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,259,259,2,217,40,0,0,255,4,0.0077,0.9846,0.8378
1/25/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1984,1970,49,1737,198,0,0,1970,0,0.0247,1,0.8755
1/24/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,231,230,2,177,52,0,0,229,1,0.0087,0.9957,0.7662
1/24/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1272,1265,33,876,363,0,0,1263,2,0.0259,0.9984,0.6887
1/23/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,304,304,2,284,18,0,0,302,2,0.0066,0.9934,0.9342
1/23/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1605,1602,34,1339,232,0,0,1601,1,0.0212,0.9994,0.8343
1/22/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,256,256,5,233,18,0,0,254,2,0.0195,0.9922,0.9102
1/22/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1682,1675,35,1512,135,0,0,1674,1,0.0208,0.9994,0.8989
1/21/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,300,300,9,273,18,0,0,299,1,0.03,0.9967,0.91
1/21/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1709,1701,32,1499,178,0,0,1700,1,0.0187,0.9994,0.8771
1/20/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,352,351,3,329,20,0,0,348,3,0.0085,0.9915,0.9347
1/20/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1805,1796,30,1629,146,0,0,1795,1,0.0166,0.9994,0.9025
1/19/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,454,454,7,396,51,0,0,448,6,0.0154,0.9868,0.8722
1/19/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1749,1743,21,1615,113,0,0,1743,0,0.012,1,0.9234
1/18/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,293,293,3,146,144,0,0,290,3,0.0102,0.9898,0.4983
1/18/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1921,1917,28,1710,183,0,0,1916,1,0.0146,0.9995,0.8902
1/17/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,144,144,3,140,1,0,0,144,0,0.0208,1,0.9722
1/17/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1315,1309,40,738,537,0,0,1309,0,0.0304,1,0.5612
1/16/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,252,251,4,218,30,0,0,244,7,0.0159,0.9721,0.8651
1/16/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1600,1597,18,1297,285,0,0,1597,0,0.0113,1,0.8106
1/15/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,211,211,4,194,13,0,0,209,2,0.019,0.9905,0.9194
1/15/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1852,1829,45,1645,162,0,0,1828,1,0.0243,0.9995,0.8882
1/14/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,225,225,2,201,22,0,0,220,5,0.0089,0.9778,0.8933
1/14/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1579,1568,25,1409,145,0,0,1566,2,0.0158,0.9987,0.8923
1/13/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,312,312,5,173,134,0,0,310,2,0.016,0.9936,0.5545
1/13/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1861,1847,29,1705,127,0,0,1846,1,0.0156,0.9995,0.9162
1/12/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,381,381,14,305,62,0,0,375,6,0.0367,0.9843,0.8005
1/12/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1627,1616,25,1428,174,0,0,1611,5,0.0154,0.9969,0.8777
1/11/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,213,213,2,184,27,0,0,212,1,0.0094,0.9953,0.8638
1/11/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1970,1957,37,1739,194,0,0,1954,3,0.0188,0.9985,0.8827
1/10/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,285,285,6,257,22,0,0,284,1,0.0211,0.9965,0.9018
1/10/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1188,1186,20,855,313,0,0,1185,1,0.0168,0.9992,0.7197
1/9/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,317,317,27,264,26,0,0,316,1,0.0852,0.9968,0.8328
1/9/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1339,1334,9,1195,135,0,0,1334,0,0.0067,1,0.8925
1/8/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,215,215,6,197,12,0,0,212,3,0.0279,0.986,0.9163
1/8/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1419,1387,46,1217,156,0,0,1387,0,0.0324,1,0.8576
1/7/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,118,118,1,107,10,0,0,117,1,0.0085,0.9915,0.9068
1/7/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1421,1412,44,1150,227,0,0,1412,0,0.031,1,0.8093
1/6/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,79,79,0,59,20,0,0,79,0,0.00E+00,1,0.7468
1/6/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1635,1633,19,1380,236,0,0,1632,1,0.0116,0.9994,0.844
1/5/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,308,307,4,271,33,0,0,307,0,0.013,1,0.8799
1/5/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1384,1377,26,1225,133,0,0,1374,3,0.0188,0.9978,0.8851
1/4/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,200,200,2,117,81,0,0,194,6,0.01,0.97,0.585
1/4/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1858,1843,47,1641,170,0,0,1843,0,0.0253,1,0.8832
1/3/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,35,33,4,24,7,0,0,33,0,0.1143,1,0.6857
1/3/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1082,1072,20,801,261,0,0,945,127,0.0185,0.8815,0.7403
1/2/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,49,48,2,30,17,0,0,46,2,0.0408,0.9583,0.6122
1/2/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,1213,1209,18,1003,192,0,0,1203,6,0.0148,0.995,0.8269
1/1/2021,Non-Shopee,HCM - Binh Thanh 1 - SOU - DP,6,6,0,5,1,0,0,6,0,0.00E+00,1,0.8333
1/1/2021,Shopee,HCM - Binh Thanh 1 - SOU - DP,809,798,16,720,73,0,0,798,0,0.0198,1,0.89
7/31/2021,Non-Shopee,HCM - District 10 - SOU - DP,18,18,1,4,10,0,3,4,14,0.0556,0.2222,0.2222
7/31/2021,Shopee,HCM - District 10 - SOU - DP,300,272,36,116,142,0,6,119,153,0.12,0.4375,0.3867
7/30/2021,Non-Shopee,HCM - District 10 - SOU - DP,26,25,1,0,24,0,1,0,25,0.0385,0.00E+00,0.00E+00
7/30/2021,Shopee,HCM - District 10 - SOU - DP,257,235,27,77,146,0,6,79,156,0.1051,0.3362,0.2996
7/29/2021,Non-Shopee,HCM - District 10 - SOU - DP,53,23,33,0,19,0,1,0,23,0.6226,0.00E+00,0.00E+00
7/29/2021,Shopee,HCM - District 10 - SOU - DP,271,244,39,106,119,0,7,114,130,0.1439,0.4672,0.3911
7/28/2021,Non-Shopee,HCM - District 10 - SOU - DP,7,7,2,0,5,0,0,0,7,0.2857,0.00E+00,0.00E+00
7/28/2021,Shopee,HCM - District 10 - SOU - DP,285,221,72,1,195,0,16,2,219,0.2526,0.009,0.0035
7/27/2021,Non-Shopee,HCM - District 10 - SOU - DP,15,13,5,0,9,0,1,0,13,0.3333,0.00E+00,0.00E+00
7/27/2021,Shopee,HCM - District 10 - SOU - DP,379,305,88,0,279,0,12,8,297,0.2322,0.0262,0.00E+00
7/26/2021,Non-Shopee,HCM - District 10 - SOU - DP,14,11,6,0,7,0,1,1,10,0.4286,0.0909,0.00E+00
7/26/2021,Shopee,HCM - District 10 - SOU - DP,606,470,177,0,406,0,23,30,440,0.2921,0.0638,0.00E+00
7/25/2021,Non-Shopee,HCM - District 10 - SOU - DP,23,22,7,5,11,0,0,5,17,0.3043,0.2273,0.2174
7/25/2021,Shopee,HCM - District 10 - SOU - DP,350,298,144,59,127,0,20,146,152,0.4114,0.4899,0.1686
7/24/2021,Non-Shopee,HCM - District 10 - SOU - DP,59,57,10,45,4,0,0,51,6,0.1695,0.8947,0.7627
7/24/2021,Shopee,HCM - District 10 - SOU - DP,633,607,46,440,136,0,11,477,130,0.0727,0.7858,0.6951
7/23/2021,Non-Shopee,HCM - District 10 - SOU - DP,85,76,16,60,9,0,0,64,12,0.1882,0.8421,0.7059
7/23/2021,Shopee,HCM - District 10 - SOU - DP,704,684,43,496,154,0,11,558,126,0.0611,0.8158,0.7045
7/22/2021,Non-Shopee,HCM - District 10 - SOU - DP,105,104,6,64,35,0,0,66,38,0.0571,0.6346,0.6095
7/22/2021,Shopee,HCM - District 10 - SOU - DP,654,643,30,511,109,0,4,556,87,0.0459,0.8647,0.7813
7/21/2021,Non-Shopee,HCM - District 10 - SOU - DP,242,238,6,211,24,0,1,215,23,0.0248,0.9034,0.8719
7/21/2021,Shopee,HCM - District 10 - SOU - DP,567,553,30,413,123,0,1,461,92,0.0529,0.8336,0.7284
7/20/2021,Non-Shopee,HCM - District 10 - SOU - DP,120,118,6,84,30,0,0,97,21,0.05,0.822,0.7
7/20/2021,Shopee,HCM - District 10 - SOU - DP,794,784,22,587,183,0,2,635,149,0.0277,0.8099,0.7393
7/19/2021,Non-Shopee,HCM - District 10 - SOU - DP,96,94,8,37,51,0,0,71,23,0.0833,0.7553,0.3854
7/19/2021,Shopee,HCM - District 10 - SOU - DP,1103,1090,41,832,225,0,5,1011,79,0.0372,0.9275,0.7543
7/18/2021,Non-Shopee,HCM - District 10 - SOU - DP,81,79,4,42,35,0,0,77,2,0.0494,0.9747,0.5185
7/18/2021,Shopee,HCM - District 10 - SOU - DP,740,730,22,524,191,0,3,588,142,0.0297,0.8055,0.7081
7/17/2021,Non-Shopee,HCM - District 10 - SOU - DP,62,60,6,35,20,0,1,55,5,0.0968,0.9167,0.5645
7/17/2021,Shopee,HCM - District 10 - SOU - DP,723,715,26,561,133,0,3,690,25,0.036,0.965,0.7759
7/16/2021,Non-Shopee,HCM - District 10 - SOU - DP,80,76,7,48,25,0,0,68,8,0.0875,0.8947,0.6
7/16/2021,Shopee,HCM - District 10 - SOU - DP,864,857,44,617,200,0,3,829,28,0.0509,0.9673,0.7141
7/15/2021,Non-Shopee,HCM - District 10 - SOU - DP,103,97,7,61,35,0,0,68,29,0.068,0.701,0.5922
7/15/2021,Shopee,HCM - District 10 - SOU - DP,695,679,38,201,456,0,0,261,418,0.0547,0.3844,0.2892
7/14/2021,Non-Shopee,HCM - District 10 - SOU - DP,67,58,14,0,53,0,0,2,56,0.209,0.0345,0.00E+00
7/14/2021,Shopee,HCM - District 10 - SOU - DP,475,417,73,15,386,0,1,27,390,0.1537,0.0647,0.0316
7/13/2021,Non-Shopee,HCM - District 10 - SOU - DP,191,188,8,166,17,0,0,180,8,0.0419,0.9574,0.8691
7/13/2021,Shopee,HCM - District 10 - SOU - DP,1110,1053,107,798,205,0,0,904,149,0.0964,0.8585,0.7189
7/12/2021,Non-Shopee,HCM - District 10 - SOU - DP,269,266,7,231,31,0,0,256,10,0.026,0.9624,0.8587
7/12/2021,Shopee,HCM - District 10 - SOU - DP,2194,2185,62,1980,152,0,0,2143,42,0.0283,0.9808,0.9025
7/11/2021,Non-Shopee,HCM - District 10 - SOU - DP,130,130,2,116,12,0,0,127,3,0.0154,0.9769,0.8923
7/11/2021,Shopee,HCM - District 10 - SOU - DP,1489,1474,62,1170,257,0,0,1375,99,0.0416,0.9328,0.7858
7/10/2021,Non-Shopee,HCM - District 10 - SOU - DP,234,232,3,214,17,0,0,231,1,0.0128,0.9957,0.9145
7/10/2021,Shopee,HCM - District 10 - SOU - DP,1666,1655,59,1280,327,0,0,1607,48,0.0354,0.971,0.7683
7/9/2021,Non-Shopee,HCM - District 10 - SOU - DP,149,149,4,117,28,0,0,145,4,0.0268,0.9732,0.7852
7/9/2021,Shopee,HCM - District 10 - SOU - DP,2496,2491,63,2066,367,0,0,2466,25,0.0252,0.99,0.8277
