hub_name,mean,lower,upper,rider_no
VT - Chau Duc - SOU - SUB 2,191.57731958762886,177.05015583165002,206.10448334360765,3.9166666666666665
VT - Long Dien - SOU - SUB 2,291.31481481481484,273.016672522791,309.6129571068387,5.5
VT - Phu My - SOU - SUB 2,399.2155172413794,386.1298739684499,412.30116051430855,8.61111111111111
VT - Vung Tau - SOU,1180.9589041095892,1099.5603018981196,1262.3575063210587,23.55
VT - Xuyen Moc - SOU - SUB 2,250.52475247524754,227.25655129703492,273.79295365346013,5.0
YEB - Luc Yen - NOR - SUB 2,82.43589743589745,71.88858804374979,92.98320682804507,3.875
YEB - Van Chan - NOR - SUB 2,170.05217391304348,161.9339168009041,178.17043102518284,3.0
YEB - Van Yen - NOR - SUB 2,113.36249999999997,103.60204600449977,123.1229539955002,3.3846153846153846
YEB - Yen Bai - NOR,291.8518518518519,279.1579455858194,304.54575811788425,4.0
YEB - Yen Binh - NOR - SUB 2,108.33823529411761,98.7538804546118,117.92259013362352,4.45
