cal_date,hub_name,shipper_group,avg_pending_time_dest_hub,avg_delivery_attempts,rts_orders,rts_rate
7/31/2021,HCM - Go Vap A - SOU - DP,Shopee Vietnam,45.4,1.095890411,30,0.025684932
7/31/2021,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,36.82352941,1.132407407,51,0.047222222
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,58.58823529,1.235218509,34,0.043701799
7/31/2021,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,57,1.161369193,13,0.031784841
7/31/2021,HCM - Go Vap B - SOU - DP,Shopee Vietnam,42.54545455,1.05655527,11,0.028277635
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,88.94736842,1.054123711,38,0.097938144
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,85.77777778,1.025547445,9,0.032846715
7/31/2021,THH - Thanh Hoa - NOR,Shopee Vietnam,59.30769231,1.173913043,13,0.051383399
7/31/2021,NAD - Nam Dinh - NOR,Shopee Vietnam,37.5,1.036585366,4,0.016260163
7/31/2021,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,58.44444444,1.10460251,9,0.037656904
7/31/2021,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),58,1.251461988,16,0.093567251
7/31/2021,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,72.28571429,1.271428571,7,0.05
7/31/2021,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),42.27272727,1.131386861,11,0.080291971
7/31/2021,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),55.21052632,1.25,19,0.153225806
7/31/2021,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),66.08333333,1.366666667,12,0.1
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),136.625,1.110169492,8,0.06779661
7/31/2021,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),45.27777778,1.235294118,18,0.176470588
7/31/2021,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),41.25,1.03960396,4,0.03960396
7/31/2021,DAK - Buon Ho - SOU - SUB 2,Others,,1,0,0
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),96.875,1.418367347,8,0.081632653
7/31/2021,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,41.28571429,1.112676056,7,0.098591549
7/31/2021,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),28.33333333,1.044117647,12,0.176470588
7/31/2021,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,74,1.272727273,2,0.03030303
7/31/2021,HCM - Go Vap B - SOU - DP,Lazada Master Account (ASC),,1.109090909,0,0
7/31/2021,HCM - Phu Nhuan - SOU - DP,DS,74.5,1.266666667,3,0.068181818
7/31/2021,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,41.28571429,1.227272727,7,0.159090909
7/31/2021,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),50.5,1.046511628,4,0.093023256
7/31/2021,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,15,1.142857143,1,0.023809524
7/31/2021,HCM - Phu Nhuan - SOU - DP,XB,61,1.333333333,2,0.060606061
7/31/2021,NGA - Cua Lo - NOR - SUB 2,Shopee Vietnam,,1.125,0,0
7/31/2021,THH - Thanh Hoa - NOR,DS,142.3333333,1.3125,3,0.09375
7/31/2021,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),52.33333333,1.482758621,3,0.103448276
7/31/2021,THH - Thanh Hoa - NOR,EN,137.125,2.034482759,8,0.275862069
7/31/2021,HCM - Phu Nhuan - SOU - DP,EN,111,1.444444444,1,0.037037037
7/31/2021,LAD - Bao Loc - SOU - SUB 2,DS,109,1.692307692,3,0.115384615
7/31/2021,HCM - Go Vap A - SOU - DP,DS,,1,0,0
7/31/2021,SOL - Moc Chau - NOR - SUB 2,Tiki Marketplace,16,1.32,1,0.04
7/31/2021,LAD - Bao Loc - SOU - SUB 2,EN,60,1.208333333,1,0.041666667
7/31/2021,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),63,1.583333333,4,0.166666667
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,XB,250,1.47826087,1,0.043478261
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),127,1.136363636,1,0.045454545
7/31/2021,HCM - Go Vap A - SOU - DP,XB,,1,0,0
7/31/2021,NAD - Nam Dinh - NOR,DS,109,1.35,2,0.1
7/31/2021,HN - Hai Ba Trung 1 - NOR - DP,EN,110,1.055555556,1,0.055555556
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,EN,254,1.117647059,1,0.058823529
7/31/2021,SOL - Moc Chau - NOR - SUB 2,EN,,1.25,0,0
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,XB,,1,0,0
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,DS,103,1.428571429,1,0.071428571
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,EN,86,1.142857143,1,0.071428571
7/31/2021,NGA - Cua Lo - NOR - SUB 2,Lazada Master Account (ASC),15,1.142857143,1,0.071428571
7/31/2021,HN - Bac Tu Liem - NOR - DP,DS,88,1.214285714,2,0.142857143
7/31/2021,HCM - Go Vap A - SOU - DP,EN,,1.142857143,0,0
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,EN,103,1.461538462,1,0.076923077
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,DS,142,1.083333333,2,0.166666667
7/31/2021,HN - Bac Tu Liem - NOR - DP,EN,111.5,1.666666667,2,0.166666667
7/31/2021,NAD - Nam Dinh - NOR,EN,,1,0,0
7/31/2021,PTH - Tam Nong - NOR - SUB 2,EN,,1.454545455,0,0
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,Others,,1.454545455,0,0
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,DS,223,1.4,1,0.1
7/31/2021,SOL - Moc Chau - NOR - SUB 2,DS,,1,0,0
7/31/2021,HCM - Go Vap B - SOU - DP,EN,113,1.3,1,0.1
7/31/2021,THH - Thanh Hoa - NOR,Others,86,1.5,1,0.1
7/31/2021,PTH - Tam Nong - NOR - SUB 2,Tiki Marketplace,,1.222222222,0,0
7/31/2021,HCM - Phu Nhuan - SOU - DP,Tiki,182,0.888888889,1,0.111111111
7/31/2021,SOL - Moc Chau - NOR - SUB 2,Tiki,88,1.333333333,1,0.111111111
7/31/2021,HN - Hai Ba Trung 1 - NOR - DP,Others,,1.125,0,0
7/31/2021,HCM - Go Vap A - SOU - DP,Tiki,,1,0,0
7/31/2021,HCM - Go Vap B - SOU - DP,XB,87,1.285714286,1,0.142857143
7/31/2021,HN - Hai Ba Trung 1 - NOR - DP,DS,74,1.333333333,2,0.333333333
7/31/2021,DAK - Buon Ho - SOU - SUB 2,DS,15,1.5,1,0.166666667
7/31/2021,DAK - Buon Ho - SOU - SUB 2,EN,,1,0,0
7/31/2021,HCM - Go Vap B - SOU - DP,Tiki,86,1.8,1,0.2
7/31/2021,HCM - Go Vap B - SOU - DP,DS,14,1,1,0.2
7/31/2021,LAD - Bao Loc - SOU - SUB 2,ES,,1,0,0
7/31/2021,LAD - Bao Loc - SOU - SUB 2,Others,,1,0,0
7/31/2021,NAD - Nam Dinh - NOR,Others,,1,0,0
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,Others,,1,0,0
7/31/2021,HN - Bac Tu Liem - NOR - DP,Others,89,2,1,0.25
7/31/2021,PTH - Tam Nong - NOR - SUB 2,DS,132,2,1,0.25
7/31/2021,NAD - Nam Dinh - NOR,Tiki,,1,0,0
7/31/2021,HCM - Phu Nhuan - SOU - DP,Tiki Marketplace,,1.333333333,0,0
7/31/2021,PTH - Tam Nong - NOR - SUB 2,Tiki,,1,0,0
7/31/2021,PTH - Tam Nong - NOR - SUB 2,Others,,1.333333333,0,0
7/31/2021,LAD - Bao Loc - SOU - SUB 2,XB,,1,0,0
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,Tiki Marketplace,,1.5,0,0
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,XB,,1,0,0
7/31/2021,HCM - Phu Nhuan - SOU - DP,Others,,1,0,0
7/31/2021,DAK - Buon Ho - SOU - SUB 2,Tiki Marketplace,,1,0,0
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,Tiki Marketplace,,1.5,0,0
7/31/2021,SOL - Moc Chau - NOR - SUB 2,ES,,1,0,0
7/31/2021,NGA - Cua Lo - NOR - SUB 2,EN,,2,0,0
7/31/2021,HCM - Go Vap A - SOU - DP,Tiki Marketplace,,1,0,0
7/31/2021,NGA - Cua Lo - NOR - SUB 2,Others,,2,0,0
7/31/2021,LAD - Bao Loc - SOU - SUB 2,Tiki,,1,0,0
7/31/2021,NGA - Cua Lo - NOR - SUB 2,ES,,1,0,0
7/31/2021,HN - Bac Tu Liem - NOR - DP,ES,,2,0,0
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,Tiki Marketplace,,1,0,0
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,Tiki,,1,0,0
7/31/2021,HCM - Phu Nhuan - SOU - DP,Partnerships,,1,0,0
7/31/2021,HCM - Go Vap B - SOU - DP,ES,,1,0,0
7/31/2021,THH - Thanh Hoa - NOR,Tiki,,2,0,0
7/31/2021,HCM - Binh Thanh 1 - SOU - DP,Partnerships,,1,0,0
7/31/2021,NAD - Nam Dinh - NOR,Tiki Marketplace,,1,0,0
7/31/2021,THH - Thanh Hoa - NOR,Tiki Marketplace,,2,0,0
7/31/2021,HN - Thanh Xuan 2 - NOR - DP,ES,,1,0,0
7/31/2021,HN - Thanh Xuan 1 - NOR - DP,ES,,1,0,0
7/31/2021,NGA - Cua Lo - NOR - SUB 2,DS,88,3,1,1
7/31/2021,HCM - Go Vap A - SOU - DP,Others,,1,0,0
7/31/2021,SOL - Moc Chau - NOR - SUB 2,Others,,3,0,0
7/31/2021,HN - Hai Ba Trung 1 - NOR - DP,XB,,1,0,0
7/30/2021,HCM - Go Vap A - SOU - DP,Shopee Vietnam,59.4,1.07311828,30,0.032258065
7/30/2021,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,47,1.088942308,37,0.044471154
7/30/2021,HN - Ba Dinh - NOR - DP,Shopee Vietnam,54.56,1.062794349,25,0.039246468
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,105.5384615,1.015797788,26,0.04107425
7/30/2021,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,64.97727273,1.218700475,44,0.069730586
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,81.328125,1.099029126,64,0.124271845
7/30/2021,THH - Thanh Hoa - NOR,Shopee Vietnam,16.75,1.118997912,8,0.016701461
7/30/2021,HCM - Go Vap B - SOU - DP,Shopee Vietnam,36,1.064732143,16,0.035714286
7/30/2021,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,54.92307692,1.134751773,13,0.046099291
7/30/2021,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,129.3428571,1.007692308,35,0.134615385
7/30/2021,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),126.2592593,1.098425197,27,0.106299213
7/30/2021,NAD - Nam Dinh - NOR,Shopee Vietnam,14.75,1.021834061,8,0.034934498
7/30/2021,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,32.25,1.083870968,4,0.025806452
7/30/2021,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),18.66666667,1.054794521,9,0.061643836
7/30/2021,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),13.6,1.093023256,10,0.07751938
7/30/2021,DAK - Buon Ho - SOU - SUB 2,Others,,1,0,0
7/30/2021,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),48.84615385,1.276595745,13,0.138297872
7/30/2021,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),22.11111111,1.113636364,9,0.102272727
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),71,1.013333333,4,0.053333333
7/30/2021,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),12,1.013513514,4,0.054054054
7/30/2021,HCM - Go Vap B - SOU - DP,Lazada Master Account (ASC),49,1.430555556,4,0.055555556
7/30/2021,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),31,1.136363636,11,0.166666667
7/30/2021,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,12.5,1.129032258,2,0.032258065
7/30/2021,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,25.5,1.122807018,2,0.035087719
7/30/2021,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,11.5,1.125,2,0.035714286
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),125.4,1.236363636,10,0.181818182
7/30/2021,HCM - District 10 - SOU - DP,DS,187.3333333,1.396226415,11,0.211538462
7/30/2021,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),63,1.282608696,7,0.152173913
7/30/2021,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),51.5,1.222222222,4,0.088888889
7/30/2021,HCM - Go Vap A - SOU - DP,DS,93.66666667,1.41025641,3,0.078947368
7/30/2021,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),86,1.216216216,3,0.081081081
7/30/2021,HCM - Phu Nhuan - SOU - DP,XB,,1,0,0
7/30/2021,HCM - Phu Nhuan - SOU - DP,DS,49.5,1.0625,4,0.125
7/30/2021,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),39.66666667,1.233333333,6,0.2
7/30/2021,THH - Thanh Hoa - NOR,DS,157,1.172413793,1,0.034482759
7/30/2021,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,12.5,1.068965517,2,0.068965517
7/30/2021,HCM - Binh Thanh 1 - SOU - DP,DS,276,1.333333333,1,0.038461538
7/30/2021,NAD - Nam Dinh - NOR,EN,92.66666667,1.2,3,0.12
7/30/2021,HN - Ba Dinh - NOR - DP,DS,128.75,1.222222222,3,0.12
7/30/2021,NAD - Nam Dinh - NOR,DS,109,1.291666667,3,0.125
7/30/2021,HN - Hai Ba Trung 1 - NOR - DP,XB,,1,0,0
7/30/2021,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),15,0.863636364,1,0.045454545
7/30/2021,DAK - Buon Ho - SOU - SUB 2,Tiki Marketplace,14,1.045454545,1,0.045454545
7/30/2021,HCM - District 10 - SOU - DP,EN,190,1.454545455,3,0.136363636
7/30/2021,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),,1.157894737,0,0
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,XB,57,1.388888889,1,0.055555556
7/30/2021,HCM - Go Vap A - SOU - DP,XB,13,1,1,0.055555556
7/30/2021,HCM - Go Vap B - SOU - DP,DS,,1.117647059,0,0
7/30/2021,THH - Thanh Hoa - NOR,EN,101,1.588235294,3,0.176470588
7/30/2021,NGA - Cua Lo - NOR - SUB 2,Shopee Vietnam,14,1.235294118,1,0.058823529
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,DS,219,1.625,3,0.1875
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,DS,157.5,1.1875,2,0.125
7/30/2021,HN - Ba Dinh - NOR - DP,XB,,1.066666667,0,0
7/30/2021,HCM - District 10 - SOU - DP,XB,,1,0,0
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,XB,175,1.357142857,1,0.071428571
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,EN,186,1.428571429,3,0.214285714
7/30/2021,HN - Bac Tu Liem - NOR - DP,Others,79,1.384615385,1,0.076923077
7/30/2021,HN - Ba Dinh - NOR - DP,EN,103.3333333,1.153846154,3,0.230769231
7/30/2021,PTH - Tam Nong - NOR - SUB 2,EN,,1.076923077,0,0
7/30/2021,HN - Bac Tu Liem - NOR - DP,XB,10.5,1.153846154,2,0.153846154
7/30/2021,HN - Bac Tu Liem - NOR - DP,EN,82.5,1.583333333,2,0.166666667
7/30/2021,SOL - Moc Chau - NOR - SUB 2,DS,95.5,1.307692308,2,0.166666667
7/30/2021,HCM - District 10 - SOU - DP,Shopee Vietnam,,1,0,0
7/30/2021,SOL - Moc Chau - NOR - SUB 2,EN,,1,0,0
7/30/2021,HCM - Go Vap A - SOU - DP,EN,,1.1,0,0
7/30/2021,SOL - Moc Chau - NOR - SUB 2,Tiki Marketplace,15,1,1,0.1
7/30/2021,HN - Bac Tu Liem - NOR - DP,DS,,1,0,0
7/30/2021,HN - Hai Ba Trung 1 - NOR - DP,EN,,1,0,0
7/30/2021,HN - Ba Dinh - NOR - DP,Others,,1.1,0,0
7/30/2021,HCM - Binh Thanh 1 - SOU - DP,XB,,1.333333333,0,0
7/30/2021,LAD - Bao Loc - SOU - SUB 2,DS,,1.444444444,0,0
7/30/2021,PTH - Tam Nong - NOR - SUB 2,DS,86,1.25,1,0.125
7/30/2021,NAD - Nam Dinh - NOR,Others,85,1.25,2,0.25
7/30/2021,DAK - Buon Ho - SOU - SUB 2,Tiki,,1,0,0
7/30/2021,PTH - Tam Nong - NOR - SUB 2,Tiki,,1.25,0,0
7/30/2021,THH - Thanh Hoa - NOR,XB,,1.142857143,0,0
7/30/2021,NGA - Cua Lo - NOR - SUB 2,Lazada Master Account (ASC),39,1.285714286,2,0.285714286
7/30/2021,DAK - Buon Ho - SOU - SUB 2,DS,87,1.142857143,1,0.142857143
7/30/2021,LAD - Bao Loc - SOU - SUB 2,EN,,1,0,0
7/30/2021,HCM - Phu Nhuan - SOU - DP,EN,88,1.285714286,1,0.142857143
7/30/2021,DAK - Buon Ho - SOU - SUB 2,EN,,1,0,0
7/30/2021,HCM - Go Vap B - SOU - DP,XB,,1,0,0
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,Others,72,1.333333333,1,0.166666667
7/30/2021,HCM - District 10 - SOU - DP,ES,181,1.5,2,0.333333333
7/30/2021,PTH - Tam Nong - NOR - SUB 2,Tiki Marketplace,,1,0,0
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,EN,,1,0,0
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,Others,250,1.5,1,0.166666667
7/30/2021,HN - Hai Ba Trung 1 - NOR - DP,ES,,1,0,0
7/30/2021,HCM - District 10 - SOU - DP,Tiki Marketplace,86,1,2,0.4
7/30/2021,HN - Hai Ba Trung 1 - NOR - DP,DS,9,1,1,0.2
7/30/2021,NAD - Nam Dinh - NOR,Tiki Marketplace,,1,0,0
7/30/2021,NAD - Nam Dinh - NOR,XB,12,1,1,0.25
7/30/2021,THH - Thanh Hoa - NOR,Others,136,2,1,0.25
7/30/2021,HCM - Go Vap B - SOU - DP,EN,86,1.75,1,0.25
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,ES,,1.25,0,0
7/30/2021,HCM - Go Vap A - SOU - DP,Tiki,,1.5,0,0
7/30/2021,NAD - Nam Dinh - NOR,Tiki,,1,0,0
7/30/2021,NGA - Cua Lo - NOR - SUB 2,EN,,1.25,0,0
7/30/2021,SOL - Moc Chau - NOR - SUB 2,Tiki,,1,0,0
7/30/2021,PTH - Tam Nong - NOR - SUB 2,Others,84,1.5,1,0.25
7/30/2021,HN - Hai Ba Trung 1 - NOR - DP,Others,,1,0,0
7/30/2021,HCM - Binh Thanh 1 - SOU - DP,Others,,1,0,0
7/30/2021,HCM - Phu Nhuan - SOU - DP,Tiki,,1.666666667,0,0
7/30/2021,NGA - Cua Lo - NOR - SUB 2,Others,110.5,2.333333333,2,0.666666667
7/30/2021,HCM - Binh Thanh 1 - SOU - DP,EN,,1,0,0
7/30/2021,HCM - Go Vap B - SOU - DP,Tiki,,1,0,0
7/30/2021,HCM - Binh Thanh 1 - SOU - DP,Tiki Marketplace,,1,0,0
7/30/2021,LAD - Bao Loc - SOU - SUB 2,Others,,1.333333333,0,0
7/30/2021,THH - Thanh Hoa - NOR,ES,,1,0,0
7/30/2021,THH - Thanh Hoa - NOR,Tiki,,1.5,0,0
7/30/2021,HN - Ba Dinh - NOR - DP,ES,,1,0,0
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,Tiki Marketplace,,1,0,0
7/30/2021,SOL - Moc Chau - NOR - SUB 2,Others,,1,0,0
7/30/2021,HN - Bac Tu Liem - NOR - DP,ES,,1,0,0
7/30/2021,HCM - District 10 - SOU - DP,Others,231,1,1,0.5
7/30/2021,HCM - District 10 - SOU - DP,Tiki Return,,1,0,0
7/30/2021,LAD - Bao Loc - SOU - SUB 2,Partnerships,,1,0,0
7/30/2021,NAD - Nam Dinh - NOR,Partnerships,,1,0,0
7/30/2021,HCM - Go Vap B - SOU - DP,Tiki Marketplace,,1,0,0
7/30/2021,HCM - Phu Nhuan - SOU - DP,Others,,2,0,0
7/30/2021,HCM - Go Vap B - SOU - DP,ES,,1,0,0
7/30/2021,HN - Bac Tu Liem - NOR - DP,Tiki,,1,0,0
7/30/2021,HCM - Go Vap A - SOU - DP,Tiki Marketplace,,1,0,0
7/30/2021,HN - Thanh Xuan 2 - NOR - DP,ES,,1,0,0
7/30/2021,HN - Ba Dinh - NOR - DP,Tiki Marketplace,,1,0,0
7/30/2021,HCM - District 10 - SOU - DP,Partnerships,,1,0,0
7/30/2021,DAK - Buon Ho - SOU - SUB 2,ES,,1,0,0
7/30/2021,HN - Ba Dinh - NOR - DP,Partnerships,,1,0,0
7/30/2021,HCM - Go Vap B - SOU - DP,Others,,3,0,0
7/30/2021,HN - Thanh Xuan 1 - NOR - DP,Affiliate,,1,0,0
7/30/2021,HCM - Go Vap A - SOU - DP,Others,,1,0,0
7/29/2021,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,29.8625,1.312883436,240,0.105170903
7/29/2021,HCM - Go Vap A - SOU - DP,Shopee Vietnam,56.73684211,1.076342282,19,0.015939597
7/29/2021,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,53.69230769,1.148550725,39,0.047101449
7/29/2021,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,67.93442623,1.0976,61,0.0976
7/29/2021,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,10.23809524,1.020933977,567,0.913043478
7/29/2021,THH - Thanh Hoa - NOR,Shopee Vietnam,41.875,1.092307692,16,0.030769231
7/29/2021,NAD - Nam Dinh - NOR,Shopee Vietnam,61,1.020304569,1,0.002538071
7/29/2021,HCM - Go Vap B - SOU - DP,Shopee Vietnam,54.64285714,1.157142857,28,0.08
7/29/2021,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),41.5625,1.320930233,16,0.074418605
7/29/2021,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),40.38461538,1.124324324,13,0.07027027
7/29/2021,HN - Ba Dinh - NOR - DP,Shopee Vietnam,62.5,1.012987013,4,0.025974026
7/29/2021,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,79.75,1.072847682,8,0.052980132
7/29/2021,DAK - Buon Ho - SOU - SUB 2,Others,,1,0,0
7/29/2021,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),53.27272727,1.212121212,11,0.111111111
7/29/2021,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),36.33333333,1.195876289,12,0.12371134
7/29/2021,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),11.68604651,1.052083333,86,0.895833333
7/29/2021,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,50.33333333,1.188888889,6,0.066666667
7/29/2021,HCM - Phu Nhuan - SOU - DP,DS,78,1.395061728,8,0.101265823
7/29/2021,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,,1.115384615,0,0
7/29/2021,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,42,1.333333333,4,0.053333333
7/29/2021,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,16,1.081081081,2,0.027027027
7/29/2021,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),25.5,1.070422535,4,0.056338028
7/29/2021,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,71.42857143,1.044117647,7,0.102941176
7/29/2021,HCM - Phu Nhuan - SOU - DP,XB,21.33333333,1.509090909,3,0.054545455
7/29/2021,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),74.33333333,1.040816327,3,0.06122449
7/29/2021,THH - Thanh Hoa - NOR,DS,81.4,1.270833333,5,0.104166667
7/29/2021,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,37,1.282608696,1,0.02173913
7/29/2021,HCM - Go Vap B - SOU - DP,Lazada Master Account (ASC),61.66666667,1.761904762,6,0.142857143
7/29/2021,HN - Bac Tu Liem - NOR - DP,DS,55.66666667,1.261904762,3,0.071428571
7/29/2021,HCM - Phu Nhuan - SOU - DP,EN,113.8,1.658536585,5,0.12195122
7/29/2021,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),34,1.216216216,4,0.108108108
7/29/2021,NGA - Cua Lo - NOR - SUB 2,Shopee Vietnam,,1.028571429,0,0
7/29/2021,NAD - Nam Dinh - NOR,DS,77.33333333,1.228571429,3,0.085714286
7/29/2021,HCM - Go Vap A - SOU - DP,DS,135,1.205882353,1,0.03125
7/29/2021,HN - Hai Ba Trung 1 - NOR - DP,DS,,1.153846154,0,0
7/29/2021,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),94,1.153846154,5,0.192307692
7/29/2021,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),30.66666667,1.384615385,6,0.230769231
7/29/2021,HCM - Binh Thanh 1 - SOU - DP,DS,41.22222222,1.769230769,9,0.346153846
7/29/2021,HCM - Binh Thanh 1 - SOU - DP,EN,59.33333333,1.92,6,0.24
7/29/2021,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),12.5,1.043478261,4,0.173913043
7/29/2021,HN - Bac Tu Liem - NOR - DP,EN,136,1.3,1,0.05
7/29/2021,LAD - Bao Loc - SOU - SUB 2,DS,,1.25,0,0
7/29/2021,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),,1.352941176,0,0
7/29/2021,DAK - Buon Ho - SOU - SUB 2,Tiki,,1.125,0,0
7/29/2021,NAD - Nam Dinh - NOR,EN,85,1.25,2,0.125
7/29/2021,HN - Bac Tu Liem - NOR - DP,XB,,1.2,0,0
7/29/2021,NGA - Cua Lo - NOR - SUB 2,Lazada Master Account (ASC),39.5,1.214285714,2,0.142857143
7/29/2021,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),25.5,1.071428571,2,0.142857143
7/29/2021,THH - Thanh Hoa - NOR,EN,110.5,1.769230769,2,0.153846154
7/29/2021,HCM - Go Vap A - SOU - DP,EN,15,1,1,0.076923077
7/29/2021,HCM - Binh Thanh 1 - SOU - DP,XB,9.769230769,1,13,1
7/29/2021,DAK - Buon Ho - SOU - SUB 2,Tiki Marketplace,16,1.166666667,1,0.083333333
7/29/2021,THH - Thanh Hoa - NOR,Others,,1.1,0,0
7/29/2021,SOL - Moc Chau - NOR - SUB 2,Tiki,,1.1,0,0
7/29/2021,PTH - Tam Nong - NOR - SUB 2,EN,,1.4,0,0
7/29/2021,HN - Thanh Xuan 1 - NOR - DP,Others,254,0.8,1,0.1
7/29/2021,HN - Hai Ba Trung 1 - NOR - DP,Others,,1.111111111,0,0
7/29/2021,HN - Hai Ba Trung 1 - NOR - DP,EN,,1.222222222,0,0
7/29/2021,SOL - Moc Chau - NOR - SUB 2,EN,112,1.444444444,1,0.111111111
