cal_date,hub_name,shipper_group,avg_pending_time_dest_hub,avg_delivery_attempts,rts_orders,rts_rate
7/6/2021,ANG - An Giang - SOU,Shopee Vietnam,55,1.299610895,8,0.031128405
7/6/2021,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,22.05,1.20233463,40,0.155642023
7/6/2021,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),39.91666667,1.114832536,12,0.057416268
7/6/2021,HCM - Go Vap A - SOU - DP,Others,42.8,1.1,5,0.035714286
7/6/2021,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,47.55555556,1.217054264,9,0.069767442
7/6/2021,LA - Long An - SOU,Lazada Master Account (ASC),38.55555556,1.157407407,9,0.083333333
7/6/2021,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),40.42857143,1.113207547,7,0.066037736
7/6/2021,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,46.33333333,1.098039216,3,0.029411765
7/6/2021,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),29.4,1.1,5,0.05
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,Others,64.25,1.074468085,4,0.042553191
7/6/2021,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),24.75,1.075268817,4,0.043010753
7/6/2021,BIP - Binh Phuoc - SOU,Lazada Master Account (ASC),48.66666667,1.290322581,12,0.129032258
7/6/2021,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),68.44444444,1.208791209,9,0.098901099
7/6/2021,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),26,1.179775281,8,0.08988764
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),37,1.025316456,2,0.025316456
7/6/2021,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),29.14285714,1.220779221,7,0.090909091
7/6/2021,THH - Thanh Hoa - NOR,DS,71.48484848,1.597938144,10,0.138888889
7/6/2021,HCM - Phu Nhuan - SOU - DP,DS,61.25,1.25,2,0.028985507
7/6/2021,HCM - Go Vap A - SOU - DP,DS,88.625,1.448717949,7,0.104477612
7/6/2021,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),26.25,1.060606061,4,0.060606061
7/6/2021,HCM - District 10 - SOU - DP,Others,99,1.317460317,2,0.031746032
7/6/2021,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),16.5,1.031746032,2,0.031746032
7/6/2021,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,50.5,1.416666667,4,0.066666667
7/6/2021,HCM - District 10 - SOU - DP,DS,75.4,1.492753623,1,0.016949153
7/6/2021,LA - Long An - SOU,DS,64.75,1.177419355,0,0
7/6/2021,ANG - An Giang - SOU,Lazada Master Account (ASC),38.28571429,1.339622642,7,0.132075472
7/6/2021,NGA - Cua Lo - NOR - SUB 2,Shopee Vietnam,64,1.12244898,2,0.040816327
7/6/2021,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),51.8,1.456521739,5,0.108695652
7/6/2021,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),24.22222222,1.159090909,9,0.204545455
7/6/2021,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),63.4,1.317073171,5,0.12195122
7/6/2021,BIP - Binh Phuoc - SOU,DS,63.25,1.268292683,3,0.076923077
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,DS,82.4,1.266666667,1,0.026315789
7/6/2021,DAK - Buon Ho - SOU - SUB 2,Tiki Marketplace,47.33333333,1.235294118,3,0.088235294
7/6/2021,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),31.83333333,1.272727273,6,0.181818182
7/6/2021,NAD - Nam Dinh - NOR,DS,57.64705882,1.37254902,0,0
7/6/2021,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),,1.15625,0,0
7/6/2021,LAD - Bao Loc - SOU - SUB 2,DS,73.125,1.714285714,6,0.193548387
7/6/2021,DAK - Buon Ho - SOU - SUB 2,Tiki,15,1.103448276,1,0.034482759
7/6/2021,ANG - An Giang - SOU,DS,105.5,1.75862069,2,0.071428571
7/6/2021,HN - Ba Dinh - NOR - DP,DS,63.6,1.533333333,2,0.076923077
7/6/2021,DAK - Buon Ho - SOU - SUB 2,DS,79.33333333,1.307692308,3,0.115384615
7/6/2021,HN - Thanh Xuan 1 - NOR - DP,DS,75.91304348,1.862745098,1,0.043478261
7/6/2021,THH - Thanh Hoa - NOR,EN,87,1.583333333,4,0.173913043
7/6/2021,HN - Thanh Xuan 2 - NOR - DP,DS,83.23076923,1.771428571,1,0.055555556
7/6/2021,HN - Hai Ba Trung 1 - NOR - DP,DS,65.94444444,1.666666667,2,0.111111111
7/6/2021,SOL - Moc Chau - NOR - SUB 2,Tiki Marketplace,18,1.111111111,1,0.055555556
7/6/2021,HN - Bac Tu Liem - NOR - DP,DS,72.57142857,1.607843137,1,0.055555556
7/6/2021,DAK - Buon Ho - SOU - SUB 2,EN,88.5,1.473684211,1,0.058823529
7/6/2021,HCM - Go Vap A - SOU - DP,ES,,1.25,0,0
7/6/2021,HN - Ba Dinh - NOR - DP,XB,,1,0,0
7/6/2021,HN - Thanh Xuan 1 - NOR - DP,XB,,1,0,0
7/6/2021,HN - Ba Dinh - NOR - DP,EN,63,1.2,1,0.071428571
7/6/2021,HN - Thanh Xuan 1 - NOR - DP,EN,74.5,1.384615385,2,0.153846154
7/6/2021,NAD - Nam Dinh - NOR,EN,51.33333333,1.117647059,2,0.153846154
7/6/2021,HCM - Phu Nhuan - SOU - DP,Tiki Marketplace,,1,0,0
7/6/2021,HCM - District 10 - SOU - DP,Tiki Marketplace,38,1.083333333,1,0.083333333
7/6/2021,LA - Long An - SOU,Others,162,1.25,1,0.083333333
7/6/2021,ANG - An Giang - SOU,EN,94,1.818181818,2,0.181818182
7/6/2021,HN - Bac Tu Liem - NOR - DP,EN,64,1.090909091,1,0.090909091
7/6/2021,HCM - District 10 - SOU - DP,ES,88,1.181818182,1,0.090909091
7/6/2021,HN - Thanh Xuan 1 - NOR - DP,Others,,1.181818182,0,0
7/6/2021,PTH - Tam Nong - NOR - SUB 2,DS,79.5,1.692307692,1,0.1
7/6/2021,BIP - Binh Phuoc - SOU,Others,82,1.5,2,0.2
7/6/2021,HCM - Phu Nhuan - SOU - DP,Others,89,1.3,1,0.1
7/6/2021,PTH - Tam Nong - NOR - SUB 2,EN,,1.3,0,0
7/6/2021,ANG - An Giang - SOU,Tiki Marketplace,,1.4,0,0
7/6/2021,HCM - Phu Nhuan - SOU - DP,ES,,1,0,0
7/6/2021,LAD - Bao Loc - SOU - SUB 2,EN,109,1.7,1,0.1
7/6/2021,SOL - Moc Chau - NOR - SUB 2,Tiki,,1.222222222,0,0
7/6/2021,HCM - Go Vap A - SOU - DP,EN,11,1,1,0.111111111
7/6/2021,HN - Thanh Xuan 2 - NOR - DP,EN,37.5,1.1,1,0.111111111
7/6/2021,HCM - Go Vap A - SOU - DP,Tiki Marketplace,,1.111111111,0,0
7/6/2021,NGA - Cua Lo - NOR - SUB 2,Lazada Master Account (ASC),39,1.125,1,0.125
7/6/2021,HCM - Phu Nhuan - SOU - DP,EN,,1.125,0,0
7/6/2021,LA - Long An - SOU,EN,,1,0,0
7/6/2021,SOL - Moc Chau - NOR - SUB 2,EN,,1.125,0,0
7/6/2021,SOL - Moc Chau - NOR - SUB 2,DS,60,1.769230769,1,0.125
7/6/2021,ANG - An Giang - SOU,ES,59,1.428571429,1,0.142857143
7/6/2021,LA - Long An - SOU,ES,,1,0,0
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,ES,,1,0,0
7/6/2021,NAD - Nam Dinh - NOR,Others,,1,0,0
7/6/2021,BIP - Binh Phuoc - SOU,EN,,1.166666667,0,0
7/6/2021,PTH - Tam Nong - NOR - SUB 2,Others,,1.2,0,0
7/6/2021,HN - Hai Ba Trung 1 - NOR - DP,EN,,1.2,0,0
7/6/2021,BIP - Binh Phuoc - SOU,ES,77.5,1.5,1,0.2
7/6/2021,HN - Ba Dinh - NOR - DP,ES,,1,0,0
7/6/2021,LAD - Bao Loc - SOU - SUB 2,ES,,1.375,0,0
7/6/2021,LAD - Bao Loc - SOU - SUB 2,Others,,1.25,0,0
7/6/2021,ANG - An Giang - SOU,Others,84,1.75,1,0.25
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,EN,,1,0,0
7/6/2021,HN - Thanh Xuan 1 - NOR - DP,ES,88,1.666666667,1,0.333333333
7/6/2021,THH - Thanh Hoa - NOR,Others,,1,0,0
7/6/2021,NAD - Nam Dinh - NOR,Tiki Marketplace,,1,0,0
7/6/2021,HN - Bac Tu Liem - NOR - DP,Tiki Marketplace,,1,0,0
7/6/2021,NAD - Nam Dinh - NOR,ES,,1,0,0
7/6/2021,HN - Bac Tu Liem - NOR - DP,XB,17,1,1,0.333333333
7/6/2021,NGA - Cua Lo - NOR - SUB 2,DS,,1.666666667,0,0
7/6/2021,HN - Hai Ba Trung 1 - NOR - DP,Others,,1,0,0
7/6/2021,HN - Hai Ba Trung 1 - NOR - DP,XB,38,1.333333333,1,0.333333333
7/6/2021,DAK - Buon Ho - SOU - SUB 2,ES,72.7,1.944444444,1,0.333333333
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,Tiki Marketplace,,1,0,0
7/6/2021,ANG - An Giang - SOU,Tiki,,1,0,0
7/6/2021,THH - Thanh Hoa - NOR,ES,,1,0,0
7/6/2021,LA - Long An - SOU,XB,,1,0,0
7/6/2021,HCM - District 10 - SOU - DP,EN,,1.333333333,0,0
7/6/2021,HN - Thanh Xuan 2 - NOR - DP,XB,,1.333333333,0,0
7/6/2021,SOL - Moc Chau - NOR - SUB 2,ES,,1.5,0,0
7/6/2021,NAD - Nam Dinh - NOR,Tiki,,1,0,0
7/6/2021,HN - Bac Tu Liem - NOR - DP,Others,,1.5,0,0
7/6/2021,HN - Ba Dinh - NOR - DP,Others,87,2,1,0.5
7/6/2021,ANG - An Giang - SOU,Partnerships,,1,0,0
7/6/2021,HCM - District 10 - SOU - DP,Tiki,,1,0,0
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,Tiki,,1,0,0
7/6/2021,HCM - District 10 - SOU - DP,XB,,1,0,0
7/6/2021,BIP - Binh Phuoc - SOU,XB,,1,0,0
7/6/2021,HN - Bac Tu Liem - NOR - DP,ES,111,2.5,1,0.5
7/6/2021,HN - Thanh Xuan 2 - NOR - DP,Others,,1.5,0,0
7/6/2021,HN - Hai Ba Trung 1 - NOR - DP,ES,,1,0,0
7/6/2021,HN - Thanh Xuan 2 - NOR - DP,ES,,1,0,0
7/6/2021,NGA - Cua Lo - NOR - SUB 2,EN,,1,0,0
7/6/2021,HCM - District 10 - SOU - DP,Partnerships,,1,0,0
7/6/2021,HN - Thanh Xuan 2 - NOR - DP,Tiki Marketplace,,1,0,0
7/6/2021,DAK - Buon Ho - SOU - SUB 2,Others,,1,0,0
7/6/2021,NAD - Nam Dinh - NOR,XB,13,1,1,1
7/6/2021,LA - Long An - SOU,Partnerships,,1,0,0
7/6/2021,HCM - Go Vap A - SOU - DP,Tiki,,1,0,0
7/6/2021,LAD - Bao Loc - SOU - SUB 2,Partnerships,,1,0,0
7/6/2021,THH - Thanh Hoa - NOR,XB,62,3,1,1
7/6/2021,LA - Long An - SOU,Tiki Marketplace,,1,0,0
7/6/2021,LAD - Bao Loc - SOU - SUB 2,XB,,1,0,0
7/6/2021,BIP - Binh Phuoc - SOU,Tiki Marketplace,,1,0,0
7/6/2021,NGA - Cua Lo - NOR - SUB 2,Others,,1,0,0
7/6/2021,HCM - Binh Thanh 1 - SOU - DP,Partnerships,,1,0,0
7/6/2021,ANG - An Giang - SOU,XB,,1,0,0
7/6/2021,LA - Long An - SOU,Tiki,,1,0,0
7/6/2021,HCM - Phu Nhuan - SOU - DP,XB,56,3,1,1
7/6/2021,PTH - Tam Nong - NOR - SUB 2,ES,61,1.5,0,0
7/6/2021,NGA - Cua Lo - NOR - SUB 2,ES,88.5,3,,
7/5/2021,HCM - Go Vap A - SOU - DP,Shopee Vietnam,53.21875,1.105867347,32,0.020408163
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,35.47826087,1.102264427,23,0.016800584
7/5/2021,HN - Ba Dinh - NOR - DP,Shopee Vietnam,29.86666667,1.032156863,15,0.011764706
7/5/2021,THH - Thanh Hoa - NOR,Shopee Vietnam,52.48,1.070674249,25,0.020308692
7/5/2021,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,45.55555556,1.070450098,18,0.017612524
7/5/2021,HCM - District 10 - SOU - DP,Shopee Vietnam,36.4,1.106382979,15,0.015957447
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,40.46666667,1.076470588,15,0.017647059
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,35.71428571,1.052708638,7,0.010248902
7/5/2021,NAD - Nam Dinh - NOR,Shopee Vietnam,27.4,1.039179104,10,0.018656716
7/5/2021,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,47,1.116370809,16,0.031558185
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,25,1.078341014,6,0.013824885
7/5/2021,LA - Long An - SOU,Shopee Vietnam,39.6,1.079019074,5,0.013623978
7/5/2021,ANG - An Giang - SOU,Shopee Vietnam,50.14285714,1.326975477,14,0.038147139
7/5/2021,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,60.72727273,1.289325843,11,0.030898876
7/5/2021,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),41.26666667,1.14244186,15,0.043604651
7/5/2021,LA - Long An - SOU,Lazada Master Account (ASC),40.33333333,1.185064935,24,0.077922078
7/5/2021,BIP - Binh Phuoc - SOU,Lazada Master Account (ASC),36.72413793,1.183606557,29,0.095394737
7/5/2021,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),27.8,1.09223301,15,0.072815534
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),77.42857143,1.083743842,7,0.034482759
7/5/2021,BIP - Binh Phuoc - SOU,Shopee Vietnam,17,1.053475936,1,0.005347594
7/5/2021,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),31,1.104972376,9,0.049723757
7/5/2021,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),30,1.154285714,13,0.074285714
7/5/2021,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),33.7,1.16025641,10,0.064102564
7/5/2021,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,13.5,1.111111111,2,0.013888889
7/5/2021,HCM - Go Vap A - SOU - DP,DS,58.5,1.244094488,4,0.035087719
7/5/2021,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,45.33333333,1.324324324,3,0.027027027
7/5/2021,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),23,1.169811321,22,0.20754717
7/5/2021,ANG - An Giang - SOU,Lazada Master Account (ASC),43.36363636,1.404255319,11,0.117021277
7/5/2021,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),14.66666667,1.022727273,3,0.034090909
7/5/2021,THH - Thanh Hoa - NOR,DS,80.88888889,1.533333333,5,0.06097561
7/5/2021,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,,1.054794521,0,0
7/5/2021,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),51.16666667,1.449275362,12,0.173913043
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,DS,33.42857143,1.216216216,2,0.029411765
7/5/2021,HN - Ba Dinh - NOR - DP,DS,53.55555556,1.202380952,4,0.059701493
7/5/2021,NGA - Cua Lo - NOR - SUB 2,Shopee Vietnam,62.5,1.134328358,2,0.029850746
7/5/2021,HCM - Phu Nhuan - SOU - DP,DS,40.2,1.155844156,2,0.03030303
7/5/2021,HCM - District 10 - SOU - DP,DS,58.85714286,1.211267606,4,0.06557377
7/5/2021,NAD - Nam Dinh - NOR,DS,65.8,1.211267606,2,0.033898305
7/5/2021,LA - Long An - SOU,DS,75,1.129032258,1,0.017241379
7/5/2021,HCM - Go Vap A - SOU - DP,EN,90.5,1.285714286,3,0.0625
7/5/2021,LAD - Bao Loc - SOU - SUB 2,DS,85.5,1.6875,7,0.14893617
7/5/2021,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),37,1.106382979,6,0.127659574
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,DS,59.8,1.36,1,0.025
7/5/2021,HCM - Phu Nhuan - SOU - DP,EN,42,1.139534884,1,0.025641026
7/5/2021,ANG - An Giang - SOU,DS,65.27272727,1.510638298,6,0.157894737
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),,1,0,0
7/5/2021,ANG - An Giang - SOU,Tiki,59,1.272727273,1,0.03030303
7/5/2021,HCM - District 10 - SOU - DP,EN,87.66666667,1.363636364,2,0.0625
7/5/2021,HCM - Phu Nhuan - SOU - DP,XB,55,1.09375,1,0.03125
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),31,1.185185185,3,0.111111111
7/5/2021,HCM - District 10 - SOU - DP,XB,15,1.148148148,1,0.037037037
7/5/2021,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),40.2,1.185185185,5,0.185185185
7/5/2021,HN - Bac Tu Liem - NOR - DP,DS,70.25,1.239130435,0,0
7/5/2021,BIP - Binh Phuoc - SOU,DS,89,1.222222222,1,0.038461538
7/5/2021,HCM - Go Vap A - SOU - DP,XB,152,1.24,1,0.04
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,DS,81.08333333,1.677419355,4,0.173913043
7/5/2021,ANG - An Giang - SOU,Others,,1.136363636,0,0
7/5/2021,LA - Long An - SOU,Others,,1.227272727,0,0
7/5/2021,LAD - Bao Loc - SOU - SUB 2,EN,111,1.5,1,0.05
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,EN,103.75,1.272727273,2,0.1
7/5/2021,NAD - Nam Dinh - NOR,EN,48.5,1.277777778,2,0.111111111
7/5/2021,PTH - Tam Nong - NOR - SUB 2,DS,76.66666667,1.272727273,1,0.055555556
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,XB,,1.176470588,0,0
7/5/2021,HN - Ba Dinh - NOR - DP,XB,,1,0,0
7/5/2021,NGA - Cua Lo - NOR - SUB 2,Lazada Master Account (ASC),62,1.1875,1,0.0625
7/5/2021,SOL - Moc Chau - NOR - SUB 2,Tiki Marketplace,,1.125,0,0
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),49,1.1875,2,0.125
7/5/2021,HN - Ba Dinh - NOR - DP,EN,62,1.0625,1,0.0625
7/5/2021,THH - Thanh Hoa - NOR,EN,112,1.529411765,2,0.125
7/5/2021,HCM - Go Vap A - SOU - DP,ES,132,1.466666667,1,0.066666667
7/5/2021,ANG - An Giang - SOU,Tiki Marketplace,60,1.266666667,1,0.066666667
7/5/2021,NAD - Nam Dinh - NOR,Others,111,1.4,1,0.066666667
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,DS,72.25,1.571428571,2,0.133333333
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,EN,87.5,1.384615385,2,0.153846154
7/5/2021,HCM - Go Vap A - SOU - DP,Others,125,1.75,2,0.166666667
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,ES,,1.083333333,0,0
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,Others,34,1.272727273,1,0.090909091
7/5/2021,LAD - Bao Loc - SOU - SUB 2,XB,,1,0,0
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,Others,128,1.5,1,0.1
7/5/2021,NAD - Nam Dinh - NOR,Tiki,,1,0,0
7/5/2021,PTH - Tam Nong - NOR - SUB 2,EN,110,1.7,1,0.1
7/5/2021,SOL - Moc Chau - NOR - SUB 2,Tiki,63,1.2,1,0.1
7/5/2021,LA - Long An - SOU,ES,88,1.333333333,0,0
7/5/2021,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,15,1,10,1
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,XB,,1,0,0
7/5/2021,ANG - An Giang - SOU,ES,110,1.6,0,0
7/5/2021,HN - Bac Tu Liem - NOR - DP,EN,,1.444444444,0,0
7/5/2021,HN - Ba Dinh - NOR - DP,Others,,1,0,0
7/5/2021,BIP - Binh Phuoc - SOU,EN,89,1.222222222,1,0.111111111
7/5/2021,THH - Thanh Hoa - NOR,ES,92.6,2.222222222,5,0.555555556
7/5/2021,ANG - An Giang - SOU,EN,,1.333333333,0,0
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,EN,,1,0,0
7/5/2021,HCM - District 10 - SOU - DP,ES,,1,0,0
7/5/2021,SOL - Moc Chau - NOR - SUB 2,DS,40,1.272727273,0,0
7/5/2021,HN - Ba Dinh - NOR - DP,ES,56,1.285714286,1,0.142857143
7/5/2021,NGA - Cua Lo - NOR - SUB 2,DS,86.66666667,1.555555556,1,0.142857143
7/5/2021,ANG - An Giang - SOU,XB,38,1.142857143,1,0.142857143
7/5/2021,HN - Bac Tu Liem - NOR - DP,XB,,1.142857143,0,0
7/5/2021,NAD - Nam Dinh - NOR,Tiki Marketplace,14,1.166666667,1,0.166666667
7/5/2021,NAD - Nam Dinh - NOR,ES,,1,0,0
7/5/2021,SOL - Moc Chau - NOR - SUB 2,EN,76.5,1.666666667,2,0.333333333
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,ES,56,1.5,1,0.166666667
7/5/2021,LA - Long An - SOU,XB,,1,0,0
7/5/2021,BIP - Binh Phuoc - SOU,ES,83.3,2.047619048,0,0
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,EN,,1,0,0
7/5/2021,LAD - Bao Loc - SOU - SUB 2,ES,111,1.6,1,0.2
7/5/2021,LAD - Bao Loc - SOU - SUB 2,Others,,1.6,0,0
7/5/2021,PTH - Tam Nong - NOR - SUB 2,Others,,1.4,0,0
7/5/2021,HCM - District 10 - SOU - DP,Others,,1.25,0,0
7/5/2021,HN - Ba Dinh - NOR - DP,Tiki Marketplace,,1,0,0
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,ES,,1.75,0,0
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,Others,86.66666667,3.25,3,0.75
7/5/2021,LA - Long An - SOU,EN,,1,0,0
7/5/2021,HCM - Phu Nhuan - SOU - DP,ES,,1,0,0
7/5/2021,HN - Bac Tu Liem - NOR - DP,ES,,1,0,0
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,XB,,1,0,0
7/5/2021,HN - Bac Tu Liem - NOR - DP,Others,,1,0,0
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,Others,,1.333333333,0,0
7/5/2021,THH - Thanh Hoa - NOR,Others,86,1.666666667,1,0.333333333
7/5/2021,PTH - Tam Nong - NOR - SUB 2,ES,,1,0,0
7/5/2021,BIP - Binh Phuoc - SOU,Others,,1,0,0
7/5/2021,SOL - Moc Chau - NOR - SUB 2,ES,88,1.5,0,0
7/5/2021,HN - Hai Ba Trung 1 - NOR - DP,Tiki Marketplace,,1,0,0
7/5/2021,HN - Ba Dinh - NOR - DP,Partnerships,,1,0,0
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,Tiki Marketplace,,1,0,0
7/5/2021,NGA - Cua Lo - NOR - SUB 2,Others,,1.5,0,0
7/5/2021,LAD - Bao Loc - SOU - SUB 2,Tiki,,1,0,0
7/5/2021,HCM - Phu Nhuan - SOU - DP,Others,,1,0,0
7/5/2021,THH - Thanh Hoa - NOR,Tiki Marketplace,,1,0,0
7/5/2021,NGA - Cua Lo - NOR - SUB 2,EN,,1,0,0
7/5/2021,HN - Bac Tu Liem - NOR - DP,Partnerships,,1,0,0
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,Tiki Marketplace,,1.5,0,0
7/5/2021,HN - Thanh Xuan 1 - NOR - DP,Partnerships,,1,0,0
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,ES,,1,0,0
7/5/2021,BIP - Binh Phuoc - SOU,Tiki Marketplace,,1,0,0
7/5/2021,HCM - District 10 - SOU - DP,Tiki,,1,0,0
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,Tiki,,1,0,0
7/5/2021,HCM - District 10 - SOU - DP,Partnerships,,1,0,0
7/5/2021,NAD - Nam Dinh - NOR,XB,,1,0,0
7/5/2021,HCM - Go Vap A - SOU - DP,Tiki Marketplace,,1,0,0
7/5/2021,LA - Long An - SOU,Tiki,,1,0,0
7/5/2021,HN - Thanh Xuan 2 - NOR - DP,XB,,1,0,0
7/5/2021,HCM - Phu Nhuan - SOU - DP,Partnerships,,1,0,0
7/5/2021,HCM - Go Vap A - SOU - DP,Partnerships,,1,0,0
7/5/2021,THH - Thanh Hoa - NOR,Tiki,,1,0,0
7/5/2021,HN - Bac Tu Liem - NOR - DP,Tiki Marketplace,,1,0,0
7/5/2021,BIP - Binh Phuoc - SOU,XB,,1,0,0
7/5/2021,LA - Long An - SOU,Tiki Marketplace,,3,0,0
7/5/2021,HCM - Binh Thanh 1 - SOU - DP,Tiki Marketplace,,1,0,0
7/5/2021,PTH - Tam Nong - NOR - SUB 2,Tiki,,1,0,0
7/5/2021,THH - Thanh Hoa - NOR,Partnerships,,1,0,0
7/5/2021,DAK - Buon Ho - SOU - SUB 2,ES,87,2,,
7/4/2021,HCM - Go Vap A - SOU - DP,Shopee Vietnam,53.25,1.159465021,12,0.012345679
7/4/2021,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,49.875,1.306024096,8,0.009638554
7/4/2021,HCM - District 10 - SOU - DP,Shopee Vietnam,50.16666667,1.25698324,6,0.008379888
7/4/2021,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,68.14285714,1.118892508,7,0.011400651
7/4/2021,THH - Thanh Hoa - NOR,Shopee Vietnam,10,1,1,0.001862197
7/4/2021,HN - Ba Dinh - NOR - DP,Shopee Vietnam,42,1.036613272,4,0.009153318
7/4/2021,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,51,1.036175711,4,0.010335917
7/4/2021,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,39,1.015384615,3,0.009230769
7/4/2021,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,41.5,1.2,8,0.030769231
7/4/2021,BIP - Binh Phuoc - SOU,Lazada Master Account (ASC),45.6,1.141630901,15,0.064655172
7/4/2021,BIP - Binh Phuoc - SOU,Shopee Vietnam,46.55555556,1.105,9,0.045
7/4/2021,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),61.66666667,1.121212121,3,0.022727273
7/4/2021,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,25.5,1.058823529,2,0.016806723
7/4/2021,HCM - Go Vap A - SOU - DP,Others,108.5,1.306122449,4,0.040816327
7/4/2021,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),62,1.232876712,1,0.01369863
7/4/2021,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),,1.3,0,0
7/4/2021,HCM - Go Vap A - SOU - DP,DS,82.5,1.411764706,2,0.039215686
7/4/2021,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),36.66666667,1.06,6,0.12
7/4/2021,HCM - Phu Nhuan - SOU - DP,DS,109,1.325,1,0.025
7/4/2021,HCM - District 10 - SOU - DP,DS,,1.5,0,0
7/4/2021,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),63,1.105263158,1,0.026315789
7/4/2021,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),46.33333333,1.2,3,0.1
