cal_date,hub_id,rider_no,parcel_no
2021-07-27,1126,2,40
2021-07-28,662,1,0
2021-07-29,433,4,311
2021-07-09,658,3,188
2021-07-23,1130,1,9
2021-07-23,1261,1,1
2021-07-06,1026,1,24
2021-07-16,1001,1,39
2021-07-17,389,1,59
2021-07-30,1078,1,11
2021-05-11,216,37,8813
2021-05-13,1274,6,233
2021-05-02,112,17,788
2021-05-03,125,29,2639
2021-05-04,277,27,1166
2021-05-04,1070,25,836
2021-05-05,112,46,4072
2021-05-06,437,11,306
2021-05-07,42,17,1853
2021-05-07,389,4,205
2021-05-07,1213,6,362
2021-05-07,1087,1,31
2021-05-07,281,18,2059
2021-05-08,1126,3,166
2021-05-09,1222,9,705
2021-05-11,1009,12,1121
2021-05-12,277,23,1004
2021-05-13,1213,5,290
2021-05-13,1222,9,701
2021-05-13,389,3,147
2021-05-13,1070,28,963
2021-05-14,1222,9,810
2021-05-15,614,5,69
2021-05-16,1178,2,3
2021-05-17,441,5,387
2021-05-19,277,28,1059
2021-05-19,1009,13,1311
2021-05-19,662,4,194
2021-05-20,558,12,1433
2021-05-20,554,10,267
2021-05-20,329,5,168
2021-05-22,177,7,267
2021-05-22,1070,31,832
2021-05-22,281,17,1023
2021-05-24,381,14,484
2021-05-25,1274,5,306
2021-05-25,1070,24,426
2021-05-26,666,9,454
2021-05-26,1195,6,288
2021-05-27,1018,5,108
2021-05-27,437,14,599
2021-05-28,1178,9,414
2021-05-28,108,15,460
2021-05-28,1001,2,35
2021-05-29,437,14,484
2021-05-29,177,6,568
2021-05-29,662,4,169
2021-05-29,1070,32,1095
2021-05-30,1005,8,313
2021-05-31,1009,13,930
2021-05-03,1195,5,409
2021-05-08,554,12,279
2021-05-08,1178,10,335
2021-05-08,610,4,185
2021-05-10,1022,4,170
2021-05-11,1261,6,420
2021-05-11,289,8,306
2021-05-11,762,3,202
2021-05-13,614,5,74
2021-05-18,437,10,347
2021-05-19,1213,5,284
2021-05-26,693,4,233
2021-05-27,433,6,502
2021-05-27,1005,8,488
2021-05-28,433,7,426
2021-05-28,1222,9,640
2021-05-31,285,10,745
2021-05-12,441,5,251
2021-05-14,1170,2,40
2021-05-15,662,4,154
2021-05-19,1195,5,272
2021-05-24,441,5,403
2021-05-28,1074,3,61
2021-05-30,108,4,256
2021-05-31,658,3,155
2021-05-31,1195,5,373
2021-05-08,1078,1,13
2021-05-14,1130,1,22
2021-05-18,103197,2,16
2021-05-23,285,1,1
2021-05-27,614,5,99
2021-05-27,177,6,386
2021-05-31,1087,1,9
2021-05-04,441,6,369
2021-05-09,329,5,235
2021-05-18,666,7,311
2021-05-18,1087,1,37
2021-05-25,1074,3,102
2021-05-04,1026,1,52
2021-05-08,1026,1,45
2021-05-12,12,6,983
2021-05-26,1087,1,28
2021-05-04,1087,1,23
2021-05-09,658,1,61
2021-05-11,1130,1,20
2021-05-19,801,1,2204
2021-05-24,1001,1,29
2021-05-25,793,1,1
2021-05-13,1130,1,10
2021-05-20,1026,1,35
2021-05-29,1078,1,14
2021-03-01,554,6,297
2021-03-02,554,6,229
2021-03-03,112,41,5001
2021-03-03,329,5,220
2021-03-04,433,4,306
2021-03-04,1170,2,39
2021-03-04,1213,8,408
2021-03-05,1213,8,395
2021-03-06,1074,3,40
2021-03-08,1222,9,437
2021-03-09,277,25,1043
2021-03-09,1195,5,207
2021-03-09,112,42,3988
2021-03-11,1026,1,28
2021-03-12,1009,11,925
2021-03-12,658,3,131
2021-03-13,108,20,885
2021-03-13,333,4,114
2021-03-15,12,6,1541
2021-03-15,662,13,494
2021-03-15,281,17,1292
2021-03-16,1078,1,17
2021-03-16,1070,21,736
2021-03-17,1213,8,196
2021-03-17,333,4,122
2021-03-17,441,5,212
2021-03-19,1078,1,17
2021-03-20,558,10,728
2021-03-20,1018,6,85
2021-03-20,606,7,146
2021-03-22,614,5,107
2021-03-22,1009,11,1207
2021-03-22,177,9,220
2021-03-23,1070,22,870
2021-03-24,441,5,242
2021-03-24,693,7,361
2021-03-25,285,8,421
2021-03-25,437,17,185
2021-03-25,1230,24,2215
2021-03-26,614,4,46
2021-03-26,1009,11,734
2021-03-27,693,7,307
2021-03-28,666,1,27
2021-03-28,437,8,110
2021-03-28,42,4,2444
2021-03-30,662,12,446
2021-03-31,1005,9,458
2021-03-31,1070,20,813
2021-03-06,614,5,98
2021-03-08,42,16,1320
2021-03-09,329,5,224
2021-03-10,108,21,1051
2021-03-11,337,4,212
2021-03-12,1126,2,104
2021-03-13,1195,5,177
2021-03-14,1195,1,0
2021-03-15,1178,9,638
2021-03-16,558,11,1138
2021-03-16,281,17,1093
2021-03-17,285,8,485
2021-03-23,12,5,1224
2021-03-25,1018,6,99
2021-03-29,1222,9,1469
2021-03-05,1074,3,76
2021-03-10,1126,2,118
2021-03-13,1074,3,63
2021-03-14,666,1,32
2021-03-16,614,4,65
2021-03-23,1230,25,2195
2021-03-24,1001,1,25
2021-03-27,333,4,17
2021-03-30,1074,3,67
2021-03-31,1018,6,118
2021-03-02,1170,2,43
2021-03-03,658,3,191
2021-03-08,1018,6,163
2021-03-12,1026,1,15
2021-03-14,437,1,27
2021-03-15,177,9,238
2021-03-16,1022,4,114
2021-03-23,610,3,117
2021-03-27,177,8,180
2021-03-05,1087,1,24
2021-03-17,1074,3,67
2021-03-18,337,3,157
2021-03-25,337,3,161
2021-03-25,389,3,125
2021-03-31,441,5,317
2021-03-11,1126,2,108
2021-03-19,801,1,1831
2021-03-04,801,1,2160
2021-03-05,1126,2,133
2021-03-13,337,3,170
2021-03-22,1126,3,131
2021-03-27,1078,1,11
2021-03-30,1130,1,16
2021-03-15,1001,1,26
2021-03-20,337,3,147
2021-03-28,285,1,18
2021-03-29,1022,3,88
2021-03-15,1026,1,22
2021-04-01,1178,7,395
2021-04-02,666,7,385
2021-04-02,285,7,473
2021-04-02,112,43,3568
2021-04-04,1222,2,755
2021-04-05,554,6,316
2021-04-05,385,11,595
2021-04-06,277,22,1159
2021-04-06,437,12,266
2021-04-06,333,3,152
2021-04-07,1005,9,722
2021-04-07,281,17,1818
2021-04-08,441,6,331
2021-04-09,112,40,4327
2021-04-09,1195,6,205
2021-04-10,1178,9,421
2021-04-10,1230,24,2304
2021-04-12,606,8,342
2021-04-12,1018,6,151
2021-04-13,1170,2,41
2021-04-13,108,19,868
2021-04-14,1070,32,1006
2021-04-20,554,9,183
2021-04-20,385,7,429
2021-04-22,285,8,581
2021-04-22,108,16,943
2021-04-23,285,8,695
2021-04-23,554,7,253
2021-04-23,329,5,231
2021-04-24,437,10,199
2021-04-24,662,4,130
2021-04-26,662,6,259
2021-04-27,1005,8,557
2021-04-27,693,5,352
2021-04-28,216,36,6985
2021-04-28,1274,6,143
2021-04-30,277,5,84
2021-04-02,554,6,267
2021-04-03,337,3,137
2021-04-03,762,4,522
2021-04-05,1274,6,320
2021-04-07,42,16,1989
2021-04-07,1018,6,174
2021-04-08,666,8,401
2021-04-09,1078,1,43
2021-04-10,12,4,1182
2021-04-11,1230,14,1327
2021-04-14,666,8,382
2021-04-15,666,8,381
2021-04-15,285,8,506
2021-04-15,337,3,147
2021-04-16,1274,6,249
2021-04-22,1222,9,788
2021-04-22,1178,9,484
2021-04-22,658,3,268
2021-04-22,1195,5,312
2021-04-29,1195,4,220
2021-04-30,108,2,130
2021-04-02,1070,8,189
2021-04-16,381,7,78
2021-04-18,433,1,0
2021-04-24,614,5,99
2021-04-04,285,5,171
2021-04-06,1005,8,664
2021-04-16,1126,2,91
2021-04-20,1087,1,26
2021-04-22,441,5,328
2021-04-27,1001,1,1
2021-04-28,658,3,147
2021-04-01,1170,2,32
2021-04-06,610,3,162
2021-04-18,1022,1,34
2021-04-04,1178,1,0
2021-04-06,1130,1,42
2021-04-18,1195,1,0
2021-04-27,1278,1,4
2021-04-12,1078,1,35
2021-04-14,1001,1,17
2021-01-02,12,4,265
2021-01-02,558,8,1136
2021-01-05,614,6,81
2021-01-05,108,28,1712
2021-01-06,666,7,358
2021-01-06,1018,2,104
2021-01-06,1070,25,946
2021-01-08,281,16,1132
2021-01-08,385,5,389
2021-01-09,558,9,866
2021-01-09,437,8,225
2021-01-12,277,18,920
2021-01-12,1230,32,2793
2021-01-13,277,16,915
2021-01-14,666,8,336
2021-01-14,614,6,99
2021-01-16,662,10,427
2021-01-16,42,14,954
2021-01-16,1222,7,399
2021-01-16,1022,3,120
2021-01-17,1009,5,92
2021-01-17,289,1,0
2021-01-18,1222,7,644
2021-01-18,112,45,7409
2021-01-19,1130,1,25
2021-01-21,385,7,552
2021-01-20,1126,3,106
2021-01-08,12,8,5322
2021-01-21,12,5,455
2021-01-21,554,6,246
2021-01-21,333,5,173
2021-01-22,285,8,596
2021-01-22,614,6,144
2021-01-22,108,29,2243
2021-01-22,1130,1,22
2021-01-22,1230,29,2695
2021-01-22,666,7,394
2021-01-23,108,23,1547
2021-01-25,1178,9,561
2021-01-26,437,14,479
2021-01-27,1230,27,5109
2021-01-27,666,9,455
2021-01-28,1070,34,1811
2021-01-29,125,32,2999
2021-01-29,1074,3,48
2021-01-30,1213,11,401
2021-01-30,662,11,674
2021-01-03,1222,7,469
2021-01-06,1222,7,419
2021-01-09,1009,11,748
2021-01-09,1126,3,87
2021-01-10,1070,7,199
2021-01-16,658,3,132
2021-01-18,433,4,353
2021-01-19,554,6,260
2021-01-19,1126,3,122
2021-01-21,1170,2,25
2021-01-21,1026,1,32
2021-01-25,1222,7,407
2021-01-25,289,8,438
2021-01-26,693,4,256
2021-01-30,1195,5,304
2021-01-04,433,4,297
2021-01-12,333,5,157
2021-01-16,12,5,993
2021-01-18,1126,2,141
2021-01-25,1130,1,4
2021-01-05,441,6,398
2021-01-08,1022,3,92
2021-01-11,1174,1,865
2021-01-14,1022,3,110
2021-01-18,337,4,276
2021-01-24,801,2,6847
2021-01-26,1078,1,22
2021-01-27,762,3,758
2021-01-16,1126,3,96
2021-01-19,1001,1,13
2021-01-21,1174,1,624
2021-01-28,1078,1,10
2021-01-02,1174,1,651
2021-01-07,1130,1,19
2021-01-11,1170,2,28
2021-01-09,1074,2,21
2021-01-12,1074,3,79
2021-01-24,558,1,0
2021-01-16,1026,1,23
2021-01-19,1174,1,981
2021-01-06,1087,1,35
2021-01-14,1026,1,15
2021-01-24,281,1,14
2021-02-01,385,9,840
2021-02-02,441,7,428
2021-02-03,558,11,1315
2021-02-03,177,10,272
2021-02-03,329,5,265
2021-02-03,693,7,287
2021-02-07,666,7,272
2021-02-08,437,10,236
2021-02-08,1195,5,436
2021-02-08,177,11,182
2021-02-09,381,4,139
2021-02-09,662,10,48
2021-02-17,216,36,9358
2021-02-18,1009,10,1016
2021-02-18,1213,8,306
2021-02-19,1009,11,1154
2021-02-19,437,12,261
2021-02-20,277,18,673
2021-02-21,441,7,301
2021-02-21,112,24,1381
2021-02-22,42,14,1228
2021-02-22,1026,1,73
2021-02-23,1178,8,550
2021-02-25,125,26,2297
2021-02-25,1178,9,682
2021-02-25,614,6,130
2021-02-25,441,10,558
2021-02-26,1130,1,167
2021-02-27,289,8,418
2021-02-27,1230,28,1755
2021-02-27,1070,17,724
2021-02-01,606,7,314
2021-02-02,285,8,373
2021-02-02,558,12,1190
2021-02-04,1074,3,164
2021-02-05,1195,5,209
2021-02-06,1130,1,29
2021-02-07,693,6,124
2021-02-08,1078,1,62
2021-02-17,662,11,425
2021-02-18,333,3,8
2021-02-20,433,4,208
2021-02-21,433,1,0
2021-02-23,1170,2,51
2021-02-25,1026,2,125
2021-02-26,337,3,222
2021-02-28,801,1,2565
2021-02-28,1230,20,1096
2021-02-17,1009,9,536
2021-02-17,1130,1,18
2021-02-28,389,2,94
2021-02-20,610,3,134
2021-02-26,1213,8,335
2021-02-28,1005,1,0
2021-02-20,1130,1,30
2021-06-01,1230,23,1939
2021-06-01,1070,34,1073
2021-06-02,1070,29,825
2021-06-03,558,11,1917
2021-06-04,1018,5,119
2021-06-05,381,9,344
2021-06-06,1009,12,1167
2021-06-07,216,40,25042
2021-06-07,42,17,1152
2021-06-07,277,14,979
2021-06-07,333,3,249
2021-06-08,433,6,280
2021-06-08,12,6,3071
2021-06-08,1195,5,385
2021-06-09,614,6,113
2021-06-09,112,28,3057
2021-06-10,337,4,312
2021-06-11,1087,2,38
2021-06-12,216,38,8592
2021-06-13,281,17,955
2021-06-13,389,1,11
2021-06-14,285,11,900
2021-06-14,437,12,550
2021-06-14,658,3,252
2021-06-14,281,18,1591
2021-06-15,216,38,11472
2021-06-15,12,6,4135
2021-06-16,12,6,4726
2021-06-17,554,6,381
2021-06-18,277,15,590
2021-06-18,125,38,4315
2021-06-18,281,17,1013
2021-06-19,381,10,354
2021-06-20,277,13,684
2021-06-21,285,10,714
2021-06-22,285,9,584
2021-06-22,662,4,247
2021-06-23,437,19,981
2021-06-23,441,5,374
2021-06-24,381,10,446
2021-06-24,281,9,468
2021-06-25,554,7,268
2021-06-29,441,5,304
2021-06-30,216,39,3981
2021-06-30,108,18,356
2021-06-30,1070,18,862
2021-06-30,177,7,178
2021-06-30,793,1,1
2021-06-01,333,3,173
2021-06-02,289,11,361
2021-06-02,103197,1,88
2021-06-03,1126,3,126
2021-06-04,1009,12,985
2021-06-04,1274,5,271
2021-06-05,614,5,85
2021-06-08,558,11,2280
2021-06-11,1078,1,66
2021-06-13,1261,7,403
2021-06-13,762,1,215
2021-06-15,289,12,372
2021-06-16,1261,7,201
2021-06-16,381,9,190
2021-06-16,289,10,363
2021-06-18,1230,24,3220
2021-06-19,666,9,520
2021-06-19,693,4,591
2021-06-25,12,7,3264
2021-06-26,103266,4,173
2021-06-29,289,9,275
2021-06-30,554,7,204
2021-06-30,289,7,175
2021-06-03,554,6,315
2021-06-03,1195,6,278
2021-06-05,1222,9,621
2021-06-06,277,8,427
2021-06-07,1195,6,427
2021-06-14,666,11,524
2021-06-15,762,2,103
2021-06-17,1022,3,104
2021-06-28,1230,22,1849
2021-06-29,1222,9,607
2021-06-03,801,1,2061
2021-06-04,1170,2,41
2021-06-10,1074,3,132
2021-06-14,1001,1,39
2021-06-16,1230,26,4566
2021-06-17,329,1,0
2021-06-24,762,5,628
2021-06-14,693,5,477
2021-06-22,1078,1,12
2021-06-27,385,1,0
2021-06-30,614,5,70
2021-06-05,1074,3,96
2021-06-06,381,2,23
2021-06-17,662,5,186
2021-06-27,554,1,0
2021-06-02,801,1,2308
2021-06-09,801,1,3479
2021-06-15,103197,1,4
2021-06-05,103197,1,46
2021-06-16,1130,1,19
2021-06-20,441,1,0
2020-12-01,285,7,447
2020-12-02,112,45,4166
2020-12-02,385,5,350
2020-12-03,333,4,110
2020-12-03,112,48,4015
2020-12-04,1070,14,744
2020-12-04,112,47,3702
2020-12-05,1222,7,458
2020-12-05,385,6,318
2020-12-05,1022,3,90
2020-12-07,385,6,487
2020-12-08,1230,33,1869
2020-12-11,666,8,172
2020-12-11,1178,9,314
2020-12-11,1018,2,63
2020-12-12,1178,9,322
2020-12-12,112,56,6033
2020-12-12,1026,1,8
2020-12-12,762,4,725
2020-12-13,42,14,3897
2020-12-14,216,39,22251
2020-12-14,693,4,328
2020-12-17,614,5,95
2020-12-17,1195,5,330
2020-12-18,433,5,284
2020-12-18,389,3,140
2020-12-21,1170,2,62
2020-12-21,1026,2,29
2020-12-24,606,6,276
2020-12-25,662,10,531
2020-12-26,662,9,464
2020-12-26,1018,2,73
2020-12-26,441,9,459
2020-12-28,1009,13,1096
2020-12-30,441,8,426
2020-12-31,337,3,129
2020-12-31,112,42,3663
2020-12-02,1213,5,197
2020-12-04,433,3,173
2020-12-07,610,3,108
2020-12-10,437,10,338
2020-12-11,385,5,330
2020-12-12,329,5,156
2020-12-14,1126,3,207
2020-12-18,606,5,282
2020-12-22,385,6,390
2020-12-23,437,8,174
2020-12-29,381,4,135
2020-12-04,1009,10,748
2020-12-05,1126,3,73
2020-12-10,662,8,380
2020-12-14,433,4,230
2020-12-18,1222,7,447
2020-12-10,433,3,194
2020-12-11,441,6,292
2020-12-13,658,3,119
2020-12-16,389,3,160
2020-12-16,1018,2,153
2020-12-23,1022,3,154
2020-12-24,693,4,169
2020-12-04,610,2,60
2020-12-20,610,1,4
2020-12-10,1026,1,31
2020-12-15,1174,1,2650
2020-12-16,658,3,191
2020-12-22,1018,2,126
2020-12-04,389,2,61
2020-12-31,1078,1,23
2020-12-25,1130,1,30
2020-12-04,1087,1,22
2020-12-15,1026,1,41
2021-07-01,1009,12,671
2021-07-02,385,7,304
2021-07-02,1274,5,211
2021-07-03,1005,8,381
2021-07-03,662,4,149
2021-07-03,801,6,8352
2021-07-04,177,1,120
2021-07-05,108,16,717
2021-07-08,554,8,360
2021-07-10,1178,10,465
2021-07-12,1018,5,172
2021-07-12,662,4,307
2021-07-12,177,8,367
2021-07-13,281,12,713
2021-07-13,112,32,2730
2021-07-14,437,21,1577
2021-07-16,1195,4,117
2021-07-16,333,3,103
2021-07-17,337,3,200
2021-07-17,1230,23,3194
2021-07-18,1070,8,199
2021-07-20,433,6,346
2021-07-22,337,3,148
2021-07-22,1230,22,1427
2021-07-24,1178,9,442
2021-07-24,1026,1,28
2021-07-26,1178,9,307
2021-07-26,112,17,1806
2021-07-27,1022,4,101
2021-07-28,42,19,1043
2021-07-28,281,10,485
2021-07-28,285,9,366
2021-07-28,112,24,504
2021-07-30,1018,5,53
2021-07-30,606,6,130
2021-07-31,606,6,117
2021-07-01,437,16,667
2021-07-03,12,6,1222
2021-07-04,441,1,0
2021-07-06,381,6,308
2021-07-06,1222,9,603
2021-07-07,662,4,146
2021-07-08,1195,5,322
2021-07-09,662,5,191
2021-07-10,1074,7,139
2021-07-12,658,3,270
2021-07-12,1070,21,1215
2021-07-15,1005,8,499
2021-07-16,1174,1,32
2021-07-21,614,4,110
2021-07-22,103266,1,0
2021-07-26,554,6,267
2021-07-29,1222,9,364
2021-07-01,1018,5,52
2021-07-01,606,6,155
2021-07-02,333,3,89
2021-07-05,389,3,127
2021-07-09,610,3,159
2021-07-09,1126,3,142
2021-07-10,610,4,228
2021-07-20,1018,5,93
2021-07-23,1022,2,36
2021-07-26,108,15,1330
2021-07-30,1274,2,63
2021-07-30,333,3,59
2021-07-02,693,4,269
2021-07-04,1222,1,20
2021-07-05,1022,3,75
2021-07-07,1087,1,7
2021-07-08,1087,1,12
2021-07-08,658,3,177
2021-07-10,1213,5,341
2021-07-16,433,5,369
2021-07-16,1213,5,222
2021-07-17,801,4,8403
2021-07-26,1022,3,88
2021-07-02,337,3,148
2021-07-04,389,1,0
2021-07-15,1213,5,274
2021-07-21,666,10,268
2021-07-22,1170,2,40
2021-07-23,1018,5,65
2021-07-24,1078,1,33
2021-07-24,277,5,19
2021-07-01,762,4,469
2021-07-05,1078,1,56
2021-07-20,333,3,124
2021-07-24,1170,2,18
2021-07-27,554,7,168
2021-07-27,216,2,5518
2021-07-30,103266,2,55
2021-07-03,1170,2,23
2021-07-04,1195,1,0
2021-07-11,666,1,2
2021-07-13,433,1,109
2021-07-23,103266,3,152
2021-07-28,1174,1,0
2021-07-11,289,1,0
2021-07-01,1026,1,21
2021-07-31,1078,1,1
2021-05-03,329,5,252
2021-05-05,1078,1,27
2021-05-05,389,4,176
2021-05-05,662,5,174
2021-05-06,216,38,24984
2021-05-06,389,4,187
2021-05-07,285,11,950
2021-05-07,1018,6,194
2021-05-07,329,5,285
2021-05-07,108,21,2087
2021-05-08,285,11,831
2021-05-08,658,3,268
2021-05-10,112,31,4161
2021-05-11,177,7,170
2021-05-11,1178,10,408
2021-05-12,42,17,1134
2021-05-12,762,4,431
2021-05-13,554,10,258
2021-05-14,1261,6,256
2021-05-15,289,12,245
2021-05-15,441,5,287
2021-05-17,277,23,893
2021-05-17,1213,5,445
2021-05-18,285,9,641
2021-05-18,1213,5,347
2021-05-19,1070,33,1022
2021-05-21,1001,1,39
2021-05-21,1070,34,824
2021-05-21,108,14,936
2021-05-23,216,32,3100
2021-05-25,1222,9,1028
2021-05-26,125,32,2887
2021-05-26,285,8,159
2021-05-31,1178,10,744
2021-05-05,12,7,2571
2021-05-02,614,6,121
2021-05-03,389,3,104
2021-05-04,289,9,236
2021-05-05,1261,6,349
2021-05-08,289,8,45
2021-05-09,1005,8,376
2021-05-09,389,3,130
2021-05-09,1230,15,1748
2021-05-13,333,3,90
2021-05-14,693,4,202
2021-05-14,1018,5,122
2021-05-18,554,9,343
2021-05-19,42,17,1206
2021-05-20,1274,5,221
2021-05-24,666,10,543
2021-05-24,1170,2,70
2021-05-25,1022,4,120
2021-05-25,177,6,441
2021-05-06,554,8,274
2021-05-08,337,4,262
2021-05-10,437,10,336
2021-05-11,389,3,142
2021-05-19,666,7,383
2021-05-20,1195,5,245
2021-05-23,1178,2,5
2021-05-26,333,3,7
2021-05-29,441,5,280
2021-05-03,1170,2,56
2021-05-11,801,8,13661
2021-05-12,389,3,143
2021-05-12,610,3,109
2021-05-17,1174,1,207
2021-05-18,1018,5,83
2021-05-24,610,3,82
2021-05-28,762,4,259
2021-05-31,1170,2,46
2021-05-13,606,7,245
2021-05-17,1130,1,31
2021-05-10,762,3,247
2021-05-15,1074,3,41
2021-05-28,801,1,2189
2021-05-08,1074,3,102
2021-05-25,103197,1,70
2021-05-31,1278,1,2
2021-05-03,1087,1,110
2021-05-02,762,1,93
2021-05-09,108,1,326
2021-05-10,1026,1,38
2021-05-16,554,1,0
2021-05-25,1087,1,30
2021-05-25,1026,1,43
2021-05-27,1078,1,4
2021-05-29,801,1,1197
2021-05-21,1087,1,29
2021-03-02,289,11,275
2021-03-01,329,5,283
2021-03-02,381,5,116
2021-03-02,1087,1,17
2021-03-02,281,17,1014
2021-03-03,554,6,163
2021-03-03,1130,1,112
2021-03-03,1213,8,228
2021-03-03,281,17,1188
2021-03-04,42,16,3061
2021-03-04,1005,9,1198
2021-03-04,1195,6,310
2021-03-04,662,12,747
2021-03-05,666,8,361
2021-03-06,125,31,2099
2021-03-07,216,29,3045
2021-03-07,1230,16,1186
2021-03-08,558,10,1423
2021-03-08,285,10,615
2021-03-09,285,11,621
2021-03-08,1170,2,53
2021-03-08,177,14,522
2021-03-08,1230,26,3284
2021-03-09,558,12,1307
2021-03-09,1213,8,301
2021-03-10,1070,28,837
2021-03-12,558,10,1210
2021-03-13,614,4,64
2021-03-13,1005,8,400
2021-03-14,385,2,1
2021-03-14,108,7,244
2021-03-15,433,5,324
2021-03-15,329,5,226
2021-03-16,12,5,1309
2021-03-16,1222,9,713
2021-03-16,693,7,183
2021-03-16,108,22,677
2021-03-17,125,32,1970
2021-03-17,385,7,427
2021-03-17,662,14,369
2021-03-18,606,6,148
2021-03-18,1070,21,615
2021-03-19,1026,1,52
2021-03-20,289,9,246
2021-03-20,329,5,200
2021-03-20,1070,23,653
2021-03-20,1174,1,26
2021-03-23,277,22,905
2021-03-25,381,4,146
2021-03-25,1005,9,422
2021-03-26,42,17,1249
2021-03-26,1005,9,408
2021-03-26,610,3,63
2021-03-27,558,11,907
2021-03-27,437,9,171
2021-03-27,1178,8,347
2021-03-27,1009,11,715
2021-03-29,177,8,227
2021-03-29,381,8,226
2021-03-30,437,11,264
2021-03-30,1230,25,3261
2021-03-30,333,5,144
2021-03-31,558,13,963
2021-03-31,606,7,195
2021-03-31,1230,25,2908
2021-03-31,108,26,1259
2021-03-04,1222,9,610
2021-03-07,381,4,134
2021-03-10,389,3,137
2021-03-18,289,9,305
2021-03-20,441,6,212
2021-03-21,177,2,98
2021-03-31,1087,1,26
2021-03-04,381,5,188
2021-03-05,1170,2,58
2021-03-14,277,2,48
2021-03-18,614,4,68
2021-03-23,1170,2,26
2021-03-23,662,10,333
2021-03-24,658,3,109
2021-03-26,1078,1,41
2021-03-28,337,3,135
2021-03-29,1074,3,91
2021-03-30,1026,1,30
2021-03-31,1001,1,13
2021-03-16,1026,1,25
2021-03-18,1126,2,103
2021-03-29,329,5,275
2021-03-17,1087,1,17
2021-03-01,1130,1,273
2021-03-06,1087,1,16
2021-03-29,1130,1,17
2021-03-11,1130,1,13
2021-03-29,1170,2,53
2021-03-06,1078,1,13
2021-04-01,216,34,6850
2021-04-01,277,24,759
2021-04-01,614,4,66
2021-04-02,1178,8,447
2021-04-02,693,7,379
2021-04-02,762,4,507
2021-04-03,177,7,282
2021-04-04,1261,7,310
2021-04-05,1005,8,1093
2021-04-05,329,5,286
2021-04-15,108,18,713
2021-04-06,614,4,65
2021-04-06,1070,20,680
2021-04-06,441,6,300
2021-04-07,437,11,423
2021-04-07,558,13,1106
2021-04-07,1009,13,1498
2021-04-07,112,42,5631
2021-04-08,1170,2,36
2021-04-09,1178,9,571
2021-04-09,381,8,214
2021-04-10,558,9,864
2021-04-11,112,10,484
2021-04-11,1009,6,125
2021-04-12,381,8,161
2021-04-12,1126,3,121
2021-04-13,277,25,1076
2021-04-14,658,3,125
2021-04-15,558,10,858
2021-04-16,385,7,367
2021-04-17,1195,5,224
2021-04-17,658,3,140
2021-04-19,666,12,539
2021-04-19,662,5,213
2021-04-20,277,24,1138
2021-04-22,1261,6,437
2021-04-22,1074,3,64
2021-04-22,1174,1,30
2021-04-23,1222,9,600
2021-04-23,1126,3,123
2021-04-24,1230,22,1861
2021-04-24,108,17,818
2021-04-24,1195,4,208
2021-04-26,666,12,553
2021-04-25,554,1,0
2021-04-26,329,5,196
2021-04-28,1213,6,222
2021-04-28,1018,6,113
2021-04-28,177,8,411
2021-04-29,1261,8,274
2021-04-29,1070,30,866
2021-04-29,441,5,267
2021-04-06,289,9,296
2021-04-09,42,16,1432
2021-04-09,554,7,225
2021-04-09,385,11,574
2021-04-11,108,1,202
2021-04-14,558,11,936
2021-04-15,606,8,449
2021-04-17,1009,11,901
2021-04-17,1261,8,232
2021-04-18,177,2,54
2021-04-21,389,1,0
2021-04-24,12,4,766
2021-04-24,1170,2,33
2021-04-26,389,4,252
2021-04-27,762,3,520
2021-04-28,1009,11,845
2021-04-28,333,4,95
2021-04-05,389,4,155
2021-04-14,333,3,107
2021-04-28,12,5,1211
2021-04-02,1170,2,48
2021-04-10,693,4,193
2021-04-10,1001,1,0
2021-04-12,1170,2,68
2021-04-13,1074,3,84
2021-04-13,441,5,267
2021-04-15,1078,1,4
2021-04-02,329,5,153
2021-04-03,801,1,1354
2021-04-12,389,4,197
2021-04-23,614,3,37
2021-04-24,1074,3,48
2021-04-09,801,1,2076
2021-04-12,1001,1,20
2021-04-12,1130,1,30
2021-04-17,1026,1,40
2021-04-16,1074,1,14
2021-04-29,1130,1,20
2021-04-22,1278,1,1
2021-01-02,112,32,4361
2021-01-02,554,6,235
2021-01-03,42,10,595
2021-01-03,441,5,163
2021-01-05,277,15,882
2021-01-06,285,8,489
2021-01-06,329,5,151
2021-01-07,381,4,180
2021-01-07,437,9,300
2021-01-07,1070,24,934
2021-01-07,1022,3,148
2021-01-08,1178,9,418
2021-01-09,1170,2,12
2021-01-09,1195,4,196
2021-01-11,666,8,433
2021-01-11,12,6,1019
2021-01-11,441,9,482
2021-01-11,614,6,142
2021-01-11,554,6,295
2021-01-11,1018,2,63
2021-01-12,1213,6,314
2021-01-13,125,32,2787
2021-01-15,662,9,531
2021-01-15,1070,37,1250
2021-01-16,558,10,1010
2021-01-18,381,10,302
2021-01-19,1170,2,39
2021-01-19,1087,1,13
2021-01-20,437,14,265
2021-01-21,125,33,2715
2021-01-21,216,34,7854
2021-01-21,1009,13,981
2021-01-21,289,7,353
2021-01-21,610,3,101
2021-01-22,385,7,451
2021-01-22,289,8,298
2021-01-22,1178,9,408
2021-01-23,614,6,100
2021-01-23,1213,8,338
2021-01-23,216,34,7942
2021-01-24,108,1,225
2021-01-25,337,4,247
2021-01-26,1213,12,440
2021-01-27,437,14,254
2021-01-27,112,45,6620
2021-01-27,1070,29,1477
