cal_date,hub_id,rider_no,parcel_no
2021-06-07,1041,1,26
2021-06-08,1141,3,102
2021-06-09,48,12,924
2021-06-09,391,12,830
2021-06-09,1249,9,1224
2021-06-10,1045,2,121
2021-06-13,92,9,396
2021-06-15,391,13,813
2021-06-18,1141,2,61
2021-06-19,1241,5,271
2021-06-19,387,5,288
2021-06-19,1180,8,260
2021-06-23,473,1,35
2021-06-23,1072,5,159
2021-06-01,213,5,70
2021-06-17,976,1,0
2021-06-19,213,5,180
2021-06-26,175,5,151
2021-06-05,1045,2,71
2021-06-08,924,3,15
2021-06-13,1262,3,106
2021-06-27,1201,5,300
2021-06-16,1149,2,22
2021-06-18,1097,2,775
2021-06-15,920,2,71
2021-06-16,976,1,0
2021-06-09,989,1,218
2021-06-16,1041,1,48
2021-06-05,924,2,5
2021-06-12,1149,1,39
2021-06-19,1097,1,749
2021-06-27,1024,1,50
2021-06-02,976,1,0
2021-06-05,976,1,0
2021-06-12,1041,1,28
2021-05-04,96,9,504
2021-05-05,96,9,508
2021-05-09,1180,3,72
2021-05-10,48,12,1166
2021-05-12,1253,10,833
2021-05-13,1249,7,585
2021-05-13,1180,9,245
2021-05-13,96,10,448
2021-05-15,708,4,119
2021-05-15,48,12,733
2021-05-15,96,10,492
2021-05-17,985,1,1
2021-05-18,48,12,800
2021-05-18,1180,11,458
2021-05-18,1097,2,487
2021-05-19,1149,3,49
2021-05-21,972,7,174
2021-05-24,387,6,317
2021-05-24,781,12,769
2021-05-25,1197,19,4825
2021-05-25,1037,2,46
2021-05-26,1249,8,743
2021-05-26,1037,2,24
2021-05-27,1072,7,162
2021-05-29,48,11,689
2021-05-04,48,19,716
2021-05-06,369,6,255
2021-05-07,781,12,692
2021-05-10,287,8,365
2021-05-11,473,1,20
2021-05-12,213,5,141
2021-05-12,1024,3,53
2021-05-15,1241,5,192
2021-05-15,1149,2,8
2021-05-17,387,7,275
2021-05-19,283,8,459
2021-05-20,920,2,56
2021-05-20,1028,2,37
2021-05-21,92,9,518
2021-05-21,1028,2,43
2021-05-24,287,8,376
2021-05-24,1028,2,45
2021-05-26,369,8,237
2021-05-26,48,12,796
2021-05-26,781,17,822
2021-05-27,989,1,88
2021-05-29,1193,5,217
2021-05-30,1180,1,0
2021-05-05,976,1,0
2021-05-04,387,6,123
2021-05-05,1089,2,22
2021-05-05,985,1,1
2021-05-08,985,1,33
2021-05-11,1249,8,481
2021-05-11,387,4,132
2021-05-13,473,1,31
2021-05-14,1262,4,156
2021-05-20,989,1,17
2021-05-26,1089,2,39
2021-05-29,1158,5,424
2021-05-03,369,6,296
2021-05-10,1149,3,29
2021-05-29,1201,6,648
2021-05-30,1097,2,456
2021-05-06,1141,4,102
2021-05-18,768,1,2
2021-05-26,1097,2,263
2021-05-03,1097,2,368
2021-05-28,920,2,15
2021-05-07,1097,2,716
2021-05-15,976,1,0
2021-04-03,976,1,0
2021-04-01,972,6,185
2021-04-02,92,12,610
2021-04-02,1076,10,210
2021-04-03,1197,16,2933
2021-04-07,369,6,245
2021-04-07,1253,13,911
2021-04-09,1037,2,34
2021-04-11,92,1,0
2021-04-13,1197,17,3750
2021-04-14,387,4,106
2021-04-15,1262,3,99
2021-04-17,175,6,204
2021-04-19,48,15,912
2021-04-19,1180,10,394
2021-04-19,972,5,54
2021-04-20,283,8,572
2021-04-21,1024,3,30
2021-04-22,1241,6,308
2021-04-23,1076,9,172
2021-04-24,48,16,579
2021-04-24,1193,8,146
2021-04-25,283,1,13
2021-04-26,283,10,677
2021-04-26,1193,8,246
2021-04-27,283,9,551
2021-04-27,972,6,145
2021-04-29,213,7,143
2021-04-01,287,6,203
2021-04-02,287,8,248
2021-04-04,1193,1,0
2021-04-05,1249,14,589
2021-04-05,96,8,900
2021-04-07,96,8,589
2021-04-07,1024,3,72
2021-04-09,924,2,11
2021-04-10,92,10,569
2021-04-14,985,1,11
2021-04-15,96,8,546
2021-04-17,1193,5,166
2021-04-23,1180,11,356
2021-04-24,1024,3,43
2021-04-17,976,1,0
2021-04-18,283,1,6
2021-04-19,1037,2,29
2021-04-23,473,1,30
2021-04-26,924,3,47
2021-04-03,1037,2,36
2021-04-09,1149,3,10
2021-04-13,1037,2,41
2021-04-16,1097,2,811
2021-04-18,1249,11,462
2021-04-19,1193,7,191
2021-04-27,1037,2,44
2021-04-12,920,2,19
2021-04-13,1076,5,304
2021-04-04,976,1,0
2021-04-04,287,1,0
2021-04-27,976,2,0
2021-04-17,985,1,27
2021-04-23,985,1,1
2021-04-26,1037,2,33
2021-04-01,1028,1,14
2021-04-09,920,2,36
2021-04-11,1201,1,0
2021-04-27,1141,2,70
2021-03-02,369,6,222
2021-03-02,972,7,172
2021-03-03,48,17,757
2021-03-03,473,1,40
2021-03-04,369,6,198
2021-03-07,283,9,473
2021-03-08,283,10,441
2021-03-09,287,8,187
2021-03-09,920,3,56
2021-03-11,287,7,177
2021-03-13,48,19,602
2021-03-15,1253,12,1620
2021-03-16,781,15,638
2021-03-16,1253,13,561
2021-03-18,1158,4,328
2021-03-20,1197,17,2636
2021-03-21,1197,16,1519
2021-03-24,391,12,419
2021-03-26,1089,2,37
2021-03-27,781,18,466
2021-03-29,1149,3,9
2021-03-30,1041,2,16
2021-03-30,1197,16,3835
2021-03-30,175,7,253
2021-03-30,1024,4,68
2021-03-01,1249,15,894
2021-03-02,175,8,292
2021-03-10,391,15,466
2021-03-10,1241,5,198
2021-03-13,1149,3,85
2021-03-17,473,1,37
2021-03-20,1241,6,149
2021-03-20,1193,7,111
2021-03-27,1180,6,164
2021-03-03,1180,7,214
2021-03-03,1037,2,93
2021-03-03,989,1,269
2021-03-08,920,2,31
2021-03-09,1041,2,35
2021-03-16,1037,2,119
2021-03-17,283,8,447
2021-03-19,1249,12,534
2021-03-23,1037,2,38
2021-03-25,1158,4,293
2021-03-29,1076,10,195
2021-03-30,1253,12,644
2021-03-02,1141,2,64
2021-03-06,708,5,156
2021-03-10,1149,3,5
2021-03-11,1024,2,43
2021-03-02,1097,2,1152
2021-03-19,1201,4,116
2021-03-20,1041,1,21
2021-03-29,1037,2,35
2021-03-31,920,1,21
2021-03-10,1141,2,70
2021-03-21,1024,1,0
2021-03-22,985,2,4
2021-03-10,1041,2,42
2021-03-14,1249,1,4
2021-03-26,1045,2,44
2021-03-28,1249,1,13
2021-03-02,1028,1,22
2021-03-11,1028,1,24
2021-03-13,473,1,41
2021-03-14,92,1,1
2021-03-28,1193,1,0
2021-03-28,48,1,0
2021-01-04,1180,7,210
2021-01-02,391,11,527
2021-01-05,369,5,213
2021-01-08,972,5,127
2021-01-09,48,12,744
2021-01-10,781,13,157
2021-01-10,1249,1,21
2021-01-11,391,10,513
2021-01-13,1045,2,41
2021-01-14,1158,4,302
2021-01-16,781,17,614
2021-01-18,391,11,570
2021-01-18,781,18,834
2021-01-20,283,9,517
2021-01-21,1158,6,713
2021-01-23,391,12,486
2021-01-26,1201,4,169
2021-01-26,1197,19,4082
2021-01-28,175,7,362
2021-01-29,1180,6,197
2021-01-29,213,7,263
2021-01-29,391,12,684
2021-01-06,92,8,688
2021-01-08,175,7,369
2021-01-14,1180,7,209
2021-01-22,1201,4,159
2021-01-22,989,2,356
2021-01-25,1201,5,149
2021-01-27,924,2,28
2021-01-29,1028,2,38
2021-01-31,1249,15,561
2021-01-31,213,4,239
2021-01-31,387,2,76
2021-01-31,985,1,61
2021-01-05,1089,1,23
2021-01-06,175,6,205
2021-01-06,1037,2,144
2021-01-10,48,1,0
2021-01-26,1141,1,70
2021-01-30,1149,2,9
2021-01-10,1193,1,0
2021-01-15,1041,1,35
2021-01-17,972,1,16
2021-01-13,1089,2,67
2021-01-15,1024,2,65
2021-01-16,920,1,26
2021-01-21,1041,2,25
2021-01-04,781,1,0
2021-01-08,1024,2,68
2021-01-14,473,1,43
2021-01-23,1089,2,41
2021-01-01,976,1,0
2021-01-05,1041,1,27
2021-01-13,1076,4,209
2021-01-16,1141,1,29
2021-01-16,1089,1,31
2021-01-21,1149,2,49
2021-01-02,473,1,23
2021-01-28,473,1,59
2021-07-03,1241,5,189
2021-07-03,1028,1,25
2021-07-05,1249,8,674
2021-07-06,92,10,548
2021-07-06,48,11,728
2021-07-07,48,12,808
2021-07-07,287,6,219
2021-07-07,924,3,26
2021-07-08,369,6,263
2021-07-09,1249,7,813
2021-07-09,287,6,465
2021-07-09,972,6,146
2021-07-10,1249,9,936
2021-07-10,1262,5,174
2021-07-10,283,8,533
2021-07-10,781,18,861
2021-07-12,96,9,749
2021-07-13,287,6,295
2021-07-15,387,4,171
2021-07-15,287,6,308
2021-07-15,1197,22,3040
2021-07-16,369,6,134
2021-07-16,175,6,204
2021-07-19,972,6,172
2021-07-20,924,3,10
2021-07-21,924,3,25
2021-07-22,1176,5,489
2021-07-23,1249,7,473
2021-07-23,213,5,142
2021-07-23,1197,21,2446
2021-07-23,283,8,256
2021-07-27,92,7,199
2021-07-29,1149,3,33
2021-07-31,213,5,120
2021-07-31,1024,2,23
2021-07-01,473,1,25
2021-07-06,1076,6,237
2021-07-06,972,7,174
2021-07-08,708,4,103
2021-07-09,1180,8,328
2021-07-12,924,3,49
2021-07-17,1193,4,71
2021-07-19,48,12,1137
2021-07-24,1097,3,950
2021-07-05,1241,5,333
2021-07-06,1045,2,66
2021-07-08,1158,6,557
2021-07-10,48,11,888
2021-07-13,1097,2,987
2021-07-15,1158,6,454
2021-07-17,708,4,80
2021-07-23,1149,3,36
2021-07-27,1089,2,31
2021-07-31,283,8,198
2021-07-31,1193,1,0
2021-07-03,1253,4,273
2021-07-20,369,7,237
2021-07-21,1028,2,28
2021-07-28,48,1,0
2021-07-30,92,6,332
2021-07-31,972,6,186
2021-07-12,989,2,161
2021-07-13,976,1,0
2021-07-14,985,1,0
2021-07-19,1141,2,57
2021-07-31,1028,1,15
2021-07-17,976,1,0
2021-07-21,976,1,0
2021-07-22,1028,2,33
2021-07-28,920,1,0
2021-07-27,1076,3,9
2021-07-27,1141,2,16
2021-07-04,708,1,0
2021-07-22,1097,3,886
2021-07-24,1141,2,66
2021-07-18,369,1,4
2021-07-18,1180,1,0
2021-02-01,391,12,565
2021-02-02,213,5,134
2021-02-03,287,7,252
2021-02-03,387,4,150
2021-02-06,1197,16,2353
2021-02-07,1097,2,1508
2021-02-17,96,7,490
2021-02-18,175,6,271
2021-02-18,781,14,505
2021-02-19,1197,18,3703
2021-02-19,781,14,379
2021-02-20,287,4,191
2021-02-23,1241,6,276
2021-02-24,473,1,45
2021-02-26,781,17,504
2021-02-27,1193,6,184
2021-02-02,1097,2,1366
2021-02-06,1045,2,85
2021-02-06,1037,2,69
2021-02-17,369,6,154
2021-02-18,976,1,0
2021-02-19,387,4,108
2021-02-22,48,14,1156
2021-02-22,369,6,299
2021-02-25,1193,5,198
2021-02-03,175,7,284
2021-02-05,369,7,285
2021-02-05,1149,2,4
2021-02-08,972,5,160
2021-02-17,387,4,54
2021-02-18,473,1,29
2021-02-20,96,8,453
2021-02-22,473,1,52
2021-02-25,1097,3,2060
2021-02-26,1089,1,29
2021-02-27,1097,1,1558
2021-02-28,1249,1,1
2021-02-01,1141,2,115
2021-02-06,924,2,18
2021-02-18,1028,2,5
2021-02-26,924,2,35
2021-02-22,976,1,0
2021-02-03,1141,2,49
2021-02-04,473,1,54
2021-02-09,920,1,28
2021-02-17,473,1,1
2021-02-06,920,2,53
2021-02-20,920,1,28
2021-02-07,287,1,4
2021-02-09,985,1,92
2020-12-04,369,4,90
2020-12-04,473,1,28
2020-12-06,1197,20,1339
2020-12-08,48,10,529
2020-12-08,1097,2,468
2020-12-09,1045,2,45
2020-12-09,1141,2,42
2020-12-12,283,8,452
2020-12-13,1193,2,45
2020-12-14,1197,19,6477
2020-12-14,1097,2,434
2020-12-15,1180,6,372
2020-12-15,1197,19,4862
2020-12-15,283,10,1003
2020-12-16,1180,7,315
2020-12-16,972,4,152
2020-12-17,96,6,529
2020-12-23,1193,4,147
2020-12-24,1197,18,3109
2020-12-24,1045,2,68
2020-12-25,92,8,517
2020-12-25,387,4,193
2020-12-26,1097,3,1170
2020-12-28,369,5,251
2020-12-29,92,8,496
2020-12-29,924,2,32
2020-12-30,1089,2,51
2020-12-31,92,7,411
2020-12-03,1028,2,40
2020-12-04,920,1,10
2020-12-05,976,1,0
2020-12-06,387,1,0
2020-12-07,1041,2,25
2020-12-08,391,8,322
2020-12-09,1180,5,214
2020-12-15,1024,2,74
2020-12-17,1024,2,69
2020-12-18,924,1,34
2020-12-29,1024,2,65
2020-12-30,175,7,336
2020-12-07,175,6,279
2020-12-08,1089,1,20
2020-12-10,92,7,406
2020-12-10,985,1,0
2020-12-13,1201,3,135
2020-12-14,1024,2,93
2020-12-17,1041,2,43
2020-12-18,1028,2,82
2020-12-21,708,2,93
2020-12-29,1045,2,59
2020-12-29,972,7,135
2020-12-05,213,4,127
2020-12-06,287,1,2
2020-12-30,1193,4,112
2020-12-05,924,1,5
2020-12-19,976,1,0
2020-12-21,1024,2,73
2020-12-25,976,1,0
2020-12-28,1149,2,44
2020-12-03,976,1,0
2020-12-12,920,1,16
2020-12-20,1180,2,20
2020-12-06,1097,1,269
2020-12-18,1089,1,27
2020-12-20,1037,1,13
2021-06-02,1072,5,221
2021-06-08,1197,19,8667
2021-06-09,1158,7,986
2021-06-09,781,15,1011
2021-06-10,1193,6,411
2021-06-17,96,9,592
2021-06-17,1149,3,90
2021-06-19,708,4,186
2021-06-24,387,5,218
2021-06-26,1249,8,532
2021-06-26,1072,6,154
2021-06-29,1241,4,283
2021-06-02,1180,7,139
2021-06-03,96,9,553
2021-06-04,1158,7,472
2021-06-04,1072,5,188
2021-06-10,1201,6,332
2021-06-11,1028,2,69
2021-06-16,1089,2,44
2021-06-17,369,7,276
2021-06-20,48,11,584
2021-06-22,213,5,144
2021-06-24,213,5,214
2021-06-24,96,9,491
2021-06-27,1262,1,0
2021-06-30,1180,6,79
2021-06-02,175,6,205
2021-06-04,1241,4,254
2021-06-13,283,1,6
2021-06-17,48,12,1046
2021-06-17,1193,9,382
2021-06-23,369,6,221
2021-06-25,1193,4,193
2021-06-10,976,1,0
2021-06-13,1201,2,150
2021-06-25,781,15,656
2021-06-14,1201,6,394
2021-06-23,1193,4,232
2021-06-23,989,1,284
2021-06-23,920,2,33
2021-06-26,1045,2,46
2021-06-29,387,4,161
2021-06-02,1028,2,39
2021-06-03,1089,1,38
2021-06-21,1097,1,683
2021-06-26,976,1,0
2021-06-03,976,1,0
2021-06-04,1149,1,57
2021-06-04,989,1,159
2021-06-16,473,1,35
2021-05-03,283,8,445
2021-05-04,920,3,31
2021-05-08,1037,2,47
2021-05-10,1249,8,958
2021-05-12,1158,6,467
2021-05-12,781,13,615
2021-05-13,768,1,1
2021-05-13,1201,5,191
2021-05-14,369,5,157
2021-05-14,1241,5,221
2021-05-18,1158,8,857
2021-05-19,391,12,616
2021-05-19,1141,2,43
2021-05-19,985,1,3
2021-05-22,1041,1,28
2021-05-22,972,7,166
2021-05-22,1097,2,542
2021-05-25,1180,9,338
2021-05-26,92,10,557
2021-05-26,1241,5,427
2021-05-27,1197,18,4120
2021-05-03,1141,3,82
2021-05-04,369,6,254
2021-05-11,283,8,474
2021-05-13,175,8,224
2021-05-14,708,4,103
2021-05-14,1076,6,185
2021-05-15,920,1,46
2021-05-24,1037,2,28
2021-05-27,924,2,0
2021-05-28,1253,5,167
2021-05-28,283,9,539
2021-05-29,1141,2,40
2021-05-31,369,6,292
2021-05-02,1193,2,30
2021-05-03,920,3,69
2021-05-08,972,6,199
2021-05-08,1028,2,40
2021-05-10,387,5,200
2021-05-13,924,2,13
2021-05-15,1041,1,24
2021-05-18,1193,5,251
2021-05-20,1141,2,35
2021-05-24,1024,3,113
2021-05-25,48,12,765
2021-05-26,1253,8,394
2021-05-27,985,1,0
2021-05-07,1041,1,34
2021-05-27,369,6,251
2021-05-28,473,1,43
2021-05-05,924,3,27
2021-05-14,213,5,162
2021-05-16,48,1,0
2021-05-27,1262,3,125
2021-05-10,473,1,97
2021-05-12,1037,2,26
2021-05-14,1037,1,16
2021-05-21,1045,2,75
2021-05-29,175,5,210
2021-05-06,1024,3,58
2021-05-07,1089,2,41
2021-05-09,972,2,44
2021-05-26,1028,2,45
2021-05-27,1089,2,45
2021-05-17,920,1,13
2021-05-26,473,1,50
2021-05-13,985,1,29
2021-05-23,473,1,0
2021-04-03,369,6,203
2021-04-03,283,9,523
2021-04-07,781,13,643
2021-04-07,1249,13,862
2021-04-08,972,6,155
2021-04-09,1201,5,814
2021-04-13,387,4,81
2021-04-13,283,10,622
2021-04-15,92,11,849
2021-04-15,781,11,563
2021-04-17,1076,8,270
2021-04-19,391,13,703
2021-04-19,213,9,285
2021-04-22,283,9,610
2021-04-23,1241,6,209
2021-04-24,1149,3,30
2021-04-24,972,6,189
2021-04-25,1193,1,0
2021-04-27,175,7,282
2021-04-28,924,3,22
2021-04-29,1045,2,51
2021-04-01,1201,6,270
2021-04-02,972,6,170
2021-04-04,1149,2,21
2021-04-05,213,5,193
2021-04-06,924,2,32
2021-04-07,972,4,142
2021-04-08,1193,6,206
2021-04-19,1253,8,744
2021-04-24,287,5,172
2021-04-28,1024,3,138
2021-04-29,924,4,44
2021-04-01,1149,3,66
2021-04-06,989,3,120
2021-04-09,1045,2,84
2021-04-23,920,3,61
2021-04-26,213,9,258
2021-04-06,920,3,69
2021-04-08,1037,2,45
2021-04-15,924,3,17
2021-04-15,473,1,27
2021-04-22,1089,2,31
2021-04-25,1149,1,0
2021-04-26,1024,3,133
2021-04-01,1076,8,284
2021-04-15,976,1,0
2021-04-16,1089,2,34
2021-04-18,92,1,4
2021-04-19,989,1,119
2021-04-20,1045,2,41
2021-04-01,924,1,14
2021-04-22,1149,2,1
2021-04-24,473,1,34
2021-04-11,48,1,0
2021-04-11,473,1,4
2021-03-01,1037,2,92
2021-03-01,1201,5,182
2021-03-04,989,1,9
2021-03-05,1249,16,670
2021-03-05,972,10,173
2021-03-06,1197,18,3234
2021-03-06,283,9,607
2021-03-08,1241,9,240
2021-03-09,213,7,161
2021-03-10,1197,17,3063
2021-03-11,1158,5,345
2021-03-11,1193,5,125
2021-03-12,387,5,128
2021-03-12,1197,18,2975
2021-03-13,1024,2,24
2021-03-15,48,19,1015
2021-03-15,92,10,726
2021-03-15,1097,2,866
2021-03-16,48,19,803
2021-03-18,1180,10,242
2021-03-20,1045,2,42
2021-03-22,1193,5,202
2021-03-22,1197,16,3961
2021-03-22,1253,10,717
2021-03-22,1076,8,261
2021-03-23,1249,10,315
2021-03-23,213,8,97
2021-03-24,48,19,650
2021-03-24,1028,2,45
2021-03-27,283,8,440
2021-03-28,391,1,0
2021-03-29,1201,7,173
2021-03-29,781,15,670
2021-03-30,96,9,664
2021-03-02,96,8,369
2021-03-03,96,8,404
2021-03-12,473,1,35
2021-03-20,1024,2,208
2021-03-22,213,8,222
2021-03-23,1193,5,169
2021-03-24,369,6,161
2021-03-27,1037,2,32
2021-03-11,924,2,2
2021-03-14,287,1,8
2021-03-27,1158,4,297
2021-03-30,1193,6,172
2021-03-02,1089,2,53
2021-03-13,1141,2,70
2021-03-14,283,1,6
2021-03-28,1201,1,0
2021-03-30,708,4,160
2021-03-04,473,1,42
2021-03-05,1037,2,143
2021-03-21,92,1,0
2021-03-05,1097,2,1480
2021-03-08,473,1,74
2021-03-25,1037,2,36
2021-03-06,1141,2,32
2021-03-21,96,1,0
2021-03-29,989,1,109
2021-03-12,1141,2,49
2021-03-20,1089,1,29
2021-03-07,1241,1,0
2021-03-07,1180,2,0
2021-03-18,1028,2,38
2021-03-28,92,1,0
2021-03-10,976,1,0
2021-01-04,96,7,620
2021-01-04,972,5,174
2021-01-05,92,9,568
2021-01-06,1158,6,707
2021-01-06,1089,2,42
2021-01-07,96,7,373
2021-01-07,283,9,479
2021-01-08,48,12,762
2021-01-08,1028,2,76
2021-01-09,1041,2,18
2021-01-13,92,8,537
2021-01-13,972,6,176
2021-01-16,287,6,191
2021-01-16,1045,2,62
2021-01-17,781,10,248
2021-01-17,1197,17,503
2021-01-18,1193,7,206
2021-01-19,287,6,241
2021-01-20,781,16,544
2021-01-21,48,18,942
2021-01-22,387,5,222
2021-01-25,175,7,304
2021-01-26,92,9,626
2021-01-26,924,2,26
2021-01-26,781,17,917
2021-01-28,1249,15,741
2021-01-31,92,9,502
2021-01-04,1201,4,184
2021-01-04,48,12,1064
2021-01-04,1045,2,50
2021-01-14,287,5,198
2021-01-18,1149,2,16
2021-01-19,175,5,30
2021-01-22,1249,8,595
2021-01-28,976,2,0
2021-01-30,781,20,751
2021-01-05,924,2,9
2021-01-13,175,7,293
2021-01-14,1089,2,52
2021-01-15,1028,2,54
2021-01-18,985,1,66
2021-01-29,924,2,28
2021-01-21,920,1,48
2021-01-21,989,1,94
2021-01-24,473,1,0
2021-01-16,1024,2,40
2021-01-19,708,3,192
2021-01-29,1193,5,204
2021-01-06,1141,2,60
2021-01-12,1037,2,43
2021-01-13,1028,2,48
2021-01-17,1249,1,64
2021-01-19,473,1,41
2021-01-20,473,1,33
2021-01-23,976,1,0
2021-01-24,287,1,3
2021-01-22,985,1,6
2021-01-26,989,1,22
2021-07-03,708,4,136
2021-07-03,924,3,10
2021-07-05,781,13,762
2021-07-07,1249,8,576
2021-07-07,1076,5,186
2021-07-07,1197,23,4668
2021-07-08,1097,3,1215
2021-07-10,1180,10,365
2021-07-14,96,10,678
2021-07-14,175,5,187
2021-07-15,92,9,449
2021-07-15,1201,8,335
2021-07-16,92,6,254
2021-07-17,1176,7,598
2021-07-19,92,9,654
2021-07-24,1024,3,167
2021-07-27,1201,7,608
2021-07-28,1197,13,2738
2021-07-30,1201,9,1276
2021-07-03,1024,3,35
2021-07-05,1037,2,28
2021-07-07,369,5,92
2021-07-08,48,12,995
2021-07-08,972,7,181
2021-07-10,1193,7,276
2021-07-11,781,6,200
2021-07-16,1024,3,61
2021-07-20,1072,5,170
2021-07-20,473,1,36
2021-07-24,1201,9,292
2021-07-26,1045,2,54
2021-07-29,369,6,110
2021-07-02,96,9,477
2021-07-05,1097,2,815
2021-07-08,96,8,656
2021-07-13,781,13,645
2021-07-13,985,1,3
2021-07-13,1028,2,44
2021-07-15,708,4,186
2021-07-15,1076,1,3
2021-07-19,1076,6,91
2021-07-20,387,4,104
2021-07-26,1097,2,352
2021-07-27,1045,2,69
2021-07-28,387,1,17
2021-07-06,1262,4,88
2021-07-07,989,2,236
2021-07-13,768,1,1
2021-07-15,1193,5,119
2021-07-17,985,1,2
2021-07-18,985,1,40
2021-07-19,1037,2,35
2021-07-27,1249,8,367
2021-07-04,781,2,16
2021-07-06,976,1,0
2021-07-22,1262,5,66
2021-07-26,1197,14,2170
2021-07-08,1262,4,157
2021-07-15,768,1,1
2021-07-19,1041,1,19
2021-07-21,1024,3,147
2021-07-28,92,1,0
2021-07-24,781,1,5
2021-07-23,1089,1,16
2021-07-09,1089,1,29
2021-07-31,387,4,84
2021-07-04,387,1,6
2021-07-11,989,1,159
2021-07-28,473,1,11
2021-07-18,48,1,0
2021-07-19,985,1,7
2021-02-01,387,10,395
2021-02-04,213,7,199
2021-02-05,1249,14,798
2021-02-05,1180,8,132
2021-02-05,175,8,447
2021-02-06,48,20,1132
2021-02-07,92,8,446
2021-02-07,1045,2,94
2021-02-08,1249,16,748
2021-02-18,1249,9,137
2021-02-19,96,7,349
2021-02-20,92,9,661
2021-02-20,1045,2,41
2021-02-21,387,4,163
2021-02-22,96,8,797
2021-02-24,781,17,740
2021-02-25,92,12,689
2021-02-25,369,7,232
2021-02-25,1197,18,3401
2021-02-27,781,16,689
2021-02-28,976,1,0
2021-02-02,708,5,172
2021-02-04,1149,2,59
2021-02-04,96,1,1
2021-02-06,92,9,678
2021-02-06,989,1,262
2021-02-08,369,7,362
2021-02-09,92,8,296
2021-02-17,1037,2,2
2021-02-18,1149,2,71
2021-02-20,369,6,169
2021-02-23,1041,2,27
2021-02-01,976,1,0
2021-02-18,369,6,111
2021-02-23,96,9,533
2021-02-27,989,1,100
2021-02-03,1024,2,79
2021-02-02,1037,2,26
2020-12-01,387,4,95
2020-12-01,175,6,225
2020-12-04,1076,4,178
2020-12-11,976,1,0
2020-12-12,387,5,86
2020-12-13,92,8,565
2020-12-15,287,4,214
2020-12-17,92,9,739
2020-12-18,391,11,592
2020-12-19,1180,6,225
2020-12-21,972,5,180
2020-12-22,1037,2,43
2020-12-23,92,9,464
2020-12-23,781,14,594
2020-12-24,96,7,428
2020-12-25,213,4,211
2020-12-26,1197,20,2841
2020-12-27,1097,2,1606
2020-12-28,781,14,633
2020-12-29,213,4,130
2020-12-29,1028,2,40
2020-12-31,1158,4,236
2020-12-01,781,11,548
2020-12-03,96,6,330
2020-12-04,387,4,113
2020-12-04,175,5,172
2020-12-07,1024,2,40
2020-12-11,473,1,29
2020-12-14,1076,4,212
2020-12-15,781,15,896
2020-12-16,175,10,379
2020-12-16,369,6,218
2020-12-22,387,4,135
2020-12-26,1089,2,38
2020-12-27,1089,1,2
2020-12-28,1180,6,231
2020-12-28,985,3,0
2020-12-29,989,1,201
2020-12-30,781,14,550
2020-12-05,473,1,25
2020-12-08,213,2,84
2020-12-09,1089,2,40
2020-12-19,1037,2,43
2020-12-22,1201,4,182
2020-12-30,369,4,116
2020-12-09,1097,2,346
2020-12-11,920,1,7
2020-12-23,1201,4,95
2020-12-29,1180,6,151
2020-12-31,213,4,200
2020-12-14,1041,2,39
2020-12-16,920,1,40
2020-12-18,1141,2,55
2020-12-19,972,5,168
2020-12-20,1089,1,21
2020-12-29,387,4,145
2020-12-09,1028,1,29
2020-12-21,473,1,46
2020-12-10,920,1,19
2020-12-24,473,1,35
2020-12-01,265,1,313
2020-12-04,1028,1,36
2020-12-13,976,1,0
2021-06-02,92,10,416
2021-06-02,1158,5,422
2021-06-03,1180,10,266
2021-06-03,1141,2,75
2021-06-05,391,12,498
2021-06-09,924,3,22
2021-06-10,48,12,1116
2021-06-12,92,11,611
2021-06-17,1028,1,32
2021-06-19,924,3,9
2021-06-21,387,6,354
2021-06-23,781,14,593
2021-06-28,1158,8,841
2021-06-29,1180,7,281
2021-06-07,175,7,443
2021-06-11,1041,1,37
2021-06-12,1024,3,59
2021-06-14,213,6,380
2021-06-15,1193,5,259
2021-06-22,48,12,959
2021-06-22,781,14,508
2021-06-24,708,4,162
2021-06-24,1201,8,377
2021-06-26,972,6,120
2021-06-28,972,7,221
2021-06-01,924,3,3
2021-06-02,924,3,31
2021-06-05,1201,7,477
2021-06-14,924,3,37
2021-06-14,1149,3,34
2021-06-16,387,4,176
2021-06-16,1141,2,68
2021-06-17,1249,8,853
2021-06-21,1028,2,40
2021-06-23,92,9,531
2021-06-04,1262,3,143
2021-06-11,287,4,142
2021-06-15,989,2,207
2021-06-24,1141,2,36
2021-06-05,1024,3,124
2021-06-02,989,1,138
2021-06-02,1089,2,35
2021-06-12,1141,2,48
2021-06-18,1037,2,28
2021-06-24,920,2,37
2021-06-25,1149,1,59
2021-06-29,1072,5,190
2021-06-02,1045,2,70
2021-06-09,1045,2,81
2021-06-11,1145,1,0
2021-06-26,985,1,0
2021-06-19,1089,1,31
2021-05-03,1149,3,11
2021-05-07,1149,3,8
2021-05-08,1241,5,227
2021-05-10,369,6,247
2021-05-14,1249,8,498
2021-05-18,1249,8,474
2021-05-19,1253,9,477
2021-05-21,391,12,634
2021-05-22,213,5,144
2021-05-25,287,7,329
2021-05-25,175,7,280
2021-05-26,920,2,24
2021-05-26,1197,19,3962
2021-05-27,1158,6,471
2021-05-27,1180,8,244
2021-05-29,92,9,465
2021-05-29,1262,3,97
2021-05-31,1072,5,204
2021-05-31,781,16,833
2021-05-04,924,3,9
2021-05-07,391,13,787
