,hub_region,hub_sector,hub_id,hub_name,sl_rate,observation_num,mean,lower,upper,range,rider_no
443,South,MTTN,1154,KHH - Cam Lam - SOU - SUB 2,0.93,82,200.0,100.0,200.0,41.63941801567849,3.0
444,South,MTTN,1155,PHY - Song Cau - SOU - SUB 2,0.93,114,100.0,100.0,200.0,25.15461142417189,4.0
445,South,MTTN,1171,KHH - Binh Ba - SOU - SUB 2,0.93,71,0.0,0.0,0.0,3.148429531255521,1.0
446,South,MTTN,1185,QUA - Duy Xuyen - SOU - SUB 2,0.93,37,200.0,100.0,200.0,78.10688819657594,5.0
447,South,MTTN,1194,KHH - Khanh Son - SOU - SUB 2,0.93,82,0.0,0.0,0.0,7.305369729194724,1.0
448,South,MTTN,1199,LAD - Dam Rong - SOU - SUB 2,0.93,3,0.0,0.0,0.0,7.018771822391528,4.0
449,South,MTTN,1201,DAK - Krong Ana - SOU - SUB 2,0.93,82,100.0,100.0,100.0,25.13568608974015,5.0
450,South,MTTN,1238,DNG - NHS - SOU - DP,0.93,135,500.0,400.0,500.0,56.77183718195067,6.0
451,South,MTTN,1249,KHH - Nam Nha Trang - SOU - DP,0.93,115,400.0,400.0,500.0,110.62995015327175,10.0
452,South,MTTN,1250,KHH - Dien Khanh - SOU - SUB 2,0.93,72,200.0,100.0,200.0,50.03846439181081,6.0
453,South,MTTN,1257,LAD - Don Duong - SOU - SUB 2,0.93,42,200.0,100.0,200.0,65.45157581505966,7.0
454,South,MTTN,1259,LAD - Bao Lam - SOU - SUB 2,0.93,8,0.0,-0.0,0.0,0.6201464191240911,1.0
455,South,MTTN,1261,BID - An Nhon - SOU - SUB 2,0.93,22,200.0,100.0,300.0,131.2639361436991,7.0
