cal_date,hub_name,shipper_group,total_orders,total_orders_kpi,first_mile_cancelled_rate,first_attempt_ontime_rate_kpi,pu_success_ontime_rate
2021-07-31,HCM - Phu Nhuan - SOU - DP,DS,66,66,0.16670000,0.95450000,0.72730000
2021-07-31,HCM - District 10 - SOU - DP,DS,2,2,0E-8,0E-8,0E-8
2021-07-31,HN - Hai Ba Trung 1 - NOR - DP,DS,2,2,0E-8,1.00000000,1.00000000
2021-07-31,HN - Thanh Xuan 2 - NOR - DP,DS,17,17,0.05880000,0.70590000,0.70590000
2021-07-31,HN - Bac Tu Liem - NOR - DP,DS,39,37,0.07690000,1.00000000,0.76920000
2021-07-31,NAD - Nam Dinh - NOR,DS,1,1,0E-8,1.00000000,1.00000000
2021-07-31,HN - Ba Dinh - NOR - DP,DS,113,112,0.00880000,0.16960000,0.05310000
2021-07-31,THH - Thanh Hoa - NOR,DS,1,1,0E-8,1.00000000,1.00000000
2021-07-31,HCM - Go Vap A - SOU - DP,DS,103,101,0.03880000,0.94060000,0.30100000
2021-07-31,SOL - Moc Chau - NOR - SUB 2,DS,6,6,0E-8,1.00000000,1.00000000
2021-07-31,HCM - Go Vap B - SOU - DP,DS,6,6,0E-8,1.00000000,0.33330000
2021-07-31,HCM - Binh Thanh 1 - SOU - DP,DS,1,1,1.00000000,1.00000000,0E-8
2021-07-31,LAD - Bao Loc - SOU - SUB 2,DS,1,1,1.00000000,1.00000000,0E-8
2021-07-31,NAD - Nam Dinh - NOR,EN,17,16,0.05880000,1.00000000,0.94120000
2021-07-31,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),608,606,0.00490000,1.00000000,0.97860000
2021-07-31,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),4,3,0.25000000,0E-8,0E-8
2021-07-31,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),8,8,0E-8,1.00000000,1.00000000
2021-07-31,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),3,3,0E-8,1.00000000,1.00000000
2021-07-31,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),363,362,0.00280000,1.00000000,0.91180000
2021-07-31,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),5,5,0.20000000,0.40000000,0.20000000
2021-07-31,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),61,61,0E-8,1.00000000,0.85250000
2021-07-31,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),98,98,0E-8,1.00000000,0.98980000
2021-07-31,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),17,17,0.11760000,0.23530000,0.23530000
2021-07-31,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),9,9,0E-8,0.88890000,0.22220000
2021-07-31,LA - Long An - SOU,Lazada Master Account (ASC),9,9,0E-8,0.77780000,0.77780000
2021-07-31,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),67,67,0.07460000,0.89550000,0.43280000
2021-07-31,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),44,44,0.04550000,0.88640000,0.59090000
2021-07-31,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),11,11,0E-8,0.27270000,0.27270000
2021-07-31,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),28,28,0E-8,0.67860000,0.35710000
2021-07-31,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),21,21,0E-8,1.00000000,1.00000000
2021-07-31,HCM - Go Vap B - SOU - DP,Lazada Master Account (ASC),44,44,0.04550000,0.88640000,0.54550000
2021-07-31,HN - Hai Ba Trung 1 - NOR - DP,Others,5,0,1.00000000,,0E-8
2021-07-31,HCM - Phu Nhuan - SOU - DP,Others,1,1,0E-8,1.00000000,1.00000000
2021-07-31,HCM - Go Vap B - SOU - DP,Others,1,1,0E-8,1.00000000,1.00000000
2021-07-31,HN - Bac Tu Liem - NOR - DP,Self-Signup,1,1,0E-8,1.00000000,1.00000000
2021-07-31,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,108,95,0.21300000,0.36840000,0.29630000
2021-07-31,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,342,334,0.20180000,0.59280000,0.21350000
2021-07-31,BIP - Binh Phuoc - SOU,Shopee Vietnam,1,1,1.00000000,1.00000000,0E-8
2021-07-31,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,5,5,0E-8,1.00000000,0.60000000
2021-07-31,HCM - Go Vap A - SOU - DP,Shopee Vietnam,1749,1744,0.04460000,0.87330000,0.65410000
2021-07-31,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,451,450,0.09760000,0.78890000,0.67630000
2021-07-31,THH - Thanh Hoa - NOR,Shopee Vietnam,118,118,0.02540000,0.77970000,0.56780000
2021-07-31,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,9,9,0E-8,1.00000000,0.88890000
2021-07-31,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,388,362,0.10570000,0.56350000,0.46650000
2021-07-31,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,104,104,0E-8,1.00000000,0.95190000
2021-07-31,HN - Ba Dinh - NOR - DP,Shopee Vietnam,575,555,0.06610000,0.57660000,0.54960000
2021-07-31,HCM - District 10 - SOU - DP,Shopee Vietnam,286,271,0.08040000,0.43540000,0.40560000
2021-07-31,LA - Long An - SOU,Shopee Vietnam,5,5,0E-8,0E-8,0E-8
2021-07-31,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,18,18,0.05560000,1.00000000,0.72220000
2021-07-31,HCM - Go Vap B - SOU - DP,Shopee Vietnam,212,210,0.03300000,0.96670000,0.76890000
2021-07-31,NAD - Nam Dinh - NOR,Shopee Vietnam,257,253,0.03500000,0.86170000,0.73540000
2021-07-31,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,787,784,0.04570000,0.88650000,0.63410000
2021-07-31,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,1554,1544,0.03220000,0.99870000,0.80570000
2021-07-31,ANG - An Giang - SOU,Shopee Vietnam,1,1,0E-8,0E-8,0E-8
2021-07-31,PTH - Tam Nong - NOR - SUB 2,Tiki Marketplace,1,1,0E-8,1.00000000,0E-8
2021-07-31,NAD - Nam Dinh - NOR,Tiki Marketplace,1,1,0E-8,1.00000000,1.00000000
2021-07-30,HN - Hai Ba Trung 1 - NOR - DP,DS,12,12,0E-8,0.58330000,0.58330000
2021-07-30,HN - Bac Tu Liem - NOR - DP,DS,23,22,0.21740000,1.00000000,0.39130000
2021-07-30,DAK - Buon Ho - SOU - SUB 2,DS,5,5,0E-8,1.00000000,1.00000000
2021-07-30,HCM - Go Vap A - SOU - DP,DS,87,81,0.09200000,0.46910000,0.37930000
2021-07-30,HCM - Phu Nhuan - SOU - DP,DS,84,75,0.15480000,0.88000000,0.72620000
2021-07-30,HCM - Go Vap B - SOU - DP,DS,14,14,0E-8,1.00000000,0.28570000
2021-07-30,HCM - Binh Thanh 1 - SOU - DP,DS,57,57,0E-8,1.00000000,1.00000000
2021-07-30,HN - Thanh Xuan 2 - NOR - DP,DS,9,9,0E-8,0.44440000,0.44440000
2021-07-30,HN - Ba Dinh - NOR - DP,DS,109,108,0.03670000,0.98150000,0.46790000
2021-07-30,NAD - Nam Dinh - NOR,DS,1,1,0E-8,1.00000000,1.00000000
2021-07-30,PTH - Tam Nong - NOR - SUB 2,EN,31,31,0.70970000,1.00000000,0E-8
2021-07-30,HN - Thanh Xuan 2 - NOR - DP,EN,2,2,0E-8,0.50000000,0.50000000
2021-07-30,NAD - Nam Dinh - NOR,EN,19,19,0.10530000,1.00000000,0.89470000
2021-07-30,HN - Bac Tu Liem - NOR - DP,EN,6,6,0E-8,1.00000000,0E-8
2021-07-30,HN - Bac Tu Liem - NOR - DP,ES,1,1,0E-8,1.00000000,1.00000000
2021-07-30,HCM - Go Vap B - SOU - DP,ES,1,1,0E-8,1.00000000,0E-8
2021-07-30,HCM - Go Vap B - SOU - DP,Lazada Master Account (ASC),12,12,0.08330000,1.00000000,0.75000000
2021-07-30,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),18,18,0.05560000,0.94440000,0.61110000
2021-07-30,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),4,4,0E-8,1.00000000,1.00000000
2021-07-30,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),67,67,0.07460000,0.94030000,0.59700000
2021-07-30,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),7,7,0.57140000,0.71430000,0.14290000
2021-07-30,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),14,14,0.28570000,0.21430000,0.21430000
2021-07-30,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),204,204,0.00980000,0.99510000,0.84310000
2021-07-30,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),608,606,0.00490000,1.00000000,0.95560000
2021-07-30,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),19,18,0.05260000,0.77780000,0.73680000
2021-07-30,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),50,50,0.02000000,0.90000000,0.66000000
2021-07-30,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),8,8,0.25000000,0.50000000,0.25000000
2021-07-30,LA - Long An - SOU,Lazada Master Account (ASC),16,16,0E-8,0E-8,0E-8
2021-07-30,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),19,19,0.05260000,1.00000000,0.78950000
2021-07-30,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),25,25,0.04000000,0E-8,0E-8
2021-07-30,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),14,14,0E-8,1.00000000,0.85710000
2021-07-30,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),103,103,0E-8,1.00000000,0.97090000
2021-07-30,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),9,6,0.66670000,0.50000000,0.22220000
2021-07-30,HN - Hai Ba Trung 1 - NOR - DP,Others,2,0,1.00000000,,0E-8
2021-07-30,HCM - Phu Nhuan - SOU - DP,Others,2,2,0E-8,0.50000000,0E-8
2021-07-30,HN - Bac Tu Liem - NOR - DP,Self-Signup,1,1,0E-8,1.00000000,1.00000000
2021-07-30,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,745,740,0.08720000,0.94050000,0.60670000
2021-07-30,HN - Ba Dinh - NOR - DP,Shopee Vietnam,688,661,0.06100000,0.49770000,0.45490000
2021-07-30,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,827,783,0.08950000,0.38830000,0.32530000
2021-07-30,HCM - Go Vap B - SOU - DP,Shopee Vietnam,375,374,0.10130000,0.97330000,0.70930000
2021-07-30,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,3,3,0E-8,1.00000000,1.00000000
2021-07-30,HCM - District 10 - SOU - DP,Shopee Vietnam,246,234,0.06910000,0.33330000,0.31300000
2021-07-30,NAD - Nam Dinh - NOR,Shopee Vietnam,256,251,0.03130000,1.00000000,0.86330000
2021-07-30,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,314,308,0.16880000,0.82470000,0.48410000
2021-07-30,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,1469,1450,0.04970000,0.99790000,0.75150000
2021-07-30,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,191,183,0.09950000,0.65570000,0.58120000
2021-07-30,LA - Long An - SOU,Shopee Vietnam,3,2,0.33330000,0E-8,0E-8
2021-07-30,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,11,10,0E-8,0.90000000,0.63640000
2021-07-30,BIP - Binh Phuoc - SOU,Shopee Vietnam,1,1,0E-8,1.00000000,0E-8
2021-07-30,THH - Thanh Hoa - NOR,Shopee Vietnam,281,279,0.01420000,0.98570000,0.95020000
2021-07-30,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,341,339,0.07620000,0.72570000,0.63640000
2021-07-30,HCM - Go Vap A - SOU - DP,Shopee Vietnam,1778,1766,0.02920000,0.76440000,0.62600000
2021-07-30,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,45,44,0.11110000,1.00000000,0.84440000
2021-07-30,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,149,149,0.00670000,1.00000000,0.99330000
2021-07-30,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,3,3,0E-8,1.00000000,1.00000000
2021-07-30,HCM - Go Vap B - SOU - DP,Tiki Marketplace,2,2,0E-8,1.00000000,1.00000000
2021-07-30,NAD - Nam Dinh - NOR,Tiki Marketplace,3,3,0.33330000,1.00000000,0.33330000
2021-07-29,HN - Thanh Xuan 2 - NOR - DP,DS,21,21,0E-8,0.42860000,0.38100000
2021-07-29,HN - Hai Ba Trung 1 - NOR - DP,DS,13,13,0.07690000,1.00000000,0.92310000
2021-07-29,NAD - Nam Dinh - NOR,DS,3,3,0E-8,1.00000000,1.00000000
2021-07-29,HCM - Binh Thanh 1 - SOU - DP,DS,81,81,0.02470000,0.69140000,0.66670000
2021-07-29,HCM - Go Vap A - SOU - DP,DS,9,9,0.22220000,1.00000000,0.55560000
2021-07-29,HN - Ba Dinh - NOR - DP,DS,119,118,0.02520000,0.95760000,0.46220000
2021-07-29,HN - Bac Tu Liem - NOR - DP,DS,44,44,0.04550000,1.00000000,0.72730000
2021-07-29,HCM - Phu Nhuan - SOU - DP,DS,30,30,0.26670000,0.90000000,0.36670000
2021-07-29,HCM - Go Vap B - SOU - DP,DS,7,7,0E-8,0.85710000,0E-8
2021-07-29,HN - Bac Tu Liem - NOR - DP,EN,3,2,0.33330000,1.00000000,0.66670000
2021-07-29,NAD - Nam Dinh - NOR,EN,16,16,0.06250000,1.00000000,0.93750000
2021-07-29,PTH - Tam Nong - NOR - SUB 2,EN,3,3,1.00000000,1.00000000,0E-8
2021-07-29,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),7,6,0.14290000,0.33330000,0.28570000
2021-07-29,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),23,23,0E-8,0.91300000,0.91300000
2021-07-29,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),24,24,0E-8,1.00000000,0.45830000
2021-07-29,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),21,21,0.38100000,0.76190000,0.04760000
2021-07-29,BIP - Binh Phuoc - SOU,Lazada Master Account (ASC),1,1,1.00000000,1.00000000,0E-8
2021-07-29,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),15,14,0.20000000,0.35710000,0.26670000
2021-07-29,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),640,640,0E-8,1.00000000,0.95000000
2021-07-29,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),5,5,0.20000000,1.00000000,0.80000000
2021-07-29,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),50,50,0E-8,0.98000000,0.66000000
2021-07-29,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),37,37,0.05410000,1.00000000,0.48650000
2021-07-29,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),82,82,0E-8,1.00000000,0.97560000
2021-07-29,LA - Long An - SOU,Lazada Master Account (ASC),4,4,0E-8,0E-8,0E-8
2021-07-29,SOL - Moc Chau - NOR - SUB 2,Lazada Master Account (ASC),2,2,0E-8,1.00000000,1.00000000
2021-07-29,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),20,19,0.05000000,0E-8,0E-8
2021-07-29,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),34,33,0.02940000,1.00000000,0.64710000
2021-07-29,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),71,71,0.07040000,0.91550000,0.56340000
2021-07-29,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),265,256,0.03770000,0.99610000,0.93580000
2021-07-29,HCM - Go Vap B - SOU - DP,Lazada Master Account (ASC),30,29,0.06670000,0.65520000,0.13330000
2021-07-29,HN - Thanh Xuan 1 - NOR - DP,Others,10,10,0E-8,1.00000000,0E-8
2021-07-29,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,641,597,0.11080000,0.34840000,0.27770000
2021-07-29,HCM - Go Vap B - SOU - DP,Shopee Vietnam,553,544,0.09040000,0.95040000,0.79570000
2021-07-29,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,69,69,0E-8,1.00000000,0.94200000
2021-07-29,BIP - Binh Phuoc - SOU,Shopee Vietnam,4,4,1.00000000,0E-8,0E-8
2021-07-29,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,224,210,0.10270000,0.64760000,0.56250000
2021-07-29,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,1345,1332,0.04760000,0.99920000,0.82080000
2021-07-29,LA - Long An - SOU,Shopee Vietnam,7,4,0.42860000,0E-8,0E-8
2021-07-29,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,16,16,0E-8,1.00000000,1.00000000
2021-07-29,NAD - Nam Dinh - NOR,Shopee Vietnam,291,286,0.02410000,0.99650000,0.84880000
2021-07-29,HCM - Go Vap A - SOU - DP,Shopee Vietnam,1938,1927,0.07380000,0.79400000,0.55830000
2021-07-29,THH - Thanh Hoa - NOR,Shopee Vietnam,348,347,0.01440000,1.00000000,0.93680000
2021-07-29,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,830,826,0.05900000,0.90680000,0.40480000
2021-07-29,HN - Ba Dinh - NOR - DP,Shopee Vietnam,637,615,0.07220000,0.57070000,0.51810000
2021-07-29,ANG - An Giang - SOU,Shopee Vietnam,1,1,0E-8,0E-8,0E-8
2021-07-29,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,4,4,0E-8,1.00000000,0.75000000
2021-07-29,HCM - District 10 - SOU - DP,Shopee Vietnam,266,246,0.12410000,0.46340000,0.39850000
2021-07-29,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,371,366,0.32880000,0.93440000,0.02700000
2021-07-29,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,43,43,0.06980000,1.00000000,0.90700000
2021-07-29,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,401,392,0.08230000,0.56630000,0.52370000
2021-07-29,NAD - Nam Dinh - NOR,Tiki Marketplace,2,2,0E-8,1.00000000,1.00000000
2021-07-29,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,1,1,0E-8,1.00000000,1.00000000
2021-07-29,HCM - Go Vap B - SOU - DP,Tiki Marketplace,3,3,0.66670000,1.00000000,0E-8
2021-07-28,HCM - Phu Nhuan - SOU - DP,DS,69,69,0.15940000,0.76810000,0.33330000
2021-07-28,HN - Hai Ba Trung 1 - NOR - DP,DS,12,12,0E-8,0.83330000,0.75000000
2021-07-28,THH - Thanh Hoa - NOR,DS,1,1,0E-8,1.00000000,1.00000000
2021-07-28,HN - Bac Tu Liem - NOR - DP,DS,13,13,0E-8,1.00000000,0.69230000
2021-07-28,HCM - Binh Thanh 1 - SOU - DP,DS,119,119,0.00840000,0.76470000,0E-8
2021-07-28,DAK - Buon Ho - SOU - SUB 2,DS,4,4,0E-8,1.00000000,0.50000000
2021-07-28,HN - Thanh Xuan 2 - NOR - DP,DS,24,24,0.04170000,0.54170000,0.54170000
2021-07-28,HCM - Go Vap A - SOU - DP,DS,11,10,0.54550000,1.00000000,0.18180000
2021-07-28,HCM - Go Vap B - SOU - DP,DS,9,8,0.11110000,1.00000000,0.11110000
2021-07-28,HCM - District 10 - SOU - DP,DS,1,1,0E-8,0E-8,0E-8
2021-07-28,HN - Ba Dinh - NOR - DP,DS,154,153,0.05190000,0.64050000,0.41560000
2021-07-28,NAD - Nam Dinh - NOR,EN,21,21,0E-8,1.00000000,1.00000000
2021-07-28,PTH - Tam Nong - NOR - SUB 2,EN,3,3,0.33330000,1.00000000,0E-8
2021-07-28,HN - Bac Tu Liem - NOR - DP,EN,30,30,0.30000000,1.00000000,0.70000000
2021-07-28,HN - Thanh Xuan 2 - NOR - DP,EN,1,1,0E-8,0E-8,0E-8
2021-07-28,DAK - Buon Ho - SOU - SUB 2,ES,1,1,0E-8,1.00000000,1.00000000
2021-07-28,HCM - Phu Nhuan - SOU - DP,ES,1,1,0E-8,1.00000000,0E-8
2021-07-28,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),87,87,0E-8,1.00000000,0.89660000
2021-07-28,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),3,3,0E-8,0E-8,0E-8
2021-07-28,THH - Thanh Hoa - NOR,Lazada Master Account (ASC),239,239,0E-8,1.00000000,0.92050000
2021-07-28,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),18,18,0E-8,1.00000000,1.00000000
2021-07-28,LA - Long An - SOU,Lazada Master Account (ASC),31,31,0E-8,0.03230000,0.03230000
2021-07-28,BIP - Binh Phuoc - SOU,Lazada Master Account (ASC),1,1,0E-8,1.00000000,1.00000000
2021-07-28,HN - Ba Dinh - NOR - DP,Lazada Master Account (ASC),22,20,0.13640000,0E-8,0E-8
2021-07-28,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),43,43,0.02330000,1.00000000,0.55810000
2021-07-28,HCM - Go Vap B - SOU - DP,Lazada Master Account (ASC),14,14,0.07140000,0.85710000,0.35710000
2021-07-28,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),12,12,0E-8,1.00000000,0.66670000
2021-07-28,HCM - Binh Thanh 1 - SOU - DP,Lazada Master Account (ASC),14,14,0.35710000,1.00000000,0.21430000
2021-07-28,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),54,54,0.03700000,1.00000000,0.70370000
2021-07-28,HN - Thanh Xuan 2 - NOR - DP,Lazada Master Account (ASC),19,19,0E-8,0.84210000,0.84210000
2021-07-28,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),651,650,0.00610000,1.00000000,0.93090000
2021-07-28,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),6,6,0.33330000,0E-8,0E-8
2021-07-28,HN - Thanh Xuan 1 - NOR - DP,Lazada Master Account (ASC),7,7,0.14290000,0.28570000,0.28570000
2021-07-28,HCM - Go Vap A - SOU - DP,Lazada Master Account (ASC),42,42,0.02380000,0.85710000,0.57140000
2021-07-28,HN - Ba Dinh - NOR - DP,Shopee Vietnam,494,474,0.07290000,0.65820000,0.55470000
2021-07-28,HN - Hai Ba Trung 1 - NOR - DP,Shopee Vietnam,165,156,0.09090000,0.62180000,0.51520000
2021-07-28,NAD - Nam Dinh - NOR,Shopee Vietnam,251,249,0.03980000,1.00000000,0.87650000
2021-07-28,SOL - Moc Chau - NOR - SUB 2,Shopee Vietnam,5,5,0E-8,1.00000000,1.00000000
2021-07-28,THH - Thanh Hoa - NOR,Shopee Vietnam,271,268,0.01480000,0.99630000,0.96310000
2021-07-28,HCM - District 10 - SOU - DP,Shopee Vietnam,274,222,0.21900000,0.00900000,0.00730000
2021-07-28,LA - Long An - SOU,Shopee Vietnam,3,1,0.66670000,0E-8,0E-8
2021-07-28,BIP - Binh Phuoc - SOU,Shopee Vietnam,6,6,0E-8,1.00000000,1.00000000
2021-07-28,HCM - Phu Nhuan - SOU - DP,Shopee Vietnam,1018,1015,0.08640000,0.90740000,0.37720000
2021-07-28,HN - Bac Tu Liem - NOR - DP,Shopee Vietnam,1146,1139,0.06460000,0.99910000,0.83680000
2021-07-28,DAK - Buon Ho - SOU - SUB 2,Shopee Vietnam,142,136,0.04230000,1.00000000,0.92960000
2021-07-28,HCM - Go Vap B - SOU - DP,Shopee Vietnam,378,374,0.13490000,0.94920000,0.64290000
2021-07-28,PTH - Tam Nong - NOR - SUB 2,Shopee Vietnam,10,10,0E-8,1.00000000,0.90000000
2021-07-28,LAD - Bao Loc - SOU - SUB 2,Shopee Vietnam,17,17,0E-8,1.00000000,0.76470000
2021-07-28,HN - Thanh Xuan 1 - NOR - DP,Shopee Vietnam,205,192,0.11220000,0.42710000,0.38050000
2021-07-28,HCM - Go Vap A - SOU - DP,Shopee Vietnam,1732,1717,0.05370000,0.85380000,0.62470000
2021-07-28,HN - Thanh Xuan 2 - NOR - DP,Shopee Vietnam,458,436,0.07640000,0.52520000,0.47600000
2021-07-28,HCM - Binh Thanh 1 - SOU - DP,Shopee Vietnam,364,364,0.37640000,0.97530000,0.10990000
2021-07-28,THH - Thanh Hoa - NOR,Tiki Marketplace,1,1,0E-8,1.00000000,1.00000000
2021-07-28,HCM - Go Vap B - SOU - DP,Tiki Marketplace,1,1,0E-8,1.00000000,0E-8
2021-07-28,LAD - Bao Loc - SOU - SUB 2,Tiki Marketplace,2,2,0E-8,1.00000000,0E-8
2021-07-28,NAD - Nam Dinh - NOR,Tiki Marketplace,4,4,0E-8,1.00000000,1.00000000
2021-07-28,HN - Thanh Xuan 2 - NOR - DP,Tiki Marketplace,1,1,0E-8,0E-8,0E-8
2021-07-27,HCM - Binh Thanh 1 - SOU - DP,DS,235,234,0.18300000,0.83760000,0E-8
2021-07-27,HN - Bac Tu Liem - NOR - DP,DS,29,28,0.10340000,0.92860000,0.58620000
2021-07-27,DAK - Buon Ho - SOU - SUB 2,DS,1,1,0E-8,1.00000000,1.00000000
2021-07-27,HCM - Go Vap A - SOU - DP,DS,37,35,0.21620000,1.00000000,0E-8
2021-07-27,HN - Hai Ba Trung 1 - NOR - DP,DS,9,9,0.11110000,0.66670000,0.55560000
2021-07-27,NAD - Nam Dinh - NOR,DS,1,1,0E-8,1.00000000,1.00000000
2021-07-27,HN - Ba Dinh - NOR - DP,DS,289,289,0.01040000,0.13490000,0.03810000
2021-07-27,HCM - Go Vap B - SOU - DP,DS,6,3,0.50000000,0.66670000,0.16670000
2021-07-27,HN - Thanh Xuan 2 - NOR - DP,DS,24,23,0.08330000,0.69570000,0.66670000
2021-07-27,HCM - Phu Nhuan - SOU - DP,DS,67,63,0.31340000,0.47620000,0.26870000
2021-07-27,LA - Long An - SOU,DS,2,2,0.50000000,1.00000000,0.50000000
2021-07-27,HN - Bac Tu Liem - NOR - DP,EN,14,14,0E-8,0.85710000,0.42860000
2021-07-27,NAD - Nam Dinh - NOR,EN,18,18,0E-8,1.00000000,1.00000000
2021-07-27,PTH - Tam Nong - NOR - SUB 2,EN,6,6,1.00000000,1.00000000,0E-8
2021-07-27,HCM - Phu Nhuan - SOU - DP,ES,1,1,0E-8,1.00000000,0E-8
2021-07-27,DAK - Buon Ho - SOU - SUB 2,ES,1,1,0E-8,1.00000000,1.00000000
2021-07-27,LAD - Bao Loc - SOU - SUB 2,Lazada Master Account (ASC),42,42,0E-8,1.00000000,1.00000000
2021-07-27,LA - Long An - SOU,Lazada Master Account (ASC),101,101,0.05940000,0.66340000,0.23760000
2021-07-27,DAK - Buon Ho - SOU - SUB 2,Lazada Master Account (ASC),37,37,0E-8,1.00000000,0.89190000
2021-07-27,PTH - Tam Nong - NOR - SUB 2,Lazada Master Account (ASC),75,75,0E-8,1.00000000,0.92000000
2021-07-27,HCM - District 10 - SOU - DP,Lazada Master Account (ASC),10,10,0.10000000,0E-8,0E-8
2021-07-27,HN - Hai Ba Trung 1 - NOR - DP,Lazada Master Account (ASC),8,8,0.12500000,0.37500000,0.25000000
2021-07-27,NAD - Nam Dinh - NOR,Lazada Master Account (ASC),537,537,0E-8,1.00000000,0.96460000
2021-07-27,HN - Bac Tu Liem - NOR - DP,Lazada Master Account (ASC),43,43,0.04650000,0.37210000,0.32560000
2021-07-27,HCM - Phu Nhuan - SOU - DP,Lazada Master Account (ASC),12,12,0E-8,0.33330000,0.33330000
