Address City,Address Country,Area,Consol Hub,Country,Creation Datetime,Facility Type,Hub Sector,ID,Is Deleted,Is Delivery Hub,Last Mile Cutoff,Latitude,Longitude,Name,Parent Hub ID,Province Code,Region,Short Name,System ID,Sort Hub Flag,Virtual Hub Flag,Parent Hub Name,Sla Region,Created Month
Dak Lak,VN,sub2,,vn,2019-07-06T17:40:59Z,STATION,MTTN,999,0,1,12:00,12.745355,108.742497,DAK - MDrak - SOU - SUB 2,,DAK,South,Đắk Lắk,vn,0,0,,South,2019-07
Hồ Chí Minh,VN,metro,,vn,2016-04-15T09:58:07Z,CROSSDOCK,HCM,12,0,1,12:00,10.765586,106.582483,HCM - Binh Tan - SOU,,HCM,HCM,Hồ Chí Minh,vn,1,0,,HCM,2016-04
Khanh Hoa,VN,metro,,vn,2018-03-04T21:13:43Z,STATION,MTTN,323,0,1,12:00,12.262398,109.151152,KHH - NTR - SOU - DP,,KHH,South,Khánh Hòa,vn,0,0,,South,2018-03
Bắc Giang,VN,sub2,,vn,2018-03-09T20:58:22Z,STATION,NMM,329,0,1,12:00,21.441896,106.525356,BAG - Luc Ngan - NOR - SUB 2,,BAG,North,Bắc Giang,vn,0,0,,North,2018-03
Ninh Thuận,VN,sub1,,vn,2018-03-05T12:38:42Z,STATION,MTTN,327,0,1,12:00,11.586665,108.993848,NIT - Phan Rang - SOU,,NIT,South,Ninh Thuận,vn,0,0,,South,2018-03
Nam Định,VN,sub2,,vn,2018-03-12T15:13:27Z,STATION,DBSH,343,0,1,12:00,20.198799,106.305206,NAD - Hai Hau - NOR - SUB 2,,NAD,North,Nam Định,vn,0,0,,North,2018-03
Bình Thuận,VN,sub1,,vn,2018-03-23T12:58:22Z,STATION,DNB,407,0,1,12:00,10.6854148,107.7453216,BIT - La Gi - SOU - SUB 2,,BIT,South,Bình Thuận,vn,0,0,,South,2018-03
Bắc Giang,VN,sub2,,vn,2018-03-26T14:02:45Z,STATION,NMM,413,0,1,12:00,21.320681,106.844994,BAG - Son Dong - NOR - SUB 2,,BAG,North,Bắc Giang,vn,0,0,,North,2018-03
An Giang,VN,sub1,,vn,2018-03-14T16:16:32Z,STATION,MT,349,0,1,12:00,10.703543,105.112885,ANG - Chau Doc - SOU - SUB 2,,ANG,South,An Giang,vn,0,0,,South,2018-03
Cà Mau,VN,sub1,,vn,2018-03-21T16:39:59Z,STATION,MT,369,0,1,12:00,8.926894,105.011231,CAM - Cai Nuoc - SOU - SUB 2,,CAM,South,Cà Mau,vn,0,0,,South,2018-03
Dak Lak,VN,sub2,,vn,2018-03-23T12:27:48Z,STATION,MTTN,377,0,1,12:00,12.912036,108.278196,DAK - Buon Ho - SOU - SUB 2,,DAK,South,Đắk Lắk,vn,0,0,,South,2018-03
Ninh Bình,VN,sub2,,vn,2018-03-18T20:59:55Z,STATION,DBSH,363,0,1,12:00,20.34774,105.833547,NIB - Gia Vien - NOR - SUB 2,,NIB,North,Ninh Bình,vn,0,0,,North,2018-03
Kon Tum,VN,sub2,,vn,2018-03-23T12:29:50Z,STATION,MTTN,383,0,1,12:00,14.733079,107.6925933,KOT - Ngoc Hoi - SOU - SUB 2,,KOT,South,Kon Tum,vn,0,0,,South,2018-03
Long An,VN,sub1,,vn,2018-03-27T21:42:12Z,STATION,DNB,415,0,1,12:00,10.811824,106.392667,LA - Duc Hoa - SOU - SUB 2,,LA,South,Long An,vn,0,0,,South,2018-03
Khanh Hoa,VN,sub1,,vn,2018-03-23T19:43:08Z,STATION,MTTN,409,0,1,12:00,11.917702,109.137453,KHH - Cam Ranh - SOU - SUB 2,,KHH,South,Khánh Hòa,vn,0,0,,South,2018-03
Bình Phước,VN,sub1,,vn,2018-03-23T12:57:22Z,STATION,DNB,401,0,1,12:00,11.6310661,106.5983771,BIP - Binh Long - SOU - SUB 2,,BIP,South,Bình Phước,vn,0,0,,South,2018-03
Tiền Giang,VN,sub1,,vn,2018-03-05T12:30:37Z,STATION,MT,325,0,1,12:00,10.4158,106.1231,TG - Cai Lay - SOU - SUB 2,,TG,South,Tiền Giang,vn,0,0,,South,2018-03
Quảng Ninh,VN,sub2,,vn,2018-03-10T16:04:57Z,STATION,DBSH,335,0,1,12:00,21.110359,106.590355,QUN - Dong Trieu - NOR - SUB 2,,QUN,North,Quảng Ninh,vn,0,0,,North,2018-03
Dak Lak,VN,sub1,,vn,2018-03-23T12:27:27Z,STATION,MTTN,375,0,1,12:00,12.656491,108.105917,DAK - Lak - SOU - SUB 2,,DAK,South,Đắk Lắk,vn,0,0,,South,2018-03
Bình Phước,VN,sub1,,vn,2018-03-23T12:57:07Z,STATION,DNB,399,0,1,12:00,11.705322,107.158573,BIP - Bu Dang - SOU - SUB 2,,BIP,South,Bình Phước,vn,0,0,,South,2018-03
Hưng Yên,VN,sub2,,vn,2017-12-14T20:38:53Z,STATION,DBSH,251,0,1,12:00,20.907672,106.020922,HY - Yen My - NOR - SUB 2,,HY,North,Hưng Yên,vn,0,0,,North,2017-12
Ho Chi Minh,VN,metro,,vn,2017-12-25T04:12:57Z,OTHERS,Others,263,1,0,12:00,10.765586,106.582483,Test,,Tes,HCM,Test,vn,0,0,,HCM,2017-12
Hồ Chí Minh,VN,metro,,vn,2017-12-08T15:05:53Z,STATION,HCM,236,0,1,12:00,10.811674,106.679766,HCM - Phu Nhuan - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2017-12
Ho Chi Minh,VN,metro,,vn,2017-12-25T04:04:31Z,OTHERS,Others,257,1,0,12:00,10.765586,106.582483,Test,,Tes,HCM,Test,vn,0,0,,HCM,2017-12
Hồ Chí Minh,VN,metro,,vn,2017-09-06T09:57:19Z,STATION,HCM,112,0,1,12:00,10.830972,106.705464,HCM - Binh Thanh 1 - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2017-09
Kiên Giang,VN,metro,,vn,2017-09-29T13:26:34Z,STATION,MT,153,0,1,12:00,9.9840906,105.1035029,KIG - Kien Giang - SOU,,KIG,South,Kiên Giang,vn,0,0,,South,2017-09
Tien Giang,VN,sub2,,vn,2020-11-16T14:52:18Z,STATION,MT,1237,0,,12:00,10.356067,106.509801,TG - Cho Gao - SOU - SUB 2,,TG,South,Tiền Giang,vn,0,0,,South,2020-11
Thai Nguyen,VN,sub2,,vn,2020-07-28T10:12:01Z,STATION,NMM,1198,0,,12:00,21.6035779,105.4860979,THN - Dai Tu - NOR - SUB 2,,THN,North,Thái Nguyên,vn,0,0,,North,2020-07
Dak Lak,VN,sub2,,vn,2020-07-31T10:54:19Z,STATION,MTTN,1202,0,,12:00,12.656286,108.105916,DAK - Krong Bong - SOU - SUB 2,,DAK,South,Dak Lak,vn,0,0,,South,2020-07
Bến Tre,VN,sub2,,vn,2020-07-03T17:35:12Z,STATION,MT,1195,0,,12:00,10.10202,106.494791,BET - Giong Trom - SOU - SUB 2,,BET,South,Bến Tre,vn,0,0,,South,2020-07
Bà Rịa - Vũng Tàu,VN,sub1,,vn,2018-02-09T22:26:44Z,STATION,DNB,307,0,1,12:00,10.406242,107.221905,VT - Long Dien - SOU - SUB 2,,VT,South,Bà Rịa - Vũng Tàu,vn,0,0,,South,2018-02
Hà Tĩnh,VN,sub1,,vn,2018-01-15T09:56:25Z,STATION,BTB,279,0,1,12:00,18.269639,105.971358,HAT - Ha Tinh - NOR,,HAT,North,Hà Tĩnh,vn,0,0,,North,2018-01
Ben Tre,VN,sub1,,vn,2018-06-05T14:19:45Z,STATION,MT,511,0,1,12:00,10.178123,106.68177,BET - Binh Dai - SOU - SUB 2,,BET,South,Bến Tre,vn,0,0,,South,2018-06
Hòa Bình,VN,sub2,,vn,2018-04-09T14:10:51Z,STATION,NMM,435,0,1,12:00,20.582044,105.29005,HOB - Tan Lac - NOR - SUB 2,,HOB,North,Hòa Bình,vn,0,0,,North,2018-04
Hai Duong,VN,sub2,,vn,2018-04-14T10:45:49Z,STATION,DBSH,443,0,1,12:00,20.920875,106.504856,HD - Kim Thanh - NOR - SUB 2,,HD,North,Hải Dương,vn,0,0,,North,2018-04
Nghe An,VN,sub2,,vn,2019-12-02T13:38:16Z,STATION,BTB,1116,0,,12:00,19.67199,104.864879,NGA - Que Phong - NOR - SUB 2,,NGA,North,Nghệ An,vn,0,0,,North,2019-12
Phu Tho,VN,sub2,,vn,2019-12-27T15:41:32Z,STATION,NMM,1125,0,,12:00,21.420768,105.134118,PTH - Cam Khe - NOR - SUB 2,,PTH,North,Phú Thọ,vn,0,0,,North,2019-12
Hai Duong,VN,sub2,,vn,2019-12-31T10:24:23Z,STATION,DBSH,1127,0,,12:00,20.789315,106.305586,HD - Ninh Giang - NOR - SUB 2,,HD,North,Hải Dương,vn,0,0,,North,2019-12
VN,VN,,,vn,2019-12-27T15:40:12Z,OTHERS,Others,1123,0,,12:00,1.0,1.0,Freight 3PL - Interzone,,Fre,HCM,VN,vn,0,0,,HCM,2019-12
Khánh Hòa,VN,,,vn,2019-12-27T15:37:08Z,OTHERS,Others,1119,0,,12:00,1.0,1.0,Freight Inhouse - Nha Trang,,Fre,South,Khánh Hòa,vn,0,0,,South,2019-12
Cần Thơ,VN,,,vn,2019-12-27T15:38:50Z,OTHERS,Others,1121,0,,12:00,1.0,1.0,Freight Inhouse - Can Tho,,Fre,South,Cần Thơ,vn,0,0,,South,2019-12
Ninja Pack,VN,,,vn,2016-10-17T18:08:54Z,OTHERS,Others,23,1,0,12:00,1.0,1.0,Ninja Pack for Sales,,Nin,HN,Ninja Pack,vn,0,0,,HN,2016-10
Ho Chi Minh,VN,metro,,vn,2016-10-10T11:38:07Z,CROSSDOCK,HCM,18,0,1,12:00,10.765586,106.582483,HCM - Fulfillment - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2016-10
Tay Ninh,VN,sub2,,vn,2020-12-21T15:33:32Z,STATION,DNB,1241,0,,12:00,11.311702,106.174505,TAN - Duong Minh Chau - SOU - SUB 2,,TAN,South,Tây Ninh,vn,0,0,,South,2020-12
Khanh Hoa,VN,sub2,,vn,2019-05-23T18:22:59Z,STATION,MTTN,990,0,1,12:00,12.472979,109.108725,KHH - Ninh Hoa - SOU - SUB 2,,KHH,South,Khánh Hòa,vn,0,0,,South,2019-05
Cần Thơ,VN,metro,,vn,2016-11-28T22:59:19Z,STATION,MT,39,0,1,12:00,10.025953,105.750897,CT - CTH - SOU - DP,,CT,South,Cần Thơ,vn,0,0,,South,2016-11
Đà Nẵng,VN,metro,,vn,2016-11-01T19:59:23Z,STATION,MTTN,32,0,1,12:00,16.035537,108.218016,DNG - DAD - SOU - DP,,DNG,South,Đà Nẵng,vn,0,0,,Central,2016-11
Bắc Ninh,VN,metro,,vn,2016-11-30T01:29:18Z,STATION,DBSH,42,0,1,12:00,21.19162,106.052984,BN - Bac Ninh - NOR,,BN,North,Bắc Ninh,vn,0,0,,North,2016-11
Bắc Giang,VN,metro,,vn,2017-08-22T12:19:02Z,STATION,NMM,104,0,1,12:00,21.275434,106.176433,BAG - Bac Giang - NOR,,BAG,North,Bắc Giang,vn,0,0,,North,2017-08
Ha Noi,VN,metro,,vn,2018-07-26T19:03:40Z,OTHERS,Others,732,0,0,12:00,1.0,1.0,Freight - HN DP Liable,,Fre,HN,Hà Nội,vn,0,0,,HN,2018-07
Phu Yen,VN,sub2,,vn,2018-07-02T15:30:29Z,STATION,MTTN,670,0,1,12:00,12.996177,109.274829,PHY - Dong Hoa - SOU - SUB 2,,PHY,South,Phú Yên,vn,0,0,,South,2018-07
Lâm Đồng,VN,sub2,,vn,2018-07-02T15:32:48Z,STATION,MTTN,682,0,1,12:00,11.5119216,107.4925089,LAD - Da Teh - SOU - SUB 2,,LAD,South,Lâm Đồng,vn,0,0,,South,2018-07
Thái Bình,VN,sub2,,vn,2018-07-31T17:06:42Z,STATION,Others,738,0,0,12:00,20.542905,106.440454,Test,,Tes,North,Thai Binh,vn,0,0,,North,2018-07
Quang Ngai,VN,sub3,,vn,2018-07-31T17:07:59Z,STATION,MTTN,741,0,1,12:00,15.035617,108.4677416,QNG - Son Ha - SOU - SUB 2,,QNG,South,Quảng Ngãi,vn,0,0,,Central,2018-07
Ho Chi Minh,VN,,,vn,2018-07-25T13:49:16Z,OTHERS,HCM,726,0,0,12:00,1.0,1.0,HCM - Sendo Mall - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2018-07
Bà Rịa - Vũng Tàu,VN,sub1,,vn,2018-07-10T16:05:02Z,STATION,DNB,702,0,1,12:00,10.535829,107.402092,VT - Xuyen Moc - SOU - SUB 2,,VT,South,Bà Rịa - Vũng Tàu,vn,0,0,,South,2018-07
Kien Giang,VN,sub1,,vn,2018-07-13T12:05:38Z,STATION,MT,708,0,1,12:00,10.38414,104.47504,KIG - Ha Tien - SOU - SUB 2,,KIG,South,Kiên Giang,vn,0,0,,South,2018-07
Ho Chi Minh,VN,,,vn,2018-07-26T19:04:52Z,OTHERS,HCM,735,0,0,12:00,1.0,1.0,HCM Truck  Liable,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2018-07
Quang Ngai,VN,sub1,,vn,2018-07-02T15:33:30Z,STATION,MTTN,686,0,1,12:00,14.768747,108.739401,QNG - Ba To - SOU - SUB 2,,QNG,South,Quảng Ngãi,vn,0,0,,Central,2018-07
Kien Giang,VN,sub1,,vn,2018-07-02T13:17:58Z,STATION,MT,662,0,1,12:00,9.680177,105.111921,KIG - U Minh Thuong - SOU - SUB 2,,KIG,South,Kiên Giang,vn,0,0,,South,2018-07
VN,VN,,,vn,2018-09-16T11:20:04Z,OTHERS,Others,785,0,0,12:00,1.0,1.0,CX 2 Liable,,CX,HCM,VN,vn,0,0,,HCM,2018-09
Khanh Hoa,VN,metro,,vn,2018-09-16T12:05:14Z,CROSSDOCK,MTTN,805,0,1,12:00,12.262398,109.151152,KHH - Nha Trang - SOU,,KHH,South,Khánh Hòa,vn,1,0,,South,2018-09
Ha Noi,VN,,,vn,2018-09-14T15:48:43Z,OTHERS,HN,777,0,0,12:00,1.0,1.0,HN - SCJ - Pickup - NOR,,HN,HN,Hà Nội,vn,0,0,,HN,2018-09
Ho Chi Minh,VN,,,vn,2018-09-16T11:45:47Z,OTHERS,HCM,797,0,0,12:00,1.0,1.0,HCM Pickup Liable,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2018-09
Bình Thuận,VN,sub2,,vn,2018-03-23T12:58:05Z,STATION,DNB,405,0,1,12:00,11.086536,107.70042,BIT - Tanh Linh - SOU - SUB 2,,BIT,South,Bình Thuận,vn,0,0,,South,2018-03
Quảng Ninh,VN,sub1,,vn,2018-03-09T22:22:03Z,STATION,DBSH,331,0,1,12:00,21.500734,107.978696,QUN - Mong Cai - NOR,,QUN,North,Quảng Ninh,vn,0,0,,North,2018-03
Thái Bình,VN,sub2,,vn,2018-03-15T13:31:40Z,STATION,DBSH,355,0,1,12:00,20.592008,106.220247,THB - Hung Ha - NOR - SUB 2,,THB,North,Thái Bình,vn,0,0,,North,2018-03
Vĩnh Long,VN,sub1,,vn,2018-03-23T12:36:59Z,STATION,MT,393,0,1,12:00,10.103187,106.084026,VIL - Tra On - SOU - SUB 2,,VIL,South,Vĩnh Long,vn,0,0,,South,2018-03
Phú Thọ,VN,sub2,,vn,2018-03-12T15:12:18Z,STATION,NMM,341,0,1,12:00,21.449068,105.1912,PTH - Thanh Ba - NOR - SUB 2,,PTH,North,Phú Thọ,vn,0,0,,North,2018-03
Bạc Liêu,VN,sub1,,vn,2018-03-14T16:17:59Z,STATION,MT,351,0,1,12:00,9.227839,105.415738,BAL - Gia Rai - SOU - SUB 2,,BAL,South,Bạc Liêu,vn,0,0,,South,2018-03
Điện Biên,VN,sub3,,vn,2018-03-16T15:22:41Z,STATION,NMM,359,0,1,12:00,21.492033,103.218177,DIB - Tuan Giao - NOR - SUB 2,,DIB,North,Điện Biên,vn,0,0,,North,2018-03
Bến Tre,VN,sub1,,vn,2018-03-21T16:44:52Z,STATION,MT,373,0,1,12:00,10.122272,106.331458,BET - Mo Cay Nam - SOU - SUB 2,,BET,South,Bến Tre,vn,0,0,,South,2018-03
Lâm Đồng,VN,sub1,,vn,2018-03-23T12:30:08Z,STATION,MTTN,385,0,1,12:00,11.520483,107.831846,LAD - Bao Loc - SOU - SUB 2,,LAD,South,Lâm Đồng,vn,0,0,,South,2018-03
Bình Thuận,VN,sub1,,vn,2018-03-23T12:57:48Z,STATION,DNB,403,0,1,12:00,11.166098,108.560395,BIT - Tuy Phong - SOU - SUB 2,,BIT,South,Bình Thuận,vn,0,0,,South,2018-03
Quảng Ninh,VN,sub2,,vn,2018-03-10T16:07:41Z,STATION,DBSH,337,0,1,12:00,21.450219,107.702258,QUN - Hai Ha - NOR - SUB 2,,QUN,North,Quảng Ninh,vn,0,0,,North,2018-03
Bạc Liêu,VN,sub1,,vn,2018-03-14T16:54:48Z,STATION,MT,353,0,1,12:00,9.512088,105.489419,BAL - Hong Dan - SOU - SUB 2,,BAL,South,Bạc Liêu,vn,0,0,,South,2018-03
Quảng Ngãi,VN,sub1,,vn,2018-03-23T12:28:10Z,STATION,MTTN,379,0,1,12:00,15.0144,108.8703,QNG - Mo Duc - SOU - SUB 2,,QNG,South,Quảng Ngãi,vn,0,0,,Central,2018-03
Phú Thọ,VN,sub2,,vn,2018-03-15T14:13:41Z,STATION,NMM,357,0,1,12:00,21.185273,105.244007,PTH - Thanh Son - NOR - SUB 2,,PTH,North,Phú Thọ,vn,0,0,,North,2018-03
Hậu Giang,VN,sub1,,vn,2018-03-23T12:34:52Z,STATION,MT,389,0,1,12:00,9.768789,105.459094,HGI - Long My - SOU - SUB 2,,HGI,South,Hậu Giang,vn,0,0,,South,2018-03
Hậu Giang,VN,sub1,,vn,2018-03-23T12:35:51Z,STATION,MT,391,0,1,12:00,9.9331751,105.7260622,HGI - Phung Hiep - SOU - SUB 2,,HGI,South,Hậu Giang,vn,0,0,,South,2018-03
Hồ Chí Minh,VN,metro,,vn,2019-04-22T16:54:19Z,STATION,HCM,959,0,1,12:00,10.789798,106.704285,HCM - Fahasa - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2019-04
Vĩnh Phúc,VN,sub2,,vn,2019-04-25T15:19:41Z,STATION,Others,971,0,0,12:00,21.2696212,105.5749069,Test,,Tes,North,Vinh Phuc,vn,0,0,,North,2019-04
Lang Son,VN,sub2,,vn,2019-09-26T14:18:14Z,STATION,NMM,1049,0,,12:00,21.899799,106.320748,LAS - Bac Son - NOR - SUB 2,,LAS,North,Lạng Sơn,vn,0,0,,North,2019-09
Lang Son,VN,sub2,,vn,2019-09-26T14:21:09Z,STATION,NMM,1055,0,,12:00,22.249009,106.466686,LAS - Trang Dinh - NOR - SUB 2,,LAS,North,Lạng Sơn,vn,0,0,,North,2019-09
Binh Duong,VN,sub2,,vn,2019-09-26T15:07:11Z,STATION,DNB,1068,1,,12:00,10.948252,106.689901,BD - Lai Thieu - SOU - SUB 2,,BD,South,Bình Dương,vn,0,0,,South,2019-09
Yen Bai,VN,sub2,,vn,2019-09-25T16:40:41Z,STATION,NMM,1018,0,,12:00,21.729003,104.961123,YEB - Yen Binh - NOR - SUB 2,,YEB,North,Yên Bái,vn,0,0,,North,2019-09
Lai Chau,VN,sub2,,vn,2019-09-26T14:17:00Z,STATION,NMM,1046,0,,12:00,22.546554,103.292397,LAC - Phong Tho - NOR - SUB 2,,LAC,North,Lai Châu,vn,0,0,,North,2019-09
Cao Bang,VN,sub2,,vn,2019-09-26T14:23:44Z,STATION,NMM,1060,0,,12:00,22.430504,106.431243,CAB - Thach An - NOR - SUB 2,,CAB,North,Cao Bằng,vn,0,0,,North,2019-09
Cao Bang,VN,sub2,,vn,2019-09-26T14:26:22Z,STATION,NMM,1065,0,,12:00,22.948867,105.679518,CAB - Bao Lac - NOR - SUB 2,,CAB,North,Cao Bằng,vn,0,0,,North,2019-09
Long An,VN,sub2,,vn,2019-09-26T15:20:44Z,STATION,DNB,1076,0,,12:00,10.641546,106.18155,LA - Thanh Hoa - SOU - SUB 2,,LA,South,Long An,vn,0,0,,South,2019-09
Hai Phong,VN,sub2,,vn,2019-09-24T12:03:07Z,STATION,DBSH,1010,0,,12:00,20.862222,106.628472,HP - An Duong - NOR - SUB 2,,HP,North,Hải Phòng,vn,0,0,,North,2019-09
Bac Kan,VN,sub2,,vn,2019-09-26T14:08:50Z,STATION,NMM,1027,0,,12:00,22.236111,106.183122,BAK - Na Ri - NOR - SUB 2,,BAK,North,Bắc Kạn,vn,0,0,,North,2019-09
Cao Bang,VN,sub2,,vn,2019-09-26T14:24:53Z,STATION,NMM,1061,0,,12:00,22.695424,106.442758,CAB - Quang Uyen - NOR - SUB 2,,CAB,North,Cao Bằng,vn,0,0,,North,2019-09
Lang Son,VN,sub2,,vn,2019-09-26T14:19:03Z,STATION,NMM,1051,0,,12:00,21.658863,106.577768,LAS - Chi Lang - NOR - SUB 2,,LAS,North,Lạng Sơn,vn,0,0,,North,2019-09
Thừa Thiên Huế,VN,sub2,,vn,2019-09-30T11:33:36Z,STATION,BTB,1080,0,,12:00,16.29011,107.237,TTH - A Luoi - NOR - SUB 2,,TTH,North,Thừa Thiên Huế,vn,0,0,,Central,2019-09
Lai Chau,VN,sub2,,vn,2019-09-26T14:18:41Z,STATION,NMM,1050,0,,12:00,22.14437,103.020644,LAC - Nam Nhun - NOR - SUB 2,,LAC,North,Lai Châu,vn,0,0,,North,2019-09
Da Nang,VN,sub1,,vn,2019-09-22T19:37:14Z,STATION,MTTN,1004,0,,12:00,16.083634,108.12805,DNG - Lien Chieu - SOU - DP,,DNG,South,Đà Nẵng,vn,0,0,,Central,2019-09
Bac Ninh,VN,sub2,,vn,2019-09-24T11:50:27Z,STATION,DBSH,1009,0,,12:00,21.11913,105.97832,BN - Tu Son - NOR - SUB 2,,BN,North,Bắc Ninh,vn,0,0,,North,2019-09
Quang Binh,VN,sub2,,vn,2018-06-26T18:05:16Z,STATION,BTB,562,0,1,12:00,17.773733,106.441109,QUB - Quang Trach - NOR - SUB 2,,QUB,North,Quảng Bình,vn,0,0,,Central,2018-06
Lao Cai,VN,sub3,,vn,2018-06-26T21:51:22Z,STATION,NMM,622,0,1,12:00,22.340704,103.84076,LCA - Sapa - NOR - SUB 2,,LCA,North,Lào Cai,vn,0,0,,North,2018-06
Lao Cai,VN,sub3,,vn,2018-06-26T21:52:16Z,STATION,NMM,626,0,1,12:00,22.232205,104.476828,LCA - Bao Yen - NOR - SUB 2,,LCA,North,Lào Cai,vn,0,0,,North,2018-06
Dong Thap,VN,sub1,,vn,2018-06-04T23:45:55Z,STATION,MT,503,0,1,12:00,10.340579,105.7391188,DOT - Sa Dec - SOU - SUB 2,,DOT,South,Đồng Tháp,vn,0,0,,South,2018-06
Ha Tinh,VN,sub3,,vn,2018-06-26T20:35:19Z,STATION,BTB,606,0,1,12:00,18.063822,106.298801,HAT - Ky Anh - NOR - SUB 2,,HAT,North,Hà Tĩnh,vn,0,0,,North,2018-06
Yen Bai,VN,sub3,,vn,2018-06-26T22:15:39Z,STATION,NMM,654,0,1,12:00,21.88009,104.686835,YEB - Van Yen - NOR - SUB 2,,YEB,North,Yên Bái,vn,0,0,,North,2018-06
Yen Bai,VN,sub3,,vn,2018-06-28T13:03:50Z,STATION,NMM,658,0,1,12:00,21.593908,104.506845,YEB - Van Chan - NOR - SUB 2,,YEB,North,Yên Bái,vn,0,0,,North,2018-06
Quang Tri,VN,sub3,,vn,2018-06-26T21:57:32Z,STATION,BTB,638,0,1,12:00,17.062831,107.016222,QUT - Vinh Linh - NOR - SUB 2,,QUT,North,Quảng Trị,vn,0,0,,Central,2018-06
Phu Yen,VN,sub1,,vn,2018-06-22T12:06:18Z,STATION,MTTN,534,0,1,12:00,13.3605584,109.0977607,PHY - Tuy An - SOU - SUB 2,,PHY,South,Phú Yên,vn,0,0,,South,2018-06
Đồng Nai,VN,sub1,,vn,2018-06-25T17:34:43Z,STATION,DNB,554,0,1,12:00,11.0896911,107.0344544,DN - Vinh Cuu - SOU - SUB 2,,DN,South,Đồng Nai,vn,0,0,,South,2018-06
Ha Tinh,VN,sub3,,vn,2018-06-26T20:38:52Z,STATION,BTB,610,0,1,12:00,18.693537,105.778527,HAT - Nghi Xuan - NOR - SUB 2,,HAT,North,Hà Tĩnh,vn,0,0,,North,2018-06
Thanh Hóa,VN,sub2,,vn,2018-06-26T17:37:23Z,STATION,BTB,558,0,1,12:00,19.91677,105.811601,THH - Hoang Hoa - NOR - SUB 2,,THH,North,Thanh Hóa,vn,0,0,,North,2018-06
Tuyen Quang,VN,sub3,,vn,2018-06-26T19:37:47Z,STATION,NMM,602,0,1,12:00,21.825128,105.313606,TUQ - Yen Son - NOR - SUB 2,,TUQ,North,Tuyên Quang,vn,0,0,,North,2018-06
Can Tho,VN,sub1,,vn,2018-06-16T15:39:46Z,STATION,MT,522,0,1,12:00,10.2760421,105.5271409,CT - Thot Not - SOU - SUB 2,,CT,South,Cần Thơ,vn,0,0,,South,2018-06
Son La,VN,sub3,,vn,2018-06-26T18:18:46Z,STATION,NMM,570,0,1,12:00,21.058198,103.747276,SOL - Song Ma - NOR - SUB 2,,SOL,North,Sơn La,vn,0,0,,North,2018-06
Son La,VN,sub3,,vn,2018-06-26T18:31:18Z,STATION,NMM,578,0,1,12:00,21.200993,104.327685,SOL - Bac Yen - NOR - SUB 2,,SOL,North,Sơn La,vn,0,0,,North,2018-06
Son La,VN,sub3,,vn,2018-06-26T18:32:49Z,STATION,NMM,582,0,1,12:00,21.516614,104.02565,SOL - Muong La - NOR - SUB 2,,SOL,North,Sơn La,vn,0,0,,North,2018-06
Ha Noi,VN,metro,,vn,2018-12-07T23:31:59Z,STATION,HN,851,0,1,12:00,21.000333,105.857992,HN - Hai Ba Trung 1 - NOR - DP,,HN,HN,Hà Nội,vn,0,0,,HN,2018-12
Kien Giang,VN,sub1,,vn,2019-01-18T11:33:31Z,STATION,MT,875,0,1,12:00,10.28285,104.644313,KIG - Kien Luong - SOU - SUB 2,,KIG,South,Kiên Giang,vn,0,0,,South,2019-01
Bến Tre,VN,metro,,vn,2017-06-30T16:59:37Z,STATION,MT,84,0,1,12:00,10.234016,106.358509,BET - Ben Tre - SOU,,BET,South,Bến Tre,vn,0,0,,South,2017-06
Đắk Lắk,VN,sub2,,vn,2020-07-31T10:41:56Z,STATION,MTTN,1201,0,,12:00,12.696407,108.073434,DAK - Krong Ana - SOU - SUB 2,,DAK,South,Đắk Lắk,vn,0,0,,South,2020-07
Long An,VN,sub1,,vn,2020-07-09T18:01:59Z,STATION,DNB,1196,0,,12:00,10.897455,106.309329,LA - Duc Hue - SOU - SUB 2,,LA,South,Long An,vn,0,0,,South,2020-07
Sóc Trăng,VN,metro,,vn,2017-07-28T12:06:37Z,STATION,MT,96,0,1,12:00,9.600532,105.96984,SOT - Soc Trang - SOU,,SOT,South,Sóc Trăng,vn,0,0,,South,2017-07
Hanoi,VN,metro,,vn,2019-11-05T19:14:22Z,CROSSDOCK,Others,1102,0,,12:00,21.576277,105.829494,NOR - Sort 3 - WH,,NOR,North,Transit Hub_Northern,vn,0,0,,North,2019-11
Son La,VN,sub2,,vn,2019-11-06T22:18:11Z,STATION,NMM,1103,0,,12:00,20.786035,104.751038,SOL - Van Ho - NOR - SUB 2,,SOL,North,Sơn La,vn,0,0,,North,2019-11
Nghe An,VN,sub2,,vn,2019-11-07T16:03:58Z,STATION,BTB,1107,0,,12:00,19.308814,105.163507,NGA - Quy Hop - NOR - SUB 2,,NGA,North,Nghệ An,vn,0,0,,North,2019-11
