hub_id,hub_name,hub_region,province_code,created_month
634,LCA - Bac Ha - NOR - SUB 2,North,LCA,2018-06
646,LCA - Muong Khuong - NOR - SUB 2,North,LCA,2018-06
499,NIB - Kim Son - NOR - SUB 2,North,NIB,2018-06
526,BAG - Luc Nam - NOR - SUB 2,North,BAG,2018-06
562,QUB - Quang Trach - NOR - SUB 2,North,QUB,2018-06
622,LCA - Sapa - NOR - SUB 2,North,LCA,2018-06
626,LCA - Bao Yen - NOR - SUB 2,North,LCA,2018-06
590,DIB - Dien Bien Dong - NOR - SUB 2,North,DIB,2018-06
503,DOT - Sa Dec - SOU - SUB 2,South,DOT,2018-06
606,HAT - Ky Anh - NOR - SUB 2,North,HAT,2018-06
654,YEB - Van Yen - NOR - SUB 2,North,YEB,2018-06
658,YEB - Van Chan - NOR - SUB 2,North,YEB,2018-06
642,LCA - Bat Xat - NOR - SUB 2,North,LCA,2018-06
116,HCM - District 10 - SOU - DP,HCM,HCM,2017-09
140,QUN - Ha Long - NOR,North,QUN,2017-09
141,THH - Thanh Hoa - NOR,North,THH,2017-09
143,NIB - Ninh Binh - NOR,North,NIB,2017-09
125,HCM - District 2 - SOU - DP,HCM,HCM,2017-09
147,HCM - District 7 - SOU - DP,HCM,HCM,2017-09
155,HCM - District 12 A - SOU - DP,HCM,HCM,2017-09
130,HCM - Go Vap A - SOU - DP,HCM,HCM,2017-09
149,VIP - Vinh Phuc - NOR,North,VIP,2017-09
135,COVID-19,HCM,COV,2017-09
138,ANG - An Giang - SOU,South,ANG,2017-09
145,BIP - Binh Phuoc - SOU,South,BIP,2017-09
120,HCM - District 9 A - SOU - DP,HCM,HCM,2017-09
151,PTH - Phu Tho - NOR,North,PTH,2017-09
112,HCM - Binh Thanh 1 - SOU - DP,HCM,HCM,2017-09
153,KIG - Kien Giang - SOU,South,KIG,2017-09
74,HCM - Cu Chi - SOU - DP,HCM,HCM,2017-05
230,LAS - Lang Son - NOR,North,LAS,2017-11
216,HN - Ha Dong - NOR - DP,HN,HN,2017-11
222,HN - Hoang Mai 1 - NOR - DP,HN,HN,2017-11
224,QNG - Quang Ngai - SOU,South,QNG,2017-11
234,GIL - Gia Lai - SOU,South,GIL,2017-11
226,KOT - Kon Tum - SOU,South,KOT,2017-11
228,QUA - Hoi An - SOU,South,QUA,2017-11
220,TUQ - Tuyen Quang - NOR,North,TUQ,2017-11
218,LAC - Lai Chau - NOR,North,LAC,2017-11
232,HAG - Ha Giang - NOR,North,HAG,2017-11
1233,HCM - Go Vap B - SOU - DP,HCM,HCM,2020-11
1232,HN - Hai Ba Trung 2 - NOR - DP,HN,HN,2020-11
1236,HCM - District 5 - SOU - DP,HCM,HCM,2020-11
1234,Share Liability Bag:HCM WH +Truck - DP,HCM,Sha,2020-11
1235,HCM - District 3 - SOU - DP,HCM,HCM,2020-11
1228,CAM - U Minh - SOU - SUB 2,South,CAM,2020-11
1230,HN - Dong Da 2 - NOR - DP,HN,HN,2020-11
1231,HN - Thanh Xuan 2 - NOR - DP,HN,HN,2020-11
1237,TG - Cho Gao - SOU - SUB 2,South,TG,2020-11
1262,BD - Bac Tan Uyen - SOU - SUB 2,South,BD,2021-03
1274,CT - Cai Rang - SOU - SUB 2,South,CT,2021-03
1268,Freight Inhouse - Tay Nguyen,South,Fre,2021-03
1269,ANG - Tan Chau - SOU - SUB 2,South,ANG,2021-03
1270,ANG - An Phu - SOU - SUB 2,South,ANG,2021-03
1272,KIG - Tan Hiep - SOU - SUB 2,South,KIG,2021-03
1271,KIG - An Bien - SOU - SUB 2,South,KIG,2021-03
1266,VIL - Mang Thit - SOU - SUB 2,South,VIL,2021-03
1259,LAD - Bao Lam - SOU - SUB 2,South,LAD,2021-03
1267,VIL - Tam Binh - SOU - SUB 2,South,VIL,2021-03
1261,BID - An Nhon - SOU - SUB 2,South,BID,2021-03
1260,LAD - Da Lat 2 - SOU - DP,South,LAD,2021-03
1258,HCM - PUDO - Go Vap - SOU,HCM,HCM,2021-03
1273,DOT - Hong Ngu - SOU - SUB 2,South,DOT,2021-03
773,NIT - Ninh Son - SOU - SUB 2,South,NIT,2018-09
781,BD - Nam Tan Uyen - SOU - SUB 2,South,BD,2018-09
789,HN - Dong Anh - NOR - SUB 2 - DP,HN,HN,2018-09
88,DOT - Dong Thap - SOU,South,DOT,2017-07
92,TRV - Tra Vinh - SOU,South,TRV,2017-07
96,SOT - Soc Trang - SOU,South,SOT,2017-07
1206,HN - Hoan Kiem - NOR - DP,HN,HN,2020-08
1207,HN - Hoan Kiem - NOR - DP,HN,HN,2020-08
1210,HCM - Nha Be - SOU - DP,HCM,HCM,2020-08
1214,HN - Me Linh - NOR - SUB 2 - DP,HN,HN,2020-08
1211,HN - Hoang Mai 2 - NOR - DP,HN,HN,2020-08
1208,NGA - Nghi Loc - NOR - SUB 2,North,NGA,2020-08
1212,BIT - Da Mi - SOU - SUB 2,South,BIT,2020-08
1209,HN - Cau Giay 2 - NOR - DP,HN,HN,2020-08
1204,HN - Hoan Kiem - NOR - DP,HN,HN,2020-08
1205,HN - Hoan Kiem - NOR - DP,HN,HN,2020-08
1213,VT - Ba Ria - SOU - SUB 2,South,VT,2020-08
1172,KIG - An Thoi - SOU - SUB 2,South,KIG,2020-05
1170,HOB - Da Bac - NOR - SUB 2,North,HOB,2020-05
1179,DN - Long Binh Tan - SOU - SUB 2,South,DN,2020-05
1184,LA - Vinh Hung - SOU - SUB 2,South,LA,2020-05
1176,THB - Thai Thuy - NOR - SUB 2,North,THB,2020-05
1178,DN - Nhon Trach - SOU - SUB 2,South,DN,2020-05
1185,QUA - Duy Xuyen - SOU - SUB 2,South,QUA,2020-05
1171,KHH - Binh Ba - SOU - SUB 2,South,KHH,2020-05
1180,DN - Xuan Loc - SOU - SUB 2,South,DN,2020-05
1177,DN - Thong Nhat - SOU - SUB 2,South,DN,2020-05
1186,HCM Fleet Liable,HCM,HCM,2020-05
1175,TG - Cai Be - SOU - SUB 2,South,TG,2020-05
461,BD - Di An - SOU - SUB 2,South,BD,2018-05
495,THN - Dong Hy - NOR - SUB 2,North,THN,2018-05
463,LA - Can Giuoc - SOU - SUB 2,South,LA,2018-05
467,LAS - Binh Gia - NOR - SUB 2,North,LAS,2018-05
470,LAS - Van Lang - NOR - SUB 2,North,LAS,2018-05
482,HAG - Bac Quang - NOR - SUB 2,North,HAG,2018-05
466,HN - Dong Da 1 - NOR - DP,HN,HN,2018-05
485,HAG - Quan Ba - NOR - SUB 2,North,HAG,2018-05
473,LAC - Than Uyen - NOR - SUB 2,North,LAC,2018-05
488,DIB - Muong Nhe - NOR - SUB 2,North,DIB,2018-05
476,LAC - Tan Uyen - NOR - SUB 2,North,LAC,2018-05
479,HAG - Bac Me - NOR - SUB 2,North,HAG,2018-05
491,DIB - Nam Po - NOR - SUB 2,North,DIB,2018-05
847,HN - Ba Dinh - NOR - DP,HN,HN,2018-12
859,HN - Hoai Duc - NOR - SUB 2 - DP,HN,HN,2018-12
867,LAS - Cao Loc - NOR - SUB 2,North,LAS,2018-12
871,LAS - Loc Binh - NOR - SUB 2,North,LAS,2018-12
855,HN - Thanh Xuan 1 - NOR - DP,HN,HN,2018-12
851,HN - Hai Ba Trung 1 - NOR - DP,HN,HN,2018-12
863,HN - Cau Giay 1 - NOR - DP,HN,HN,2018-12
843,HN - Soc Son - NOR - SUB 2 - DP,HN,HN,2018-12
1001,QUA - Nong Son - SOU - SUB 2,South,QUA,2019-08
1002,HN - Thach That - NOR - SUB 2 - DP,HN,HN,2019-08
1128,LAC - Sin Ho Thap - NOR - SUB 2,North,LAC,2020-01
341,PTH - Thanh Ba - NOR - SUB 2,North,PTH,2018-03
351,BAL - Gia Rai - SOU - SUB 2,South,BAL,2018-03
359,DIB - Tuan Giao - NOR - SUB 2,North,DIB,2018-03
373,BET - Mo Cay Nam - SOU - SUB 2,South,BET,2018-03
385,LAD - Bao Loc - SOU - SUB 2,South,LAD,2018-03
403,BIT - Tuy Phong - SOU - SUB 2,South,BIT,2018-03
337,QUN - Hai Ha - NOR - SUB 2,North,QUN,2018-03
353,BAL - Hong Dan - SOU - SUB 2,South,BAL,2018-03
379,QNG - Mo Duc - SOU - SUB 2,South,QNG,2018-03
357,PTH - Thanh Son - NOR - SUB 2,North,PTH,2018-03
389,HGI - Long My - SOU - SUB 2,South,HGI,2018-03
391,HGI - Phung Hiep - SOU - SUB 2,South,HGI,2018-03
327,NIT - Phan Rang - SOU,South,NIT,2018-03
343,NAD - Hai Hau - NOR - SUB 2,North,NAD,2018-03
407,BIT - La Gi - SOU - SUB 2,South,BIT,2018-03
413,BAG - Son Dong - NOR - SUB 2,North,BAG,2018-03
349,ANG - Chau Doc - SOU - SUB 2,South,ANG,2018-03
369,CAM - Cai Nuoc - SOU - SUB 2,South,CAM,2018-03
377,DAK - Buon Ho - SOU - SUB 2,South,DAK,2018-03
363,NIB - Gia Vien - NOR - SUB 2,North,NIB,2018-03
383,KOT - Ngoc Hoi - SOU - SUB 2,South,KOT,2018-03
415,LA - Duc Hoa - SOU - SUB 2,South,LA,2018-03
409,KHH - Cam Ranh - SOU - SUB 2,South,KHH,2018-03
401,BIP - Binh Long - SOU - SUB 2,South,BIP,2018-03
325,TG - Cai Lay - SOU - SUB 2,South,TG,2018-03
335,QUN - Dong Trieu - NOR - SUB 2,North,QUN,2018-03
375,DAK - Lak - SOU - SUB 2,South,DAK,2018-03
399,BIP - Bu Dang - SOU - SUB 2,South,BIP,2018-03
323,KHH - NTR - SOU - DP,South,KHH,2018-03
329,BAG - Luc Ngan - NOR - SUB 2,North,BAG,2018-03
331,QUN - Mong Cai - NOR,North,QUN,2018-03
355,THB - Hung Ha - NOR - SUB 2,North,THB,2018-03
393,VIL - Tra On - SOU - SUB 2,South,VIL,2018-03
361,BAG - Hiep Hoa - NOR - SUB 2,North,BAG,2018-03
371,DN - Dinh Quan - SOU - SUB 2,South,DN,2018-03
395,TRV - Tieu Can - SOU - SUB 2,South,TRV,2018-03
397,BIP - Phuoc Long - SOU - SUB 2,South,BIP,2018-03
339,VIP - Lap Thach - NOR - SUB 2,North,VIP,2018-03
345,THN - Pho Yen - NOR - SUB 2,North,THN,2018-03
347,THN - Phu Luong - NOR - SUB 2,North,THN,2018-03
367,CAM - Thoi Binh - SOU - SUB 2,South,CAM,2018-03
381,QNG - Binh Son - SOU - SUB 2,South,QNG,2018-03
411,QUA - Nui Thanh - SOU - SUB 2,South,QUA,2018-03
319,BID - Quy Nhon - SOU,South,BID,2018-03
321,PHY - Tuy Hoa - SOU,South,PHY,2018-03
333,QUN - Tien Yen - NOR - SUB 2,North,QUN,2018-03
365,DIB - Muong Cha - NOR - SUB 2,North,DIB,2018-03
387,NIT - Ninh Phuoc - SOU - SUB 2,South,NIT,2018-03
405,BIT - Tanh Linh - SOU - SUB 2,South,BIT,2018-03
823,HCM - Tan Binh 1 - SOU - DP,HCM,HCM,2018-11
835,HN - My Duc - NOR - SUB 2 - DP,HN,HN,2018-11
839,HN - Chuong My - NOR - SUB 2 - DP,HN,HN,2018-11
827,HN - Son Tay - NOR - SUB 2 - DP,HN,HN,2018-11
831,HN - Thuong Tin - NOR - SUB 2 - DP,HN,HN,2018-11
26,HD - Hai Duong - NOR,North,HD,2016-10
20,DN - Dong Nai - SOU,South,DN,2016-10
28,HP - Hai Phong - NOR,North,HP,2016-10
22,VT - Vung Tau - SOU,South,VT,2016-10
674,QUA - Hiep Duc - SOU - SUB 2,South,QUA,2018-07
690,NGA - Hoang Mai - NOR - SUB 2,North,NGA,2018-07
696,BIT - Ham Thuan Bac - SOU - SUB 2,South,BIT,2018-07
711,HAG - Vi Xuyen - NOR - SUB 2,North,HAG,2018-07
732,Freight - HN DP Liable,HN,Fre,2018-07
670,PHY - Dong Hoa - SOU - SUB 2,South,PHY,2018-07
682,LAD - Da Teh - SOU - SUB 2,South,LAD,2018-07
738,Test,North,Tes,2018-07
741,QNG - Son Ha - SOU - SUB 2,South,QNG,2018-07
702,VT - Xuyen Moc - SOU - SUB 2,South,VT,2018-07
708,KIG - Ha Tien - SOU - SUB 2,South,KIG,2018-07
686,QNG - Ba To - SOU - SUB 2,South,QNG,2018-07
662,KIG - U Minh Thuong - SOU - SUB 2,South,KIG,2018-07
714,QUA - Nam Giang - SOU - SUB 2,South,QUA,2018-07
699,BIT - Duc Linh - SOU - SUB 2,South,BIT,2018-07
666,TRV - Duyen Hai - SOU - SUB 2,South,TRV,2018-07
687,TTH - Phu Loc - NOR - SUB 2,North,TTH,2018-07
678,LAD - Lam Ha - SOU - SUB 2,South,LAD,2018-07
693,BIT - Ham Thuan Nam - SOU - SUB 2,South,BIT,2018-07
729,Test,North,Tes,2018-07
705,KIG - Hon Dat - SOU - SUB 2,South,KIG,2018-07
717,QUA - Dai Loc - SOU - SUB 2,South,QUA,2018-07
1004,DNG - Lien Chieu - SOU - DP,South,DNG,2019-09
1009,BN - Tu Son - NOR - SUB 2,North,BN,2019-09
1019,TUQ - Na Hang - NOR - SUB 2,North,TUQ,2019-09
1025,THH - Quan Hoa - NOR - SUB 2,North,THH,2019-09
1056,LAS - Van Quan - NOR - SUB 2,North,LAS,2019-09
1062,CAB - Trung Khanh - NOR - SUB 2,North,CAB,2019-09
1071,BD - Phu Giao - SOU - SUB 2,South,BD,2019-09
1072,BD - Dau Tieng - SOU - SUB 2,South,BD,2019-09
1005,BN - Que Vo - NOR - SUB 2,North,BN,2019-09
1007,BN - Thuan Thanh - NOR - SUB 2,North,BN,2019-09
1017,YEB - Luc Yen - NOR - SUB 2,North,YEB,2019-09
1021,TUQ - Lam Binh - NOR - SUB 2,North,TUQ,2019-09
1028,THH - Quan Son - NOR - SUB 2,North,THH,2019-09
1058,CAB - Ha Quang - NOR - SUB 2,North,CAB,2019-09
1059,CAB - Thong Nong - NOR - SUB 2,North,CAB,2019-09
1006,BN - Tien Du - NOR - SUB 2,North,BN,2019-09
1011,HP - Kien An - NOR - SUB 2,North,HP,2019-09
1015,HP - Duong Kinh - NOR - SUB 2,North,HP,2019-09
1032,SOL - Quynh Nhai - NOR - SUB 2,North,SOL,2019-09
1034,SOL - Thuan Chau - NOR - SUB 2,North,SOL,2019-09
1043,HAG - Quang Binh - NOR - SUB 2,North,HAG,2019-09
1048,LAC - Sin Ho - NOR - SUB 2,North,LAC,2019-09
1013,HP - Thuy Nguyen - NOR - SUB 2,North,HP,2019-09
1031,BAK - Cho Don - NOR - SUB 2,North,BAK,2019-09
1035,HAG - Yen Minh - NOR - SUB 2,North,HAG,2019-09
1052,LAC - Muong Te - NOR - SUB 2,North,LAC,2019-09
1066,CAB - Bao Lam - NOR - SUB 2,North,CAB,2019-09
1024,THH - Thuong Xuan - NOR - SUB 2,North,THH,2019-09
1045,HAT - Huong Khe - NOR - SUB 2,North,HAT,2019-09
1057,CAB - Tra Linh - NOR - SUB 2,North,CAB,2019-09
1074,CT - Phong Dien - SOU - SUB 2,South,CT,2019-09
1075,LA - Thu Thua - SOU - SUB 2,South,LA,2019-09
1077,LA - Chau Thanh - SOU - SUB 2,South,LA,2019-09
1078,QUA - Phuoc Son - SOU - SUB 2,South,QUA,2019-09
1026,BAK - Ngan Son - NOR - SUB 2,North,BAK,2019-09
1041,HAG - Hoang Su Phi - NOR - SUB 2,North,HAG,2019-09
1042,HAG - Xin Man - NOR - SUB 2,North,HAG,2019-09
1044,HAT - Duc Tho - NOR - SUB 2,North,HAT,2019-09
1014,HP - Hai An - NOR - SUB 2,North,HP,2019-09
1020,TUQ - Ham Yen - NOR - SUB 2,North,TUQ,2019-09
1036,SOL - Phu Yen - NOR - SUB 2,North,SOL,2019-09
1063,CAB - Ha Lang - NOR - SUB 2,North,CAB,2019-09
1070,BD - Thuan Giao - SOU - SUB 2,South,BD,2019-09
1003,BET - Cho Lach - SOU - SUB 2,South,BET,2019-09
1016,YEB - Mu Cang Chai - NOR - SUB 2,North,YEB,2019-09
1022,THH - Nhu Thanh - NOR - SUB 2,North,THH,2019-09
1023,THH - Thach Thanh - NOR - SUB 2,North,THH,2019-09
1040,SOL - Yen Chau - NOR - SUB 2,North,SOL,2019-09
1079,TTH - Phong Dien - NOR - SUB 2,North,TTH,2019-09
1051,LAS - Chi Lang - NOR - SUB 2,North,LAS,2019-09
1080,TTH - A Luoi - NOR - SUB 2,North,TTH,2019-09
1050,LAC - Nam Nhun - NOR - SUB 2,North,LAC,2019-09
1008,BN - Yen Phong - NOR - SUB 2,North,BN,2019-09
1038,SOL - Sop Cop - NOR - SUB 2,North,SOL,2019-09
1053,LAS - Dinh Lap - NOR - SUB 2,North,LAS,2019-09
1054,LAS - Huu Lung - NOR - SUB 2,North,LAS,2019-09
1064,NGA - Quy Chau - NOR - SUB 2,North,NGA,2019-09
1030,THH - Ba Thuoc - NOR - SUB 2,North,THH,2019-09
1033,BAK - Ba Be - NOR - SUB 2,North,BAK,2019-09
1037,HAG - Meo Vac - NOR - SUB 2,North,HAG,2019-09
1039,HAG - Dong Van - NOR - SUB 2,North,HAG,2019-09
1047,NGA - Tan Ky - NOR - SUB 2,North,NGA,2019-09
1067,CAB - Phuc Hoa - NOR - SUB 2,North,CAB,2019-09
1069,BD - Phu Hoa - SOU - SUB 2,South,BD,2019-09
1073,CT - Binh Thuy - SOU - SUB 2 - Disable,South,CT,2019-09
1012,HP - Le Chan - NOR - SUB 2,North,HP,2019-09
1029,BAK - Cho Moi - NOR - SUB 2,North,BAK,2019-09
1049,LAS - Bac Son - NOR - SUB 2,North,LAS,2019-09
1055,LAS - Trang Dinh - NOR - SUB 2,North,LAS,2019-09
1068,BD - Lai Thieu - SOU - SUB 2,South,BD,2019-09
1018,YEB - Yen Binh - NOR - SUB 2,North,YEB,2019-09
1046,LAC - Phong Tho - NOR - SUB 2,North,LAC,2019-09
1060,CAB - Thach An - NOR - SUB 2,North,CAB,2019-09
1065,CAB - Bao Lac - NOR - SUB 2,North,CAB,2019-09
1076,LA - Thanh Hoa - SOU - SUB 2,South,LA,2019-09
1010,HP - An Duong - NOR - SUB 2,North,HP,2019-09
1027,BAK - Na Ri - NOR - SUB 2,North,BAK,2019-09
1061,CAB - Quang Uyen - NOR - SUB 2,North,CAB,2019-09
100,NAD - Nam Dinh - NOR,North,NAD,2017-08
104,BAG - Bac Giang - NOR,North,BAG,2017-08
108,THN - Thai Nguyen - NOR,North,THN,2017-08
989,BIT - Phu Quy - SOU - SUB 2,South,BIT,2019-05
981,CAM - Ngoc Hien - SOU - SUB 2,South,CAM,2019-05
986,PHY - Song Hinh - SOU - SUB 2,South,PHY,2019-05
975,QUB - Bo Trach - NOR - SUB 2,North,QUB,2019-05
978,KIG - Tien Hai - SOU - SUB 2,South,KIG,2019-05
985,QNG - Ly Son - SOU - SUB 2,South,QNG,2019-05
976,KIG - Hon Nghe - SOU - SUB 2,South,KIG,2019-05
980,TG - Tan Phu Dong - SOU - SUB 2,South,TG,2019-05
983,BID - Vinh Thanh - SOU - SUB 2,South,BID,2019-05
977,KIG - Kien Hai - SOU - SUB 2,South,KIG,2019-05
982,BID - Hoai An - SOU - SUB 2,South,BID,2019-05
990,KHH - Ninh Hoa - SOU - SUB 2,South,KHH,2019-05
984,BID - An Lao - SOU - SUB 2,South,BID,2019-05
987,KHH - Van Ninh - SOU - SUB 2,South,KHH,2019-05
972,CAM - Nam Can - SOU - SUB 2,South,CAM,2019-05
988,KIG - Phu Quoc - SOU - SUB 2,South,KIG,2019-05
979,ANG - Tri Ton - SOU - SUB 2,South,ANG,2019-05
1116,NGA - Que Phong - NOR - SUB 2,North,NGA,2019-12
1125,PTH - Cam Khe - NOR - SUB 2,North,PTH,2019-12
1127,HD - Ninh Giang - NOR - SUB 2,North,HD,2019-12
1126,HOB - Luong Son - NOR - SUB 2,North,HOB,2019-12
1115,NGA - Anh Son - NOR - SUB 2,North,NGA,2019-12
1117,Freight Inhouse - Ha Noi,HN,Fre,2019-12
1256,ANG - Binh Hoa - SOU - SUB 2,South,ANG,2021-02
1254,HD - Kinh Mon - NOR - SUB 2,North,HD,2021-02
1257,LAD - Don Duong - SOU - SUB 2,South,LAD,2021-02
1253,THN - Thai Nguyen 2 - NOR,North,THN,2021-02
1255,THN - Vo Nhai - NOR - SUB 2,North,THN,2021-02
1242,VIP - Yen Lac - NOR - SUB 2,North,VIP,2021-01
1250,KHH - Dien Khanh - SOU - SUB 2,South,KHH,2021-01
1249,KHH - Nam Nha Trang - SOU - DP,South,KHH,2021-01
1251,QUN - Ba Che - NOR - SUB 2,North,QUN,2021-01
1246,Freght 3PL - interzone,HCM,Fre,2021-01
1248,NGA - Dien Chau - NOR - SUB 2,North,NGA,2021-01
1244,THH - Quang Xuong - NOR - SUB 2,North,THH,2021-01
1243,QUN - Bai Chay - NOR - SUB 2,North,QUN,2021-01
1252,BAG - Viet Yen - NOR - SUB 2,North,BAG,2021-01
759,DN - Trang Bom - SOU - SUB 2,South,DN,2018-08
756,TAN - Tan Chau - SOU - SUB 2,South,TAN,2018-08
753,SOT - Tran De - SOU - SUB 2,South,SOT,2018-08
747,TG - Tan Phuoc - SOU - SUB 2,South,TG,2018-08
744,DAN - Dak Glong - SOU - SUB 2,South,DAN,2018-08
750,ANG - Phu Tan - SOU - SUB 2,South,ANG,2018-08
