cal_date,hub_name,dest_hub_id,dest_hub_region,shipper_group,parcels_attempt_ontime,parcels_attempt_late,attempt_day1_OTP,parcels_success_day1_ontime,parcels_success_day1_late,succcess_day1_OTP,parcels_success_day2_ontime,parcels_success_day2_late,succcess_day2_OTP,parcels_success_day3_ontime,parcels_success_day3_late,succcess_day3_OTP,volume_of_ontime_KPI,parcels_rts,rts_rate,volume_of_rts_KPI
4/6/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,281,1,0.996453901,243,39,0.861702128,253,29,0.897163121,259,23,0.918439716,282,20,0.071942446,278
4/6/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2923,11,0.996250852,2673,261,0.911042945,2864,70,0.976141786,2889,45,0.984662577,2934,35,0.011929107,2934
4/5/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,300,12,0.961538462,253,59,0.810897436,277,35,0.887820513,289,23,0.926282051,312,16,0.054607509,293
4/5/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2231,8,0.996426976,1972,267,0.880750335,2153,86,0.961589996,2179,60,0.973202322,2239,53,0.023671282,2239
4/4/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,176,0,1,144,32,0.818181818,157,19,0.892045455,161,15,0.914772727,176,11,0.063218391,174
4/4/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,526,1,0.998102467,462,65,0.876660342,513,14,0.973434535,518,9,0.982922201,527,11,0.020872865,527
4/3/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,452,0,1,376,76,0.831858407,416,36,0.920353982,427,25,0.944690265,452,20,0.045454545,440
4/3/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1303,9,0.993140244,1109,203,0.84527439,1256,56,0.957317073,1277,35,0.973323171,1312,32,0.024390244,1312
4/2/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,584,0,1,510,74,0.873287671,532,52,0.910958904,550,34,0.941780822,584,21,0.037567084,559
4/2/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1432,10,0.993065187,1287,155,0.892510402,1391,51,0.964632455,1417,25,0.982662968,1442,25,0.017337032,1442
4/1/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,603,0,1,533,70,0.883913765,557,46,0.92371476,569,34,0.943615257,603,23,0.03891709,591
4/1/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1591,19,0.988198758,1454,156,0.90310559,1561,49,0.969565217,1578,32,0.980124224,1610,33,0.020496894,1610
3/31/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,503,0,1,432,71,0.858846918,457,46,0.908548708,468,35,0.930417495,503,29,0.058232932,498
3/31/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1784,2,0.998880179,1623,163,0.908734602,1735,51,0.971444569,1747,39,0.978163494,1786,36,0.020156775,1786
3/30/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,344,0,1,299,45,0.869186047,318,26,0.924418605,324,20,0.941860465,344,14,0.041176471,340
3/30/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1389,19,0.986505682,1250,158,0.887784091,1371,37,0.973721591,1388,20,0.985795455,1408,22,0.015625,1408
3/29/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,440,1,0.997732426,371,70,0.841269841,401,40,0.909297052,403,38,0.9138322,441,37,0.085057471,435
3/29/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2094,1,0.999522673,1911,184,0.912171838,2028,67,0.968019093,2042,53,0.974701671,2095,50,0.023866348,2095
3/28/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,127,0,1,100,27,0.787401575,111,16,0.874015748,116,11,0.913385827,127,12,0.097560976,123
3/28/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,584,2,0.996587031,537,49,0.916382253,571,15,0.97440273,576,10,0.982935154,586,12,0.020477816,586
3/27/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,295,1,0.996621622,247,49,0.834459459,273,23,0.922297297,277,19,0.935810811,296,12,0.041666667,288
3/27/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1407,6,0.995753715,1225,188,0.866949752,1380,33,0.976645435,1391,22,0.98443029,1413,21,0.014861996,1413
3/26/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,338,0,1,296,42,0.875739645,310,28,0.917159763,318,20,0.940828402,338,15,0.046583851,322
3/26/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1301,1,0.999231951,1188,114,0.912442396,1266,36,0.97235023,1282,20,0.984639017,1302,25,0.019201229,1302
3/25/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,275,0,1,239,36,0.869090909,254,21,0.923636364,258,17,0.938181818,275,17,0.0625,272
3/25/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1545,11,0.992930591,1414,142,0.90874036,1498,58,0.962724936,1511,45,0.971079692,1556,42,0.026992288,1556
3/24/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,280,0,1,240,40,0.857142857,252,28,0.9,258,22,0.921428571,280,22,0.080882353,272
3/24/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1621,0,1,1489,132,0.918568785,1575,46,0.971622455,1588,33,0.979642196,1621,34,0.020974707,1621
3/23/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,198,1,0.994974874,169,30,0.849246231,186,13,0.934673367,186,13,0.934673367,199,11,0.055837563,197
3/23/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1148,10,0.991364421,1053,105,0.909326425,1125,33,0.971502591,1137,21,0.981865285,1158,22,0.018998273,1158
3/22/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,320,6,0.981595092,280,46,0.858895706,299,27,0.917177914,301,25,0.923312883,326,21,0.066037736,318
3/22/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1916,6,0.996878252,1767,155,0.919354839,1861,61,0.968262227,1877,45,0.976586889,1922,44,0.02289282,1922
3/21/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,143,0,1,119,24,0.832167832,123,20,0.86013986,126,17,0.881118881,143,14,0.1,140
3/21/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,382,0,1,346,36,0.905759162,375,7,0.981675393,376,6,0.984293194,382,9,0.023560209,382
3/20/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,295,0,1,225,70,0.762711864,269,26,0.911864407,277,18,0.938983051,295,14,0.048951049,286
3/20/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1348,10,0.99263623,1124,234,0.827687776,1323,35,0.974226804,1331,27,0.98011782,1358,29,0.021354934,1358
3/19/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,384,2,0.994818653,341,45,0.883419689,357,29,0.924870466,362,24,0.937823834,386,16,0.042666667,375
3/19/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1427,16,0.988911989,1242,201,0.860706861,1392,51,0.964656965,1416,27,0.981288981,1443,25,0.017325017,1443
3/18/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,283,3,0.98951049,249,37,0.870629371,260,26,0.909090909,266,20,0.93006993,286,19,0.067375887,282
3/18/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1617,12,0.992633517,1480,149,0.908532842,1581,48,0.97053407,1594,35,0.978514426,1629,33,0.020257827,1629
3/17/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,272,0,1,243,29,0.893382353,257,15,0.944852941,260,12,0.955882353,272,12,0.045801527,262
3/17/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1660,4,0.997596154,1528,136,0.918269231,1617,47,0.971754808,1634,30,0.981971154,1664,29,0.017427885,1664
3/16/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,254,1,0.996078431,224,31,0.878431373,234,21,0.917647059,240,15,0.941176471,255,16,0.062992126,254
3/16/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1205,5,0.995867769,1107,103,0.914876033,1180,30,0.975206612,1186,24,0.980165289,1210,21,0.017355372,1210
3/15/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,260,1,0.996168582,227,34,0.869731801,241,20,0.923371648,243,18,0.931034483,261,17,0.065637066,259
3/15/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1817,6,0.996708722,1654,169,0.907295666,1759,64,0.964893033,1770,53,0.970927043,1823,43,0.023587493,1823
3/14/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,132,0,1,119,13,0.901515152,126,6,0.954545455,128,4,0.96969697,132,4,0.03030303,132
3/14/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,433,1,0.997695853,408,26,0.940092166,428,6,0.986175115,431,3,0.993087558,434,4,0.00921659,434
3/13/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,307,2,0.993527508,253,56,0.818770227,284,25,0.919093851,287,22,0.928802589,309,19,0.063122924,301
3/13/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1348,7,0.994833948,1168,187,0.86199262,1317,38,0.97195572,1332,23,0.98302583,1355,23,0.01697417,1355
3/12/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,347,4,0.988603989,291,60,0.829059829,323,28,0.92022792,329,22,0.937321937,351,20,0.05730659,349
3/12/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1384,15,0.989278056,1209,190,0.864188706,1346,53,0.962115797,1370,29,0.979270908,1399,33,0.023588277,1399
3/11/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,337,15,0.957386364,308,44,0.875,325,27,0.923295455,331,21,0.940340909,352,16,0.045454545,352
3/11/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1664,16,0.99047619,1511,169,0.899404762,1631,49,0.970833333,1650,30,0.982142857,1680,29,0.017261905,1680
3/10/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,309,1,0.996774194,279,31,0.9,284,26,0.916129032,291,19,0.938709677,310,18,0.058631922,307
3/10/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1791,4,0.997771588,1657,138,0.923119777,1753,42,0.976601671,1766,29,0.983844011,1795,29,0.016155989,1795
3/9/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,352,3,0.991549296,310,45,0.873239437,335,20,0.943661972,340,15,0.957746479,355,14,0.040697674,344
3/9/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1498,12,0.99205298,1306,204,0.864900662,1456,54,0.964238411,1471,39,0.974172185,1510,35,0.023178808,1510
3/8/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,225,14,0.941422594,193,46,0.807531381,218,21,0.912133891,221,18,0.924686192,239,10,0.043103448,232
3/8/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1923,17,0.991237113,1696,244,0.874226804,1876,64,0.967010309,1902,38,0.980412371,1940,33,0.017010309,1940
3/7/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,144,0,1,121,23,0.840277778,134,10,0.930555556,135,9,0.9375,144,5,0.035971223,139
3/7/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,662,3,0.995488722,560,105,0.842105263,639,26,0.960902256,651,14,0.978947368,665,23,0.034586466,665
3/6/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,287,6,0.979522184,223,70,0.76109215,260,33,0.887372014,269,24,0.918088737,293,18,0.06360424,283
3/6/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2453,65,0.974185862,2061,457,0.818506751,2415,103,0.959094519,2444,74,0.970611597,2518,62,0.024622716,2518
3/5/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,310,7,0.977917981,254,63,0.80126183,273,44,0.861198738,291,26,0.917981073,317,24,0.077419355,310
3/5/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2518,67,0.974081238,2243,342,0.867698259,2487,98,0.962088975,2532,53,0.979497099,2585,55,0.021276596,2585
3/4/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,341,9,0.974285714,296,54,0.845714286,313,37,0.894285714,330,20,0.942857143,350,21,0.060344828,348
3/4/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2024,135,0.937471051,1831,328,0.848077814,2050,109,0.949513664,2104,55,0.974525243,2159,42,0.019453451,2159
3/3/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,238,7,0.971428571,210,35,0.857142857,225,20,0.918367347,232,13,0.946938776,245,11,0.045454545,242
3/3/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1819,73,0.96141649,1647,245,0.8705074,1814,78,0.958773784,1832,60,0.968287526,1892,49,0.02589852,1892
3/2/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,228,9,0.962025316,180,57,0.759493671,209,28,0.88185654,221,16,0.932489451,237,17,0.072649573,234
3/2/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,990,28,0.972495088,889,129,0.873280943,983,35,0.965618861,1000,18,0.982318271,1018,16,0.015717092,1018
3/1/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,237,14,0.944223108,209,42,0.832669323,231,20,0.920318725,235,16,0.93625498,251,12,0.047808765,251
3/1/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1554,60,0.962825279,1400,214,0.867410161,1555,59,0.963444857,1578,36,0.977695167,1614,32,0.019826518,1614
2/28/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,155,4,0.974842767,138,21,0.867924528,146,13,0.918238994,148,11,0.93081761,159,9,0.058064516,155
2/28/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,628,43,0.935916542,555,116,0.827123696,634,37,0.94485842,647,24,0.964232489,671,26,0.038748137,671
2/27/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,311,12,0.962848297,249,74,0.770897833,292,31,0.904024768,301,22,0.931888545,323,17,0.054140127,314
2/27/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1156,68,0.944444444,972,252,0.794117647,1171,53,0.956699346,1197,27,0.977941176,1224,27,0.022058824,1224
2/26/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,424,15,0.965831435,370,69,0.842824601,400,39,0.911161731,418,21,0.952164009,439,28,0.064665127,433
2/26/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1379,119,0.920560748,1257,241,0.839118825,1434,64,0.957276368,1474,24,0.983978638,1498,18,0.012016021,1498
2/25/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,323,16,0.95280236,286,53,0.843657817,297,42,0.876106195,309,30,0.911504425,339,24,0.072507553,331
2/25/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1392,90,0.939271255,1281,201,0.86437247,1380,102,0.931174089,1417,65,0.956140351,1482,33,0.022267206,1482
2/24/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,198,9,0.956521739,172,35,0.830917874,186,21,0.898550725,191,16,0.922705314,207,18,0.087378641,206
2/24/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1580,117,0.931054803,1471,226,0.866823807,1617,80,0.952857985,1636,61,0.964054213,1697,43,0.025338833,1697
2/23/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,186,10,0.948979592,171,25,0.87244898,183,13,0.933673469,187,9,0.954081633,196,7,0.035714286,196
2/23/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,823,57,0.935227273,744,136,0.845454545,850,30,0.965909091,865,15,0.982954545,880,16,0.018181818,880
2/22/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,300,6,0.980392157,255,51,0.833333333,272,34,0.888888889,280,26,0.91503268,306,23,0.07641196,301
2/22/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1691,79,0.955367232,1566,204,0.884745763,1712,58,0.967231638,1727,43,0.975706215,1770,41,0.023163842,1770
2/21/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,77,0,1,66,11,0.857142857,68,9,0.883116883,69,8,0.896103896,77,8,0.103896104,77
2/21/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,442,0,1,379,63,0.857466063,427,15,0.966063348,431,11,0.975113122,442,12,0.027149321,442
2/20/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,306,8,0.974522293,242,72,0.770700637,280,34,0.891719745,290,24,0.923566879,314,21,0.067961165,309
2/20/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1163,62,0.949387755,969,256,0.791020408,1183,42,0.965714286,1201,24,0.980408163,1225,30,0.024489796,1225
2/19/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,186,6,0.96875,146,46,0.760416667,163,29,0.848958333,174,18,0.90625,192,21,0.109375,192
2/19/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1014,31,0.970334928,853,192,0.816267943,977,68,0.93492823,1007,38,0.963636364,1045,39,0.037320574,1045
2/18/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,64,0,1,43,21,0.671875,50,14,0.78125,52,12,0.8125,64,7,0.109375,64
2/18/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,469,2,0.995753715,399,72,0.847133758,453,18,0.961783439,459,12,0.974522293,471,11,0.023354565,471
2/17/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,137,19,0.878205128,90,66,0.576923077,105,51,0.673076923,114,42,0.730769231,156,33,0.212903226,155
2/17/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,331,28,0.922005571,237,122,0.660167131,295,64,0.821727019,310,49,0.863509749,359,37,0.103064067,359
2/9/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,80,1,0.987654321,52,29,0.641975309,66,15,0.814814815,72,9,0.888888889,81,8,0.098765432,81
2/9/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,469,24,0.951318458,363,130,0.736308316,434,59,0.880324544,446,47,0.904665314,493,44,0.089249493,493
2/8/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,204,0,1,154,50,0.754901961,167,37,0.818627451,181,23,0.887254902,204,21,0.106060606,198
2/8/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,653,5,0.992401216,563,95,0.8556231,618,40,0.939209726,635,23,0.965045593,658,26,0.039513678,658
2/7/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,104,0,1,88,16,0.846153846,92,12,0.884615385,97,7,0.932692308,104,11,0.106796117,103
2/7/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,625,6,0.990491284,560,71,0.88748019,605,26,0.958795563,608,23,0.963549921,631,23,0.036450079,631
2/6/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,295,8,0.97359736,239,64,0.788778878,265,38,0.874587459,275,28,0.907590759,303,31,0.10367893,299
2/6/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1487,105,0.934045226,1251,341,0.78580402,1487,105,0.934045226,1513,79,0.950376884,1592,90,0.056532663,1592
2/5/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,338,18,0.949438202,278,78,0.780898876,302,54,0.848314607,319,37,0.896067416,356,32,0.092485549,346
2/5/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1985,205,0.906392694,1762,428,0.80456621,2045,145,0.933789954,2097,93,0.957534247,2190,89,0.040639269,2190
2/4/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,309,7,0.977848101,261,55,0.825949367,274,42,0.867088608,282,34,0.892405063,316,32,0.102893891,311
2/4/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1895,123,0.939048563,1717,301,0.850842418,1912,106,0.947472745,1957,61,0.969772052,2018,67,0.033201189,2018
2/3/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,337,3,0.991176471,277,63,0.814705882,295,45,0.867647059,300,40,0.882352941,340,35,0.103857567,337
2/3/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2211,85,0.962979094,1950,346,0.849303136,2184,112,0.951219512,2224,72,0.968641115,2296,80,0.034843206,2296
2/2/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,175,1,0.994318182,148,28,0.840909091,166,10,0.943181818,167,9,0.948863636,176,8,0.045977011,174
2/2/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1044,21,0.98028169,929,136,0.872300469,1023,42,0.96056338,1037,28,0.97370892,1065,31,0.029107981,1065
2/1/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,409,11,0.973809524,316,104,0.752380952,368,52,0.876190476,380,40,0.904761905,420,25,0.061124694,409
2/1/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2402,251,0.905390124,1999,654,0.753486619,2468,185,0.930267622,2554,99,0.962683754,2653,82,0.030908406,2653
1/31/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,231,2,0.991416309,175,58,0.751072961,204,29,0.875536481,208,25,0.892703863,233,13,0.057017544,228
1/31/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1508,4,0.997354497,1186,326,0.784391534,1436,76,0.94973545,1469,43,0.971560847,1512,39,0.025793651,1512
1/30/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,297,1,0.996644295,209,89,0.701342282,254,44,0.852348993,262,36,0.879194631,298,27,0.094736842,285
1/30/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2519,240,0.913011961,2007,752,0.727437477,2618,141,0.948894527,2680,79,0.971366437,2759,66,0.023921711,2759
1/29/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,249,2,0.992031873,206,45,0.820717131,224,27,0.892430279,232,19,0.924302789,251,10,0.040816327,245
1/29/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2507,63,0.975486381,2219,351,0.863424125,2435,135,0.947470817,2502,68,0.973540856,2570,50,0.019455253,2570
1/28/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,398,2,0.995,339,61,0.8475,356,44,0.89,367,33,0.9175,400,24,0.0625,384
1/28/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2904,82,0.972538513,2629,357,0.880442063,2899,87,0.970864032,2932,54,0.981915606,2986,53,0.017749498,2986
1/27/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,423,2,0.995294118,378,47,0.889411765,398,27,0.936470588,400,25,0.941176471,425,23,0.054761905,420
1/27/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2178,44,0.98019802,1999,223,0.899639964,2158,64,0.97119712,2178,44,0.98019802,2222,50,0.02250225,2222
1/26/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,290,2,0.993150685,252,40,0.863013699,273,19,0.934931507,276,16,0.945205479,292,13,0.045454545,286
1/26/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1770,62,0.966157205,1556,276,0.849344978,1787,45,0.975436681,1806,26,0.98580786,1832,35,0.019104803,1832
1/25/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,375,2,0.99469496,316,61,0.838196286,342,35,0.907161804,348,29,0.923076923,377,21,0.057065217,368
1/25/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2127,46,0.978831109,1931,242,0.888633226,2105,68,0.968706857,2124,49,0.977450529,2173,49,0.022549471,2173
1/24/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,156,0,1,135,21,0.865384615,146,10,0.935897436,148,8,0.948717949,156,6,0.040268456,149
1/24/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1021,0,1,866,155,0.848188051,995,26,0.97453477,1003,18,0.982370225,1021,25,0.024485798,1021
1/23/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,437,0,1,337,100,0.771167048,390,47,0.892448513,408,29,0.933638444,437,28,0.065268065,429
1/23/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1937,96,0.952779144,1574,459,0.774225283,1940,93,0.954254796,1985,48,0.976389572,2033,47,0.023118544,2033
1/22/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,278,1,0.996415771,229,50,0.82078853,243,36,0.870967742,252,27,0.903225806,279,23,0.084558824,272
1/22/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1908,109,0.945959346,1695,322,0.840356966,1960,57,0.971740208,1976,41,0.979672781,2017,43,0.02131879,2017
1/21/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,421,0,1,351,70,0.833729216,373,48,0.885985748,384,37,0.912114014,421,34,0.08478803,401
1/21/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2075,104,0.952271684,1804,375,0.827902708,2087,92,0.957778798,2112,67,0.96925195,2179,66,0.030289123,2179
1/20/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,257,0,1,218,39,0.848249027,233,24,0.906614786,239,18,0.929961089,257,21,0.084,250
1/20/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2029,84,0.960246096,1876,237,0.887837198,2070,43,0.979649787,2082,31,0.985328916,2113,29,0.013724562,2113
1/19/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,264,2,0.992481203,227,39,0.853383459,246,20,0.92481203,250,16,0.939849624,266,15,0.057251908,262
1/19/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1570,15,0.990536278,1431,154,0.902839117,1548,37,0.976656151,1564,21,0.986750789,1585,24,0.015141956,1585
1/18/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,348,2,0.994285714,292,58,0.834285714,318,32,0.908571429,325,25,0.928571429,350,23,0.066666667,345
1/18/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2167,26,0.988144095,1981,212,0.903328773,2130,63,0.97127223,2140,53,0.975832193,2193,45,0.020519836,2193
1/17/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,212,0,1,176,36,0.830188679,197,15,0.929245283,198,14,0.933962264,212,13,0.063414634,205
1/17/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1192,1,0.999161777,1039,154,0.870913663,1155,38,0.968147527,1169,24,0.979882649,1193,38,0.031852473,1193
1/16/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,270,0,1,192,78,0.711111111,246,24,0.911111111,251,19,0.92962963,270,16,0.059701493,268
1/16/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1763,112,0.940266667,1469,406,0.783466667,1802,73,0.961066667,1828,47,0.974933333,1875,42,0.0224,1875
1/15/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,291,1,0.996575342,259,33,0.886986301,271,21,0.928082192,278,14,0.952054795,292,16,0.054982818,291
1/15/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1961,73,0.964110128,1790,244,0.880039331,1972,62,0.969518191,2006,28,0.986234022,2034,35,0.017207473,2034
1/14/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,280,0,1,239,41,0.853571429,253,27,0.903571429,262,18,0.935714286,280,16,0.060150376,266
1/14/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,1983,36,0.982169391,1758,261,0.870728083,1956,63,0.968796434,1974,45,0.977711738,2019,49,0.02426944,2019
1/13/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,328,0,1,285,43,0.868902439,305,23,0.929878049,310,18,0.945121951,328,17,0.053291536,319
1/13/2021,HCM - District 10 - SOU - DP,116,HCM,Shopee,2291,30,0.987074537,2101,220,0.90521327,2259,62,0.973287376,2278,43,0.981473503,2321,50,0.021542439,2321
1/12/2021,HCM - District 10 - SOU - DP,116,HCM,Non-Shopee,248,0,1,222,26,0.89516129,234,14,0.943548387,238,10,0.959677419,248,6,0.024590164,244
