cal_date,hub_name,dest_hub_id,dest_hub_region,shipper_group,parcels_attempt_ontime,parcels_attempt_late,attempt_day1_OTP,parcels_success_day1_ontime,parcels_success_day1_late,succcess_day1_OTP,parcels_success_day2_ontime,parcels_success_day2_late,succcess_day2_OTP,parcels_success_day3_ontime,parcels_success_day3_late,succcess_day3_OTP,volume_of_ontime_KPI,parcels_rts,rts_rate,volume_of_rts_KPI
7/12/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,830,690,0.546052632,486,1034,0.319736842,858,662,0.564473684,894,626,0.588157895,1520,563,0.370394737,1520
7/11/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,186,10,0.948979592,162,34,0.826530612,171,25,0.87244898,172,24,0.87755102,196,18,0.092307692,195
7/11/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,109,21,0.838461538,89,41,0.684615385,105,25,0.807692308,110,20,0.846153846,130,19,0.146153846,130
7/10/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,377,109,0.775720165,291,195,0.598765432,328,158,0.674897119,340,146,0.699588477,486,119,0.250526316,475
7/10/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1343,329,0.803229665,1174,498,0.70215311,1282,390,0.766746411,1316,356,0.78708134,1672,311,0.186004785,1672
7/9/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,378,100,0.790794979,259,219,0.541841004,301,177,0.629707113,316,162,0.661087866,478,92,0.203991131,451
7/9/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1902,152,0.925998053,1602,452,0.779941577,1712,342,0.833495618,1739,315,0.846640701,2054,273,0.132911392,2054
7/8/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,205,33,0.861344538,116,122,0.487394958,179,59,0.75210084,192,46,0.806722689,238,33,0.141630901,233
7/8/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1661,232,0.877443212,1229,664,0.64923402,1676,217,0.885367142,1722,171,0.909667195,1893,130,0.068674062,1893
7/7/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,516,111,0.822966507,350,277,0.558213716,439,188,0.70015949,471,156,0.751196172,627,100,0.167504188,597
7/7/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1052,180,0.853896104,851,381,0.690746753,1058,174,0.858766234,1108,124,0.899350649,1232,88,0.071428571,1232
7/6/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,549,76,0.8784,188,437,0.3008,549,76,0.8784,567,58,0.9072,625,353,0.5648,625
7/6/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1034,256,0.801550388,919,371,0.712403101,1110,180,0.860465116,1182,108,0.91627907,1290,62,0.048062016,1290
7/5/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,448,55,0.890656064,325,178,0.64612326,364,139,0.723658052,378,125,0.751491054,503,74,0.149494949,495
7/5/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,851,86,0.908217716,764,173,0.815368196,841,96,0.897545358,871,66,0.929562433,937,40,0.042689434,937
7/4/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,265,14,0.949820789,229,50,0.82078853,242,37,0.867383513,250,29,0.896057348,279,19,0.068100358,279
7/4/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,585,46,0.927099842,538,93,0.852614897,568,63,0.900158479,591,40,0.936608558,631,25,0.039619651,631
7/3/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,539,34,0.940663176,482,91,0.841186736,510,63,0.890052356,521,52,0.909249564,573,37,0.064798599,571
7/3/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,706,74,0.905128205,624,156,0.8,727,53,0.932051282,744,36,0.953846154,780,27,0.034615385,780
7/2/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,357,53,0.870731707,297,113,0.724390244,336,74,0.819512195,354,56,0.863414634,410,44,0.108374384,406
7/2/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,444,22,0.9527897,410,56,0.879828326,440,26,0.944206009,450,16,0.965665236,466,14,0.030042918,466
7/1/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,442,24,0.948497854,389,77,0.834763948,415,51,0.89055794,428,38,0.918454936,466,26,0.056768559,458
7/1/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,451,34,0.929896907,419,66,0.863917526,450,35,0.927835052,468,17,0.964948454,485,11,0.022680412,485
6/30/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,489,69,0.876344086,420,138,0.752688172,466,92,0.835125448,486,72,0.870967742,558,39,0.072088725,541
6/30/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,603,61,0.90813253,546,118,0.822289157,614,50,0.924698795,628,36,0.945783133,664,23,0.034638554,664
6/29/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,435,39,0.917721519,369,105,0.778481013,406,68,0.856540084,417,57,0.879746835,474,35,0.074309979,471
6/29/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,565,26,0.956006768,512,79,0.866328257,554,37,0.937394247,569,22,0.962774958,591,14,0.023688663,591
6/28/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,515,38,0.931283906,427,126,0.772151899,466,87,0.842676311,477,76,0.862567812,553,50,0.093283582,536
6/28/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,724,22,0.970509383,676,70,0.90616622,705,41,0.945040214,715,31,0.95844504,746,28,0.037533512,746
6/27/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,116,4,0.966666667,101,19,0.841666667,107,13,0.891666667,109,11,0.908333333,120,9,0.075630252,119
6/27/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,394,22,0.947115385,372,44,0.894230769,386,30,0.927884615,397,19,0.954326923,416,19,0.045673077,416
6/26/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,389,22,0.946472019,318,93,0.773722628,342,69,0.832116788,353,58,0.858880779,411,46,0.113300493,406
6/26/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,720,26,0.965147453,660,86,0.884718499,711,35,0.95308311,727,19,0.974530831,746,23,0.030831099,746
6/25/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,476,47,0.910133843,394,129,0.75334608,446,77,0.852772467,462,61,0.883365201,523,51,0.099029126,515
6/25/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,748,65,0.9200492,679,134,0.835178352,759,54,0.933579336,776,37,0.954489545,813,32,0.039360394,813
6/24/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,474,36,0.929411765,403,107,0.790196078,433,77,0.849019608,449,61,0.880392157,510,48,0.095808383,501
6/24/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,942,62,0.938247012,870,134,0.866533865,953,51,0.949203187,971,33,0.967131474,1004,32,0.03187251,1004
6/23/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,547,65,0.89379085,461,151,0.753267974,517,95,0.844771242,537,75,0.87745098,612,51,0.085,600
6/23/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1303,156,0.89307745,1175,284,0.805346127,1362,97,0.933516107,1397,62,0.957505141,1459,57,0.039067855,1459
6/22/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,345,31,0.917553191,293,83,0.779255319,314,62,0.835106383,328,48,0.872340426,376,31,0.083783784,370
6/22/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,833,107,0.886170213,772,168,0.821276596,862,78,0.917021277,895,45,0.95212766,940,29,0.030851064,940
6/21/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,526,101,0.83891547,428,199,0.68261563,490,137,0.781499203,526,101,0.83891547,627,64,0.105090312,609
6/21/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1196,193,0.861051116,1069,320,0.769618431,1245,144,0.896328294,1306,83,0.94024478,1389,64,0.046076314,1389
6/20/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,394,75,0.840085288,325,144,0.692963753,371,98,0.791044776,388,81,0.827292111,469,49,0.10745614,456
6/20/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,953,114,0.893158388,852,215,0.798500469,982,85,0.920337395,1000,67,0.937207123,1067,50,0.046860356,1067
6/19/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,428,7,0.983908046,329,106,0.756321839,359,76,0.825287356,370,65,0.850574713,435,48,0.110854503,433
6/19/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1035,68,0.938349955,908,195,0.823209429,1005,98,0.911151405,1043,60,0.945602901,1103,51,0.046237534,1103
6/18/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,430,41,0.912951168,319,152,0.677282378,362,109,0.768577495,386,85,0.819532909,471,61,0.132897603,459
6/18/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1218,264,0.821862348,1088,394,0.73414305,1351,131,0.911605938,1404,78,0.947368421,1482,60,0.04048583,1482
6/17/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,340,9,0.974212034,267,82,0.76504298,291,58,0.833810888,304,45,0.871060172,349,33,0.095652174,345
6/17/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1220,140,0.897058824,1120,240,0.823529412,1270,90,0.933823529,1299,61,0.955147059,1360,48,0.035294118,1360
6/16/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,428,143,0.749562172,335,236,0.586690018,411,160,0.719789842,447,124,0.782837128,571,72,0.127659574,564
6/16/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,777,236,0.767028628,698,315,0.689042448,899,114,0.887462981,940,73,0.927936821,1013,46,0.045409674,1013
6/15/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,716,97,0.880688807,509,304,0.626076261,575,238,0.707257073,607,206,0.746617466,813,75,0.093399751,803
6/15/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,738,114,0.866197183,646,206,0.758215962,745,107,0.874413146,788,64,0.924882629,852,50,0.058685446,852
6/14/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,487,42,0.920604915,410,119,0.775047259,450,79,0.850661626,457,72,0.86389414,529,46,0.088291747,521
6/14/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,684,89,0.884864166,609,164,0.787839586,673,100,0.870633894,709,64,0.917205692,773,42,0.054333765,773
6/13/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,286,3,0.989619377,255,34,0.882352941,262,27,0.906574394,266,23,0.920415225,289,18,0.0625,288
6/13/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,616,8,0.987179487,581,43,0.931089744,592,32,0.948717949,596,28,0.955128205,624,26,0.041666667,624
6/12/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,377,30,0.926289926,322,85,0.791154791,360,47,0.884520885,374,33,0.918918919,407,23,0.056511057,407
6/12/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,702,37,0.949932341,623,116,0.843031123,665,74,0.899864682,688,51,0.930987821,739,40,0.054127199,739
6/11/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,548,35,0.939965695,449,134,0.770154374,484,99,0.830188679,511,72,0.876500858,583,50,0.085910653,582
6/11/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1174,99,0.922230951,1036,237,0.813825609,1178,95,0.925373134,1204,69,0.945797329,1273,62,0.048703849,1273
6/10/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,495,8,0.984095427,419,84,0.833001988,439,64,0.872763419,442,61,0.878727634,503,42,0.083499006,503
6/10/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1118,52,0.955555556,1009,161,0.862393162,1106,64,0.945299145,1125,45,0.961538462,1170,47,0.04017094,1170
6/9/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,427,52,0.891440501,369,110,0.770354906,416,63,0.868475992,432,47,0.901878914,479,33,0.069037657,478
6/9/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,699,146,0.827218935,626,219,0.740828402,769,76,0.910059172,798,47,0.944378698,845,37,0.043786982,845
6/8/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,381,12,0.969465649,306,87,0.778625954,337,56,0.857506361,357,36,0.908396947,393,28,0.071794872,390
6/8/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,890,38,0.959051724,809,119,0.871767241,883,45,0.951508621,893,35,0.962284483,928,31,0.033405172,928
6/7/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,553,46,0.923205342,455,144,0.759599332,497,102,0.829716194,533,66,0.889816361,599,40,0.067001675,597
6/7/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,757,39,0.951005025,660,136,0.829145729,710,86,0.891959799,735,61,0.923366834,796,45,0.056532663,796
6/6/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,81,0,1,63,18,0.777777778,72,9,0.888888889,74,7,0.913580247,81,8,0.098765432,81
6/6/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,207,2,0.990430622,198,11,0.947368421,202,7,0.966507177,205,4,0.980861244,209,3,0.014354067,209
6/5/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,415,11,0.974178404,321,105,0.753521127,346,80,0.812206573,358,68,0.840375587,426,55,0.129107981,426
6/5/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,541,12,0.978300181,479,74,0.866184448,510,43,0.922242315,519,34,0.938517179,553,19,0.034358047,553
6/4/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,321,2,0.99380805,261,62,0.808049536,275,48,0.851393189,287,36,0.888544892,323,31,0.096573209,321
6/4/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,521,11,0.979323308,461,71,0.866541353,494,38,0.928571429,503,29,0.945488722,532,20,0.037593985,532
6/3/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,388,1,0.997429306,311,78,0.799485861,333,56,0.856041131,348,41,0.894601542,389,40,0.104986877,381
6/3/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,651,5,0.992378049,597,59,0.910060976,627,29,0.955792683,642,14,0.978658537,656,16,0.024390244,656
6/2/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,316,6,0.98136646,261,61,0.810559006,283,39,0.878881988,288,34,0.894409938,322,29,0.090625,320
6/2/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,593,17,0.972131148,540,70,0.885245902,565,45,0.926229508,572,38,0.937704918,610,36,0.059016393,610
6/1/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,260,7,0.973782772,191,76,0.715355805,226,41,0.846441948,240,27,0.898876404,267,23,0.086466165,266
6/1/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,478,6,0.987603306,419,65,0.865702479,450,34,0.929752066,467,17,0.964876033,484,14,0.02892562,484
5/31/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,380,12,0.969387755,290,102,0.739795918,319,73,0.81377551,331,61,0.844387755,392,52,0.133676093,389
5/31/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,610,11,0.982286634,535,86,0.861513688,569,52,0.91626409,583,38,0.938808374,621,36,0.057971014,621
5/30/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,101,0,1,80,21,0.792079208,92,9,0.910891089,92,9,0.910891089,101,14,0.138613861,101
5/30/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,151,1,0.993421053,141,11,0.927631579,145,7,0.953947368,147,5,0.967105263,152,6,0.039473684,152
5/29/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,422,7,0.983682984,333,96,0.776223776,350,79,0.815850816,366,63,0.853146853,429,58,0.136792453,424
5/29/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,539,8,0.985374771,486,61,0.888482633,512,35,0.936014625,518,29,0.946983547,547,30,0.054844607,547
5/28/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,428,11,0.974943052,343,96,0.781321185,377,62,0.858769932,393,46,0.895216401,439,38,0.087962963,432
5/28/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,563,8,0.985989492,503,68,0.880910683,530,41,0.928196147,539,32,0.943957968,571,32,0.056042032,571
5/27/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,398,14,0.966019417,328,84,0.796116505,354,58,0.859223301,368,44,0.893203883,412,35,0.086419753,405
5/27/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,646,30,0.955621302,599,77,0.886094675,634,42,0.937869822,654,22,0.967455621,676,18,0.026627219,676
5/26/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,321,3,0.990740741,255,69,0.787037037,279,45,0.861111111,288,36,0.888888889,324,29,0.090062112,322
5/26/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,760,17,0.978120978,682,95,0.877734878,727,50,0.935649936,742,35,0.954954955,777,54,0.069498069,777
5/25/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,342,8,0.977142857,271,79,0.774285714,314,36,0.897142857,323,27,0.922857143,350,25,0.072254335,346
5/25/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,401,11,0.973300971,312,100,0.757281553,383,29,0.92961165,389,23,0.944174757,412,18,0.04368932,412
5/24/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,457,10,0.978586724,355,112,0.760171306,383,84,0.82012848,417,50,0.892933619,467,46,0.1,460
5/24/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,718,6,0.991712707,605,119,0.835635359,664,60,0.917127072,686,38,0.947513812,724,31,0.04281768,724
5/23/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,83,0,1,75,8,0.903614458,76,7,0.915662651,78,5,0.939759036,83,5,0.060240964,83
5/23/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,149,0,1,144,5,0.966442953,147,2,0.986577181,148,1,0.993288591,149,1,0.006711409,149
5/22/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,318,2,0.99375,259,61,0.809375,279,41,0.871875,286,34,0.89375,320,29,0.090909091,319
5/22/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,464,1,0.997849462,408,57,0.877419355,437,28,0.939784946,443,22,0.952688172,465,21,0.04516129,465
5/21/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,372,6,0.984126984,278,100,0.735449735,313,65,0.828042328,330,48,0.873015873,378,44,0.117962466,373
5/21/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,512,4,0.992248062,429,87,0.831395349,473,43,0.916666667,483,33,0.936046512,516,30,0.058139535,516
5/20/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,419,0,1,324,95,0.77326969,352,67,0.840095465,362,57,0.863961814,419,48,0.11622276,413
5/20/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,565,3,0.99471831,489,79,0.860915493,526,42,0.926056338,534,34,0.940140845,568,33,0.058098592,568
5/19/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,366,1,0.997275204,276,91,0.752043597,305,62,0.83106267,322,45,0.877384196,367,35,0.097222222,360
5/19/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,673,2,0.997037037,572,103,0.847407407,624,51,0.924444444,638,37,0.945185185,675,39,0.057777778,675
5/18/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,304,1,0.996721311,250,55,0.819672131,268,37,0.878688525,275,30,0.901639344,305,22,0.073333333,300
5/18/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,574,4,0.993079585,514,64,0.889273356,543,35,0.939446367,559,19,0.967128028,578,13,0.022491349,578
5/17/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,441,2,0.995485327,371,72,0.837471783,402,41,0.90744921,412,31,0.930022573,443,28,0.064516129,434
5/17/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,711,4,0.994405594,621,94,0.868531469,661,54,0.924475524,674,41,0.942657343,715,39,0.054545455,715
5/16/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,120,1,0.991735537,94,27,0.776859504,106,15,0.876033058,108,13,0.892561983,121,10,0.082644628,121
5/16/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,217,5,0.977477477,190,32,0.855855856,209,13,0.941441441,213,9,0.959459459,222,11,0.04954955,222
5/15/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,394,7,0.982543641,296,105,0.738154613,339,62,0.845386534,353,48,0.880299252,401,42,0.106598985,394
5/15/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,461,9,0.980851064,415,55,0.882978723,446,24,0.94893617,456,14,0.970212766,470,13,0.027659574,470
5/14/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,361,13,0.965240642,282,92,0.754010695,316,58,0.844919786,326,48,0.871657754,374,45,0.12295082,366
5/14/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,464,1,0.997849462,419,46,0.901075269,444,21,0.95483871,453,12,0.974193548,465,13,0.027956989,465
5/13/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,317,16,0.951951952,261,72,0.783783784,288,45,0.864864865,307,26,0.921921922,333,22,0.066066066,333
5/13/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,464,19,0.960662526,414,69,0.857142857,448,35,0.927536232,466,17,0.964803313,483,14,0.028985507,483
5/12/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,329,9,0.973372781,265,73,0.784023669,292,46,0.863905325,304,34,0.899408284,338,25,0.075757576,330
5/12/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,528,8,0.985074627,474,62,0.884328358,503,33,0.938432836,513,23,0.957089552,536,18,0.03358209,536
5/11/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,351,15,0.959016393,260,106,0.710382514,299,67,0.816939891,320,46,0.87431694,366,39,0.107438017,363
5/11/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,476,8,0.983471074,424,60,0.876033058,453,31,0.935950413,460,24,0.950413223,484,20,0.041322314,484
5/10/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,394,29,0.93144208,297,126,0.70212766,347,76,0.820330969,370,53,0.874704492,423,44,0.105515588,417
5/10/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,814,33,0.961038961,696,151,0.821723731,787,60,0.929161747,806,41,0.951593861,847,34,0.040141677,847
5/9/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,305,18,0.944272446,240,83,0.743034056,270,53,0.835913313,284,39,0.879256966,323,29,0.090062112,322
5/9/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,427,26,0.942604857,364,89,0.803532009,411,42,0.907284768,431,22,0.951434879,453,21,0.046357616,453
5/8/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,378,29,0.928746929,286,121,0.702702703,336,71,0.825552826,358,49,0.87960688,407,30,0.075566751,397
5/8/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1034,30,0.971804511,903,161,0.848684211,987,77,0.927631579,1014,50,0.953007519,1064,48,0.045112782,1064
5/7/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,365,18,0.953002611,272,111,0.710182768,310,73,0.809399478,328,55,0.856396867,383,45,0.118421053,380
5/7/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,1331,32,0.976522377,1138,225,0.834922964,1250,113,0.917094644,1295,68,0.950110051,1363,61,0.044754219,1363
5/6/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,362,13,0.965333333,274,101,0.730666667,302,73,0.805333333,322,53,0.858666667,375,43,0.116531165,369
5/6/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,829,19,0.97759434,694,154,0.818396226,769,79,0.906839623,793,55,0.935141509,848,43,0.050707547,848
5/5/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,378,5,0.98694517,289,94,0.754569191,312,71,0.81462141,328,55,0.856396867,383,29,0.078378378,370
5/5/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,790,11,0.986267166,683,118,0.852684145,744,57,0.928838951,758,43,0.946317104,801,37,0.04619226,801
5/4/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,390,7,0.982367758,306,91,0.770780856,327,70,0.823677582,344,53,0.866498741,397,47,0.118686869,396
5/4/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,562,6,0.98943662,489,79,0.860915493,531,37,0.934859155,545,23,0.959507042,568,20,0.035211268,568
5/3/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,104,10,0.912280702,66,48,0.578947368,84,30,0.736842105,93,21,0.815789474,114,11,0.099099099,111
5/3/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,206,11,0.949308756,161,56,0.741935484,201,16,0.926267281,206,11,0.949308756,217,7,0.032258065,217
5/2/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,507,34,0.93715342,380,161,0.702402957,445,96,0.822550832,478,63,0.883548983,541,52,0.098671727,527
5/2/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,504,5,0.990176817,416,93,0.817288802,453,56,0.889980354,469,40,0.921414538,509,38,0.074656189,509
4/29/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,399,18,0.956834532,309,108,0.741007194,339,78,0.81294964,359,58,0.860911271,417,47,0.11352657,414
4/29/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,505,2,0.996055227,429,78,0.846153846,469,38,0.92504931,479,28,0.944773176,507,24,0.047337278,507
4/28/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,356,7,0.980716253,273,90,0.752066116,307,56,0.845730028,330,33,0.909090909,363,29,0.082621083,351
4/28/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,601,6,0.990115321,510,97,0.840197694,547,60,0.901153213,572,35,0.942339374,607,26,0.042833608,607
4/27/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,345,6,0.982905983,280,71,0.797720798,314,37,0.894586895,320,31,0.911680912,351,25,0.071428571,350
4/27/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,485,0,1,426,59,0.878350515,458,27,0.944329897,472,13,0.973195876,485,12,0.024742268,485
4/26/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,553,15,0.973591549,421,147,0.741197183,480,88,0.845070423,500,68,0.88028169,568,49,0.08892922,551
4/26/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,757,6,0.992136304,663,100,0.868938401,705,58,0.923984273,726,37,0.951507208,763,30,0.03931848,763
4/25/2021,HCM - Thu Duc - SOU - DP,201,HCM,Non-Shopee,322,11,0.966966967,237,96,0.711711712,275,58,0.825825826,292,41,0.876876877,333,34,0.103030303,330
4/25/2021,HCM - Thu Duc - SOU - DP,201,HCM,Shopee,273,2,0.992727273,235,40,0.854545455,261,14,0.949090909,268,7,0.974545455,275,9,0.032727273,275
